id,answer
CORP-TAX-001,"Die Bemessungsgrundlage für die Körperschaftsteuer ist nach § 4 Abs. 2 UStG 1994 der Umsatz des Unternehmens.

Quellen:
- § 4 Abs. 2 UStG 1994"
CORP-TAX-002,"Die Rechtsfolge ist unklar. Der Gesetzestext spricht von „Abfluss von Mitteln“. Ein zinsloses Darlehen an einen Gesellschafter stellt grundsätzlich einen Abfluss von Mitteln dar. Die Rechtsfolge ist unklar, da der Gesetzestext keine konkreten Bestimmungen für diesen Fall nennt.

Quellen:
- BAO.pdf, Seite 12"
CORP-TAX-003,"Ja. Nach § 2 Abs. 3 des Einkommensteuergesetzes 1988 sind Körperschaften, die auf Grund der Rechtsform nach unternehmensrechtlichen Vorschriften zur Rechnungslegung verpflichtet sind, bei rechnungslegungspflichtigen Erwerbs- und Wirtschaftsgenossenschaften und bei vergleichbaren unbeschränkt steuerpflichtigen ausländischen Körperschaften verpflichtet, sämtliche Einkünfte den Einkünften aus Gewerbebetrieb zuzurechnen.

Quellen:
- § 2 Abs. 3 des Einkommensteuergesetzes 1988"
CORP-TAX-004,"Die Antwort folgt aus § 98 EStG.

(a) Bei der Tochtergesellschaft wird die Dividende grundsätzlich der österreichischen Einkommensteuer unterliegen, wenn die Tochtergesellschaft mindestens zu 90% der österreichischen Einkommensteuer unterliegt oder wenn die nicht der österreichischen Einkommensteuer unterliegenden Einkünfte nicht mehr als 13 539 Euro betragen.

(b) Bei der österreichischen Muttergesellschaft wird die Dividende grundsätzlich der österreichischen Einkommensteuer unterliegen, wenn die Tochtergesellschaft mindestens zu 90% der österreichischen Einkommensteuer unterliegt oder wenn die nicht der österreichischen Einkommensteuer unterliegenden Einkünfte nicht mehr als 13 539 Euro betragen."
CORP-TAX-005,"Die Rechtsfolge der offenen und verdeckten Ausschüttung ist nach § 29 UGB unklar. Die Rechtsfolge der offenen Ausschüttung ist nach § 29 UGB unklar. Die Rechtsfolge der verdeckten Ausschüttung ist nach § 29 UGB unklar.

Quellen:
- § 29 UGB"
CORP-TAX-006,"Die Antwort folgt aus § 18 Abs. 7 EStG 1988. Für die Jahre 1996 und 1997 ist ein Verlustabzug nicht zulässig. Für die Jahre 1989 und 1990 entstehen die Verluste, soweit sie nicht bis zur Veranlagung 1995 abgezogen worden sind, zu je einem Fünftel bei den Veranlagungen der Jahre 1998 bis 2002 abzuziehen.

Quellen:
- § 18 Abs. 7 EStG 1988"
CORP-TAX-007,"Die Antwort ist knapp und knapp gehalten.
Der Mantelkauf ist ein Verfahren, bei dem ein Unternehmen eine Tochtergesellschaft gründet und diese dann Vermögenswerte erwirbt.
Die Rechtsfolge ist unklar. Der Gesetzestext nennt keine steuerlichen Folgen für den Mantelkauf.

Quellen:
- BAO.pdf, Seite 33"
CORP-TAX-008,"Die maßgeblichen Paragraphen sind KStG § 28 und § 29.

Quellen:
- KStG § 28
- KStG § 29"
CORP-TAX-009,"Die österreichischen Rechtsstellen regeln die Verlustverrechnung von ausländischen Gruppenmitgliedern und inländischen Gruppenmitgliedern unterschiedlich. Für inländische Gruppenmitglieder gilt § 12 Abs. 3 Z 2 KStG. Für ausländische Gruppenmitglieder gilt § 5 Abs. 1 KStG.

Quellen:
- § 12 Abs. 3 Z 2 KStG"
CORP-TAX-010,"Ja. Nach § 6 Abs. 1 Z 8 lit. a UStG und § 6 Abs. 1 Z 9 lit. a UStG ist eine steuerfreie Kreditgewährung und ein steuerfreier Umsatz im Zusammenhang mit Kreditkarten steuerpflichtig.

Quellen:
- § 6 Abs. 1 Z 8 lit. a UStG
- § 6 Abs. 1 Z 9 lit. a UStG"
CORP-TAX-011,Ja. Nach § 7 Abs. 7 KStG sind Abschreibungen auf den niedrigeren Teilwert einer Beteiligung an einem Gruppenmitglied abzugsfähig. Bei der Gewinnermittlung sind Abschreibungen auf den niedrigeren Teilwert und Veräußerungsverluste hinsichtlich von Beteiligungen an Gruppenmitgliedern nicht abzugsfähig.
CORP-TAX-012,"Die maßgeblichen Paragraphen sind § 28 Abs. 1 KStG 1988 und § 28 Abs. 2 KStG 1988.

Quellen:
- § 28 Abs. 1 KStG 1988
- § 28 Abs. 2 KStG 1988"
CORP-TAX-013,"Die maßgeblichen Paragraphen des österreichen Rechts sind § 10 KStG und § 12 Abs. 1 Z 10 KStG. Die Gesetzesstellen sind nach gültigen Zitierregeln verwendet.

Quellen:
- § 10 KStG
- § 12 Abs. 1 Z 10 KStG"
CORP-TAX-014,"Die maßgeblichen Paragraphen des KStG sind § 28 Abs. 1 und 2 sowie § 28 Abs. 3 und 4.

Quellen:
- § 28 Abs. 1 KStG
- § 28 Abs. 2 KStG
- § 28 Abs. 3 KStG
- § 28 Abs. 4 KStG"
CORP-TAX-015,"Die maßgeblichen Paragraphen des KStG sind § 28 Abs. 1 und 2 sowie § 28 Abs. 3. Die maßgeblichen Richtlinien sind Artikel 2 der Richtlinie 2011/96/EU.

Quellen:
- § 28 Abs. 1 KStG
- § 28 Abs. 2 KStG
- § 28 Abs. 3 KStG"
CORP-TAX-016,"Ja. Nach § 28 Abs. 1 EStG 1988 sind „Zinsen für Fremdfinanzierungen“ als Betriebsausgaben abzugsfähig. Die maßgeblichen Paragraphen sind § 28 Abs. 1 EStG 1988 und § 28 Abs. 2 EStG 1988.

Quellen:
- § 28 Abs. 1 EStG 1988"
