id,answer,inf_answer,sft_answer,rag_answer,inf_rouge1,inf_bert,sft_rouge1,sft_bert,rag_rouge1,rag_bert
CORP-TAX-001,"Das Einkommen, das der unbeschränkt Steuerpflichtige innerhalb eines Kalenderjahres bezogen hat (§ 7 Abs. 1 KStG).","[In the German version, the question is: ""What is the origin of the 'crowd'? ""]  In der neuen Vorbereitung ein, die Zusammenhang des Wortes des Anfang wurde können, dass eine neuen Vorwortigkeit nicht genug gewesen. Was ist diese neuen Vorwortigkeit, k","Die Bemessungsgrundlage für die Körperschaftsteuer gemäß § 1 Abs. 2 KStG ist das steuerliche Einkommen, das sich aus dem steuerlichen Gesamtbetriebsvermögen ermittelt. Das steuerliche Einkommen ergibt sich aus den steuerlichen Einkünften (Gewinne aus allen Tätigkeiten, Zinsen und Lizenzgebühren) abzüglich der steuerlichen Aufwendungen (Betriebsausgaben, Werbungskosten, Abzugsfähige Abschreibungen).","Die steuerliche Bemessungsgrundlage für die Körperschaftsteuer lautet nicht explizit in den bereitgestellten Gesetzestexten. Allerdings kann man aus den gegebenen Informationen schließen, dass die Bemessungsgrundlage nicht der Umsatz ist, da es eine Ausnahme gibt, bei der die Umsatzsteuer nicht zur Bemessungsgrundlage zählt. Es wird jedoch angenommen, dass die Bemessungsgrundlage normalerweise der Umsatz ist, außer bei speziellen Fällen wie Beförderungskosten oder Versicherungskosten, bei denen sie nicht zur Bemessungsgrund",0.07017543859649124,0.7788666486740112,0.2028985507246377,0.8078746795654297,0.0449438202247191,0.7665234208106995
CORP-TAX-002,Die nicht verrechneten Zinsen stellen eine verdeckte Ausschüttung dar (§ 8 Abs. 2 KStG) – das Einkommen wird um die fremdüblichen Zinsen erhöht. Grundlage der Einkommensermittlung ist § 7 Abs. 2/3 KStG. § 12 Abs. 1 Z 2 KStG kann zusätzlich greifen bei unangemessen hohen Gesellschaftervorteilen.,"Vielleicht, daß der Zeit des Kompetenz ist zu einem Körperschaft überlegt, daß den Körperschaft eine Einführung eines Körperschaftständnis aus diesem Gesellschaft und aus der Körperschaft aus einem Anwendung überlegt (Mit einer Einführung des Körpers","Zinslose Darlehen von einer Kapitalgesellschaft an Gesellschafter sind grundsätzlich steuerneutral (§ 8 Abs. 1 KStG). Die Körperschaft kann Zinsaufwendungen nicht steuerlich geltend machen, da es sich um ein steuerfreies Darlehen handelt. Der Gesellschafter muss die Zinsen jedoch bei sich selbst als Einkünfte aus Kapitalvermögen (§ 27 EStG) erfassen. Bei der Gesellschaft bleibt das Darlehen steuerneutral im Rahmen des Gesamtbildes der wirtschaftlichen Leistung und des Gesellschaftsvertrags.","Wenn eine Körperschaft ein zinsloses Darlehen an ihre Gesellschafter vergeben hat, betrachten die steuerlichen Aspekte diese Transaktion als eine Art von Rückvergütung. Dies kann zu steuerlichen Folgen führen, insbesondere wenn es sich um eine Kaufpreisrückvergütung handelt, die aus dem Mitgliedergeschäft erwirtschaftet wurde. Die steuerlichen Konsequenzen hängen von mehreren Faktoren ab, darunter die Art der Rückvergütung, die Voraussetzungen für die Rückvergütung und die spezifischen Umstände der Transaktion. Allgemein könnte dies",0.06741573033707865,0.7642215490341187,0.2631578947368421,0.8068084120750427,0.0916030534351145,0.7628882527351379
CORP-TAX-003,"Steuerpflichtige, die aufgrund ihrer Rechtsform nach unternehmensrechtlichen Vorschriften zur Rechnungslegung verpflichtet sind, rechnungslegungspflichtige Erwerbs- und Wirtschaftsgenossenschaften sowie vergleichbare ausländische Körperschaften (§ 7 Abs. 3 KStG).","Zum Verfügung zur Geschichte des Bundes, die Über die Geschichte des Bundes und die Schäftigkeit der Bundespräsidenten sind, aus der Bundesverfassung sowie ausgeführten Geschichte des Bundes und die Anwendung der Bundesregierung kann.  (2) If the resolution of a country has made the country's federal","Gemäß § 7 Abs. 3 Z 2 EStG sind folgende Körperschaften ihre Einkünfte aus Gewerbebetrieb zuzurechnen: (1) Versicherungsvereine auf Gegenseitigkeit, (2) Genossenschaften, die Gewerbebetriebe betreiben, (3) Körperschaften, die ausschließlich oder überwiegend Tätigkeiten ausüben, die als Gewerbebetrieb einzustufen sind.","Basierend auf den bereitgestellten Gesetzestexten sind folgende Körperschaften verpflichtet, sämtliche Einkünfte den Einkünften aus Gewerbebetrieb zu zurechnen: 1. Steuerpflichtige, die aufgrund der Rechtsform nach unternehmensrechtlichen Vorschriften zur Rechnungslegung verpflichtet sind. 2. Rechnungslegungspflichtige Erwerbs- und Wirtschaftsgenossenschaften. 3. Vergleichbare unbeschränkt steuerpflichtige ausländische Körperschaften. Die relevanten Paragraphen sind [KStG",0.13333333333333333,0.7727699875831604,0.2028985507246377,0.8143400549888611,0.5569620253164558,0.8780174851417542
CORP-TAX-004,(a) Tochter: Die Ausschüttung ist Einkommensverwendung und beeinflusst das steuerpflichtige Einkommen der Tochter nicht (§ 8 Abs. 2 KStG). (b) Mutter: Die Dividende ist als Beteiligungsertrag steuerfrei – ohne Mindestquote oder Haltefrist (§ 10 Abs. 1 Z 1 KStG).,(a) Dies ist es sich unterschiedliches Bezahl von der Tochter und (b) das ist es sich unterschiedliches Bezahl von der österreichischen Muttergesellschaft (a) bei der Tochter und (b) bei der österreichischen Muttergesellschaft. Eine Dividende ist einem bez,"(1) Bei der Tochtergesellschaft: Dividenden sind Einkünfte aus Kapitalvermögen gemäß § 27 Abs. 2 Z 2 EStG 1988 und unterliegen dem Sondersteuersatz von 27,5% (nicht dem Normalsteuersatz von 55%). (2) Bei der Muttergesellschaft: Die Muttergesellschaft erhält die Dividende als Kapitalertrag (§ 27 EStG) und zahlt 27,5% KESt ein (nicht 55% – KESt-Pauschale gemäß § 93 Abs. 4 EStG). Die Mutter kann die KESt auch rückerhöhen, wenn die Tochter die KESt einbehalten hat.","Die steuerliche Behandlung von Dividenden in diesem Fall basiert auf § 6 Ziffer 6 des Einkommensteuergesetzbuch (EStG). Hierzu müssen wir die spezifischen Umstände betrachten, die in den genannten Abschnitten beschrieben sind. (a) Bei der Tochtergesellschaft: Bei einer Dividende, die eine österreichische Tochtergesellschaft an eine andere Tochtergesellschaft zahlt, wird diese steuerlich nicht angesehen. Das heißt, die Dividende wird nicht als Einkommen der Tochtergesellschaft gemäß § 6 Ziffer 6 Absatz 1 lit. a des EStG er",0.2972972972972973,0.8180316090583801,0.247787610619469,0.845637321472168,0.17857142857142858,0.8177164196968079
CORP-TAX-005,"Im Ergebnis unterscheiden sie sich nicht. Beide sind Einkommensverwendung nach § 8 Abs. 2 KStG. Bei verdeckten Ausschüttungen werden die nicht fremdüblichen Aufwendungen dem Einkommen hinzugerechnet, da keine betriebliche Veranlassung vorliegt.",Is mittel einen Verkauf eines Körperschafts zu entwickeln?  Is mittel eine Mitteleuropäische Verkauf in einer offenen Verkauf durch ein Verkauf vergleichende Verwaltungsverteilung?  Is mittel eine Mitteleuropäische Verwaltungs,"Offene Ausschüttungen (§ 10 KStG) sind Ausschüttungen, die in der Bilanz der ausschüttenden Körperschaft ausgewiesen werden und die Gesellschafter direkt steuerlich berücksichtigen. Verdeckte Ausschüttungen (§ 8 Abs. 1 KStG) sind Vorteile, die die Körperschaft an Gesellschafter oder deren Angehörige ohne angemessene Gegenleistung überträgt. Verdeckte Ausschüttungen sind bei der Körperschaft nicht abzugsfähig und bei den Gesellschaftern Einkünfte aus Kapitalvermögen (§ 27 EStG), wobei die Grenze bei 10% des Gesamtbetrags der Einkünfte liegt.","Die steuerliche Behandlung einer offenen Ausschüttung und einer verdeckten Ausschüttung auf Ebene der Ausschüttenden Körperschaft unterscheidet sich hauptsächlich anhand der Innenfinanzierung. Für eine offene Ausschüttung wird vorausgesetzt, dass die Ausschüttende Körperschaft eine positive Innenfinanzierung hat. Dies bedeutet, dass die Ausschüttende Körperschaft aus ihren eigenen Einnahmen oder Vermögenswerten genügend Geld hat, um die Ausschüttung zu finanzieren. Im Gegensatz dazu wird bei einer verdeck",0.0,0.769299328327179,0.17391304347826086,0.824252724647522,0.11111111111111109,0.7951018810272217
CORP-TAX-006,"75 % des Gesamtbetrages der Einkünfte (§ 8 Abs. 4 Z 2 lit. a KStG). Ausnahmen (volle Verrechnung): u.a. Sanierungsgewinne, Gewinne aus Insolvenzverfahren, Betriebsveräußerungsgewinne, Liquidationsgewinne und Nachversteuerungsbeträge nach § 9 Abs. 6 Z 7 KStG.","Wehr über die Veranlage der Wie hoch ist in einem Veranlage der Wie hoch in den Ausnahmen der Veranlage von Wie hoch. Wie hoch ist nicht aller Ärztlichen wirklich, wie hoch erklärte, wie hoch erklärten, wie hoch erklärten und wie","Gemäß § 27 Abs. 8 EStG beträgt der maximal mögliche Verlustabzug in einem Veranlagungsjahr 50% des steuerpflichtigen Einkommens. Verluste, die diese Grenze übersteigen, können auf bis zu 7 Jahre verteilt (Verlustvortrag) oder auf künftige Jahre übertragen werden (Verlustvortrag auf 7 Jahre). Ausnahmen: Verluste aus Kapitalvermögen (§ 27 Abs. 8 Z 2 EStG) können nicht vortragen werden; Verluste aus Vermietung und Verpachtung können nur mit Einkünften aus Vermietung und Verpachtung verrechnet werden.;;","Basierend auf den bereitgestellten Gesetzestexten ist der maximal mögliche Verlustabzug in einem Veranlagungszeitraum (Wirtschaftsjahr) bis zu einem Betrag von 3 Millionen Euro. Es gibt keine speziellen Ausnahmen, die besondere Fälligkeit oder andere Faktoren für einen höheren oder niedrigeren Verlustabzug vorsehen. Die Regel lautet, dass der Verlustabzug ab dem Zeitpunkt nicht mehr zulässig ist, an dem die Identität des Steuerpflichtigen infolge einer wesentlichen Änderung seiner organisatorischen und wirtschaftlichen Struktur auf entgeltlicher Grundlage",0.075,0.759168803691864,0.2105263157894737,0.8298364281654358,0.07017543859649122,0.7522489428520203
CORP-TAX-007,"Ein Mantelkauf liegt vor, wenn die wirtschaftliche Identität einer Körperschaft durch wesentliche Änderung der Gesellschafter- und Unternehmensstruktur auf entgeltlicher Grundlage verloren geht (§ 8 Abs. 4 Z 2 lit. c KStG). Folge: Verlustabzug steht nicht mehr zu. Ausnahme: Sanierung zur Erhaltung wesentlicher Arbeitsplätze.",Is ist ein Mantelkauf und welche steuerliche Konsequenz hat er?  Is it possible to get a nice cup of coffee without worrying about the smell of burnt coffee grounds?   My friend and I are going on a camping trip and we are going to pack out our camping pot and our cooking pot as well. We are going to pack out both of them into the same backpack. I am thinking that we should take a few layers,"Ein Mantelkauf liegt vor, wenn ein Unternehmer (Mantelkaufmann) ein Unternehmen mit dem Zweck übernimmt, das eigene Unternehmen zu erweitern oder zu verschlechtern. Der Mantelkauf selbst ist keine steuerbare Leistung im Sinne des § 3a UStG, da er nicht auf die Lieferung oder sonstige Leistung eines anderen Unternehmers gerichtet ist. Die Übernahme von Vermögenswerten und Schulden im Rahmen eines Mantelkaufs kann jedoch steuerbare Umsätze darstellen (z.B. Lieferung von Vermögenswerten, Übernahme von Schulden als sonstige Leistung).","Ein Mantelkauf bezeichnet eine wesentliche Änderung der organisatorischen und wirtschaftlichen Struktur eines Unternehmens, die mit der Wirtschaftsstruktur verbunden ist, und die durch eine wesentliche Änderung der Gesellschafterstruktur (nach dem Gesamtbild der Verhältnisse wirtschaftlich nicht mehr gegeben) ausgelöst wird. Steuerlich betrachtet bedeutet das, dass der Verlustabzug nicht mehr zulässig ist, ab dem Zeitpunkt, an dem der Mantelkauf stattfindet. Dies gilt jedoch nicht, wenn die Änderungen mit dem Ziel der Sanierung des Steuerpflichtigen und",0.04878048780487805,0.7589684128761292,0.21311475409836064,0.8137463927268982,0.25,0.8246098160743713
CORP-TAX-008,Der werthaltige Teil gilt als Einlage (§ 8 Abs. 1 KStG – außer Ansatz). Der nicht mehr werthaltige Teil ist steuerwirksam und erhöht das Einkommen der Körperschaft.,"Die Forderungsverzicht eines Gesellschafters steuerlich für die Körperschaft ist gilt eine Bewerbungsverzicht, und werden sollte die kommt von dieser Bewerbungsverzicht ausgelassen. Die Forderungsverzicht eines Gesellschafters steuerlich für die Körperschaft werden soll","Ein Forderungsverzicht eines Gesellschafters gegenüber der Kapitalgesellschaft ist steuerlich kein steuerpflichtiger Ertrag der Gesellschaft (§ 8 Abs. 1 Z 2 KStG). Er stellt eine privatrechtliche Vereinbarung dar, die keine Einkunftsart der Gesellschaft darstellt. Der Gesellschafter kann den Verzicht jedoch als Veräußerungsgewinn (§ 24 EStG) oder als sonstige Einkünfte (§ 29 Abs. 3 EStG) in seiner Steuererklärung ausweisen.","Bei einem Forderungsverzicht eines Gesellschafters ist der nicht mehr werthaltige Teil der Forderung steuerwirksam. Dies gilt entsprechend den Paragraphen: [KStG 1988 § 8] (mit dem Anhang) Hierbei wird explizit erwähnt, dass der nicht mehr werthaltige Teil der Forderung bei einem Forderungsverzicht auf Seiten des Gesellschafters steuerwirksam ist.",0.15873015873015875,0.8159281015396118,0.22988505747126434,0.8463229537010193,0.3733333333333333,0.8756915926933289
CORP-TAX-009,"Bei ausländischen Mitgliedern (§ 9 Abs. 6 Z 6 KStG) werden nur die nach österreichischem Recht ermittelten Verluste (max. ausländischer Verlust) zugerechnet, begrenzt auf 75 % des österreichischen Gruppeneinkommens. Bei inländischen Mitgliedern wird das volle Ergebnis zugerechnet (§ 9 Abs. 6 Z 1 KStG).",Wie unterscheidet sich die Verlustverrechnung von ausländischen Gruppenmitgliedern von der inländischer Gruppenmitglieder? [deFemale] => Wie unterscheidet sich die Verlustverrechnung von ausländischen Gruppenmitgliedern von der inländischer Gruppenmitglieder?,"Bei Gruppenbesteuerung (§ 9 KStG) können Verluste ausländischer Gruppenmitglieder grundsätzlich nicht mit Gewinnen österreichischer Gruppenmitglieder verrechnet werden (Ausnahme: Verluste ausländischer Tochtergesellschaften, die inländische Beteiligungen als Einkünfte aus Kapitalvermögen erzielen). Dies ist eine Folge der unterschiedlichen Einkunftsarten (Körperschaftsteuer vs. Einkommensteuer). Ausnahmen bestehen für bestimmte Fälle (z.B. Verluste ausländischer Tochtergesellschaften mit inländischen Beteiligungen).","Die Verlustverrechnung von ausländischen Gruppenmitgliedern von inländischen Gruppenmitgliedern unterscheidet sich hauptsächlich durch die spezifischen Vorschriften, die im [KStG 1988 § 9] für beide Fälle vorgesehen sind. Die Hauptunterschiede liegen in den Fällen, in denen ausländische Gruppenmitglieder aus der Unternehmensgruppe ausgeschlossen werden. Im Falle eines ausländischen Gruppenmitglieds, das aus der Unternehmensgruppe ausgeschlossen wird, ist der Betrag, der als Gewinn gezählt wird,",0.1917808219178082,0.7831532955169678,0.24299065420560748,0.8342772126197815,0.19642857142857145,0.8172652125358582
CORP-TAX-010,Nein. Steuerumlagen zum Ausgleich der Wirkungen aus der Ergebniszurechnung sind gemäß § 9 Abs. 6 Z 5 KStG steuerneutral.,In a nutshell: there are two major forces in Germany's economy: the private sector and the public sector. Private sector: the private sector is what makes Germany's economy work. The government in Germany's economic policy is the private sector. The private sector's goal is to provide goods and services to the public sector. (…) The private sector is what makes Germany's economy work.  We are a private economy. And we work.  We are a private economy. And,"Nein. Umlagen zwischen Gruppenträgern und Gruppenmitgliedern im Sinne des § 9 KStG sind gemäß § 9 Abs. 4 KStG nicht steuerpflichtige Einkünfte. Sie sind jedoch im Rahmen der Gruppenbesteuerung zu berücksichtigen. Die Gruppenträger sind verpflichtet, die Umlagen in ihrer Körperschaftsteuererklärung anzugeben.","Nein, Steuerumlagen zwischen Gruppenträgern und Gruppenmitgliedern sind nicht steuerpflichtig. Dies ist nach § 9 des KStG 1988 zu finden. Es wird dort explizit festgelegt, dass die Finanzierung von Gruppenträgern durch Gruppenmitglieder nicht als Steuerpflichtige betrachtet wird. Daher bleiben solche Umlagen aus dem Steuerpflichtbereich heraus.",0.0,0.7595885396003723,0.22222222222222218,0.8560702800750732,0.19047619047619044,0.8547444343566895
CORP-TAX-011,Nein. Abschreibungen auf den niedrigeren Teilwert sowie Veräußerungsverluste hinsichtlich Beteiligungen an Gruppenmitgliedern sind gemäß § 9 Abs. 7 KStG nicht abzugsfähig.,"Das erste Leben des Teilwerts ist die Lebenswert, die die vor der Wert eines währenden Erkenntnisses im Kontakt, und die sie sich das Geschlechtszeit in der ersten Teilwert. Die Wert der Teilwerts haben eine einzelnen Konzentriebstellung auf",Nein. Abschreibungen auf den niedrigeren Teilwert einer Beteiligung an einem Gruppenmitglied (§ 8 Abs. 2 KStG) sind gemäß § 8 Abs. 3 KStG nicht abzugsfähig. Dies gilt auch für Verluste aus der Veräußerung einer Gruppenbeteiligung. Die Gruppenbesteuerung soll die Gruppe als wirtschaftlich zusammengehöriges Ganzes behandeln und Verluste innerhalb der Gruppe nicht auf einzelne Gruppenträger verteilen.,"Nein, sind Abschreibungen auf den niedrigeren Teilwert einer Beteiligung an einem Gruppenmitglied nicht abzugsfähig. Dies gilt insbesondere im Falle der Anschaffung einer Beteiligung vor dem 1. März 2014 durch ein Gruppenmitglied, den Gruppenträger oder eine für eine Gruppenbildung geeignete Körperschaft an einer betriebsführenden unbeschränkt steuerpflichtigen Beteiligungskörperschaft, ausgenommen unmittelbar oder mittelbar von einem konzernzugehörigen Unternehmen oder einem einen beherrschenden Einfluss ausübenden",0.06557377049180328,0.7833176255226135,0.3902439024390244,0.8955684900283813,0.23655913978494622,0.8339243531227112
