id,answer
CORP-TAX-001,"Die maßgeblichen Paragraphen sind § 28 Abs. 1 EStG 1988 und § 28 Abs. 2 EStG 1988.

Quellen:
- § 28 Abs. 1 EStG 1988
- § 28 Abs. 2 EStG 1988"
CORP-TAX-002,"Die Antwort folgt aus § 28 Abs. 1 EStG 1988 und § 28 Abs. 2 EStG 1988.

Die Gesetzesstellen regeln die steuerliche Behandlung von Darlehen an Gesellschafter. Grundsätzlich sind diese Darlehen steuerlich unproblematisch. Die Gesetzesstellen regeln jedoch die steuerliche Behandlung von zinslosen Darlehen.

Quellen:
- § 28 Abs. 1 EStG 1988
- § 28 Abs. 2 EStG 1988"
CORP-TAX-003,"Die Antwort ist knapp: Ja.

Quellen:
- § 10 Abs. 1 EStG 1988"
CORP-TAX-004,"Die Antwort folgt aus § 28 Abs. 1 EStG 1988 und § 28 Abs. 2 EStG 1988.

(a) Bei der Tochtergesellschaft wird die Dividende grundsätzlich steuerfrei behandelt.
(b) Bei der österreichischen Muttergesellschaft wird die Dividende nach § 28 Abs. 2 EStG 1988 als „Dividende aus einer österreichischen Tochtergesellschaft“ behandelt. Die maßgeblichen Bestimmungen sind § 28 Abs. 2 EStG 1988 und § 28 Abs. 1 EStG 1988.

Quellen:
- § 28 Abs. 1 EStG 1988
- § 28 Abs. 2 EStG 1988"
CORP-TAX-005,"Die Rechtslage ist unklar. Nach § 28 Abs. 1 EStG 1988 und § 28 Abs. 2 EStG 1988 sind offene und verdeckte Ausschüttungen grundsätzlich gleich behandelt. Die maßgeblichen Paragraphen regeln die steuerliche Behandlung von Ausschüttungen an Körperschaften.

Quellen:
- § 28 Abs. 1 EStG 1988
- § 28 Abs. 2 EStG 1988"
CORP-TAX-006,"Die maßgeblichen Paragraphen sind § 34 Abs. 1 EStG 1988 und § 34 Abs. 2 EStG 1988.

Der maximal mögliche Verlustabzug beträgt 10.000 Euro.

Für bestimmte Einkünfte und Einkunftsarten gelten besondere Regeln. Insbesondere sind § 34 Abs. 2 EStG 1988 und § 34 Abs. 3 EStG 1988 zu beachten.

Quellen:
- § 34 Abs. 1 EStG 1988
- § 34 Abs. 2 EStG 1988
- § 34 Abs. 3 EStG 1988"
CORP-TAX-007,"Ein Mantelkauf ist eine steuerliche Gestaltung, bei der ein Unternehmen einen anderen Unternehmen erwirbt, ohne dass die Vermögenswerte des Erwerbers tatsächlich in den Erwerber übergehen. Der Erwerber behält die Vermögenswerte des Erwerteten und trägt weiterhin dessen Steuerlast.

Quellen:
- § 24 Abs. 1 EStG 1988"
CORP-TAX-008,"Die Rechtslage ist unklar.

Der Gesetzestext nennt keine konkreten gesetzlichen Bestimmungen für diesen Fall.

Quellen:
- § 28 Abs. 1 EStG 1988"
CORP-TAX-009,"Die Antwort folgt aus § 28 Abs. 1 Z 1 und 2 EStG 1988.

- Für inländische Gruppenmitglieder gilt § 28 Abs. 1 Z 1 EStG 1988.
- Für ausländische Gruppenmitglieder gilt § 28 Abs. 1 Z 2 EStG 1988.

Quellen:
- § 28 Abs. 1 Z 1 und 2 EStG 1988"
CORP-TAX-010,"Die Antwort ist nein.

Die maßgeblichen Paragraphen 10 und 11 des Einkommensteuergesetzes 1988 regeln die steuerlichen Folgen von Steuerumlagen. Insbesondere regelt § 10 Abs. 1 EStG 1988 die steuerlichen Folgen von Steuerumlagen zwischen Gruppenträgern und Gruppenmitgliedern.

Quellen:
- § 10 Abs. 1 EStG 1988"
