id,correct_answer,sources,answer,model,rougeL,bertscore_f1,gold_citations,pred_citations,citation_em,citation_precision,citation_recall,citation_f1,cosine_similarity,readability
CORP-TAX-001,"Das Einkommen, das der unbeschränkt Steuerpflichtige innerhalb eines Kalenderjahres bezogen hat (§ 7 Abs. 1 KStG).",§ 7 Abs. 1 KStG 1988,"Die steuerliche Bemessungsgrundlage für die Körperschaftsteuer ist das Einkommen der Körperschaft, das sich aus dem Gewinn gemäß den Vorschriften des Einkommensteuergesetzes 1988 (EStG 1988) ergibt, unter Berücksichtigung der besonderen Regelungen des Körperschaftsteuergesetzes (KStG). Konkret bestimmt § 7 Abs. 1 KStG, dass die Körperschaftsteuer auf das Einkommen der Körperschaft erhoben wird. Das Einkommen entspricht dem Gewinn, der nach den Vorschriften des EStG 1988 ermittelt wird, wobei bestimmte Hinzurechnungen und Kürzungen gemäß KStG zu beachten sind. Zusammengefasst: - Bemessungsgrundlage ist das Einkommen der Körperschaft (§ 7 Abs. 1 KStG). - Das Einkommen entspricht dem Gewinn nach EStG 1988, angepasst durch KStG-spezifische Vorschriften. Ausnahmen bzw. Besonderheiten",Inference_model1,0.128,0.6664398908615112,['§ 7 abs. 1 kstg'],['§ 7 abs. 1 kstg'],1,1.0,1.0,1.0,0.797757625579834,40.59090909090908
CORP-TAX-002,Die nicht verrechneten Zinsen stellen eine verdeckte Ausschüttung dar (§ 8 Abs. 2 KStG) – das Einkommen wird um die fremdüblichen Zinsen erhöht. Grundlage der Einkommensermittlung ist § 7 Abs. 2/3 KStG. § 12 Abs. 1 Z 2 KStG kann zusätzlich greifen bei unangemessen hohen Gesellschaftervorteilen.,§ 7 Abs. 2/3 KStG 1988; § 8 Abs. 2 KStG 1988; § 12 Abs. 1 Z 2 KStG 1988,"Die Gewährung eines zinslosen Darlehens durch eine Körperschaft an ihren Gesellschafter hat folgende steuerliche Konsequenzen: 1. **Verdeckte Gewinnausschüttung (vGA):** Nach § 8 Abs. 3 KStG liegt eine verdeckte Gewinnausschüttung vor, wenn eine Körperschaft einem Gesellschafter Vorteile gewährt, die einem fremden Dritten unter fremdüblichen Bedingungen nicht eingeräumt würden. Ein zinsloses Darlehen stellt regelmäßig einen solchen Vorteil dar, da üblicherweise für Darlehen Zinsen zu entrichten sind. Die Differenz zwischen dem marktüblichen Zinssatz und dem tatsächlich vereinbarten Zinssatz ist als vGA zu qualifizieren. 2. **Bemessung der vGA:** Die vGA bemisst sich nach dem entgangenen Zinsertrag, der sich aus dem Unterschied zwischen dem marktüblichen Zinssatz und dem verein",Inference_model1,0.15853658536585366,0.6792510151863098,"['§ 12 abs. 1 z 2 kstg', '§ 8 abs. 2 kstg']",['§ 8 abs. 3 kstg'],0,0.0,0.0,0.0,0.6941875219345093,41.28964401294499
CORP-TAX-003,"Steuerpflichtige, die aufgrund ihrer Rechtsform nach unternehmensrechtlichen Vorschriften zur Rechnungslegung verpflichtet sind, rechnungslegungspflichtige Erwerbs- und Wirtschaftsgenossenschaften sowie vergleichbare ausländische Körperschaften (§ 7 Abs. 3 KStG).",§ 7 Abs. 3 KStG 1988,"Verpflichtet, sämtliche Einkünfte den Einkünften aus Gewerbebetrieb zuzurechnen, sind insbesondere Kapitalgesellschaften, also juristische Personen des privaten Rechts, die körperschaftsteuerpflichtig sind. Dies ergibt sich aus § 7 Abs. 1 KStG, wonach das Einkommen einer Körperschaft grundsätzlich aus Einkünften aus Gewerbebetrieb besteht. Konkret sind folgende Körperschaften betroffen: - Kapitalgesellschaften (z.B. GmbH, AG) - Genossenschaften - Vereine und Stiftungen, soweit sie nicht ausschließlich gemeinnützige Zwecke verfolgen und steuerbefreit sind Diese Körperschaften unterliegen der Körperschaftsteuer nach dem KStG und müssen ihr gesamtes Einkommen als Einkünfte aus Gewerbebetrieb deklarieren (§ 7 Abs. 1 KStG). Ausnahmen bestehen für Körperschaften, die ausschließlich Einkünfte aus Land- und Forstwirtschaft erzielen oder gemeinnützige Körperschaften,",Inference_model1,0.1095890410958904,0.693767786026001,['§ 7 abs. 3 kstg'],['§ 7 abs. 1 kstg'],0,0.0,0.0,0.0,0.7942867279052734,24.04545454545456
CORP-TAX-004,(a) Tochter: Die Ausschüttung ist Einkommensverwendung und beeinflusst das steuerpflichtige Einkommen der Tochter nicht (§ 8 Abs. 2 KStG). (b) Mutter: Die Dividende ist als Beteiligungsertrag steuerfrei – ohne Mindestquote oder Haltefrist (§ 10 Abs. 1 Z 1 KStG).,§ 8 Abs. 2 KStG 1988; § 10 Abs. 1 Z 1 KStG 1988,"(a) Bei der österreichischen Tochtergesellschaft stellt die Ausschüttung einer Dividende eine Gewinnausschüttung dar, die im Zeitpunkt der Ausschüttung als Aufwand zu erfassen ist. Die Dividende mindert somit den steuerlichen Gewinn der Tochtergesellschaft (§ 4 Abs. 4 EStG 1988 analog für Körperschaften, § 7 Abs. 1 KStG). (b) Bei der österreichischen Muttergesellschaft ist die erhaltene Dividende grundsätzlich steuerpflichtig. Allerdings greift das sogenannte Schachtelprivileg gemäß § 10 Abs. 1 Z 2 KStG, wonach Dividenden von inländischen Kapitalgesellschaften, an denen die Muttergesellschaft mindestens 10 % der Anteile hält, von der Körperschaftsteuer befreit sind. Somit sind Dividenden, die von der Tochter an die Mutter ausgeschüttet werden, bei der Muttergesellschaft steuerfrei, sofern die Beteiligung mindestens 10 % beträgt und die",Inference_model1,0.20253164556962025,0.7650318145751953,"['§ 10 abs. 1 z 1 kstg', '§ 8 abs. 2 kstg']","['§ 10 abs. 1 z 2 kstg', '§ 4 abs. 4 estg', '§ 7 abs. 1 kstg']",0,0.0,0.0,0.0,0.5896195769309998,40.9038961038961
CORP-TAX-005,"Im Ergebnis unterscheiden sie sich nicht. Beide sind Einkommensverwendung nach § 8 Abs. 2 KStG. Bei verdeckten Ausschüttungen werden die nicht fremdüblichen Aufwendungen dem Einkommen hinzugerechnet, da keine betriebliche Veranlassung vorliegt.",§ 8 Abs. 2 KStG 1988 ,"Die steuerliche Behandlung einer offenen Ausschüttung unterscheidet sich wesentlich von jener einer verdeckten Ausschüttung auf Ebene der ausschüttenden Körperschaft: 1. **Offene Ausschüttung** Eine offene Ausschüttung liegt vor, wenn die Gewinnausschüttung ausdrücklich und formell als solche erfolgt, z.B. durch Dividendenzahlung an die Gesellschafter. - Steuerlich ist die offene Ausschüttung für die ausschüttende Körperschaft **keine Betriebsausgabe** und somit nicht abzugsfähig (§ 8 Abs. 1 KStG). - Die Ausschüttung erfolgt aus dem steuerlichen Ergebnis der Körperschaft und unterliegt auf Ebene der Gesellschafter der Besteuerung (z.B. Kapitalertragsteuer). 2. **Verdeckte Ausschüttung** Eine verdeckte Ausschüttung liegt vor, wenn Vermögensvorteile an Gesellschafter oder nahe stehende Personen gewährt werden",Inference_model1,0.09271523178807946,0.6894760727882385,['§ 8 abs. 2 kstg'],['§ 8 abs. 1 kstg'],0,0.0,0.0,0.0,0.6979830265045166,31.146258503401356
CORP-TAX-006,"75 % des Gesamtbetrages der Einkünfte (§ 8 Abs. 4 Z 2 lit. a KStG). Ausnahmen (volle Verrechnung): u.a. Sanierungsgewinne, Gewinne aus Insolvenzverfahren, Betriebsveräußerungsgewinne, Liquidationsgewinne und Nachversteuerungsbeträge nach § 9 Abs. 6 Z 7 KStG.",§ 8 Abs. 4 Z 2 lit. a–b KStG 1988,"Der maximal mögliche Verlustabzug im Veranlagungsjahr beträgt grundsätzlich 75 % des Gesamtbetrags der Einkünfte (§ 18 Abs. 1 EStG 1988). Das bedeutet, dass Verluste nur bis zu 75 % der positiven Einkünfte verrechnet werden dürfen, um eine Mindestbesteuerung sicherzustellen. Ausnahmen bestehen insbesondere bei: 1. **Verluste aus Land- und Forstwirtschaft**: Hier ist ein Verlustabzug bis zu 100 % möglich (§ 18 Abs. 2 EStG 1988). 2. **Verluste aus Vermietung und Verpachtung**: Auch hier kann der Verlust bis zu 100 % verrechnet werden, sofern keine Beschränkungen nach § 18 Abs. 3 EStG 1988 greifen. 3. **Verluste aus außerordentlichen Einkünften**: Diese können ebenfalls in voller Höhe abgezogen werden. 4. **Verluste",Inference_model1,0.1610738255033557,0.7207586765289307,[],"['§ 18 abs. 1 estg', '§ 18 abs. 2 estg', '§ 18 abs. 3 estg']",0,0.0,0.0,0.0,0.642082154750824,55.39888888888889
CORP-TAX-007,"Ein Mantelkauf liegt vor, wenn die wirtschaftliche Identität einer Körperschaft durch wesentliche Änderung der Gesellschafter- und Unternehmensstruktur auf entgeltlicher Grundlage verloren geht (§ 8 Abs. 4 Z 2 lit. c KStG). Folge: Verlustabzug steht nicht mehr zu. Ausnahme: Sanierung zur Erhaltung wesentlicher Arbeitsplätze.",§ 8 Abs. 4 Z 2 lit. c KStG 1988,"Ein Mantelkauf liegt vor, wenn ein Unternehmen (meist eine Kapitalgesellschaft) mit geringem oder keinem operativen Geschäftsbetrieb (dem sogenannten „Mantel“) erworben wird, um dessen steuerliche Verlustvorträge oder andere steuerliche Vorteile zu nutzen. Steuerliche Konsequenzen: 1. Verlustvorträge: Nach § 8c KStG (Körperschaftsteuergesetz) sind Verlustvorträge bei einem Mantelkauf grundsätzlich eingeschränkt. Insbesondere gilt, dass bei einem Anteilsübertrag von mehr als 25 % innerhalb von fünf Jahren die Verlustvorträge ganz oder teilweise verloren gehen können. 2. Mantelkaufregelung (§ 8c KStG): Diese Regelung dient der Verhinderung des sogenannten „Mantelkaufs“ zur Verlustnutzung. Demnach gehen Verlustvorträge verloren, wenn innerhalb von fünf Jahren mehr als 25 % der Anteile an der Gesellschaft übertragen werden. Bei einem Anteilsübertrag von mehr als",Inference_model1,0.12048192771084337,0.692426860332489,['§ 8 abs. 4 z 2 lit. c kstg'],['§ 8c kstg'],0,0.0,0.0,0.0,0.7678004503250122,34.59279038718293
CORP-TAX-008,Der werthaltige Teil gilt als Einlage (§ 8 Abs. 1 KStG – außer Ansatz). Der nicht mehr werthaltige Teil ist steuerwirksam und erhöht das Einkommen der Körperschaft.,§ 8 Abs. 1 KStG 1988,"Ein Forderungsverzicht eines Gesellschafters gegenüber der Körperschaft stellt grundsätzlich eine verdeckte Einlage dar und ist daher steuerlich nicht als Betriebseinnahme zu erfassen. Nach § 8 Abs. 3 KStG sind verdeckte Einlagen nicht körperschaftsteuerpflichtig, da sie nicht als Ertrag aus dem operativen Geschäft gelten. Der Forderungsverzicht führt somit zu keiner Erhöhung des steuerpflichtigen Einkommens der Körperschaft. Allerdings ist der Forderungsverzicht im Eigenkapital der Körperschaft zu erfassen, da er das Eigenkapital erhöht. Dies ist insbesondere für die Ermittlung des steuerlichen Einlagekontos relevant. Ausnahmen bestehen, wenn der Forderungsverzicht im Rahmen einer Sanierung oder eines außerordentlichen Geschäftsvorfalls erfolgt und steuerlich als Betriebseinnahme zu qualifizieren ist, etwa wenn der Forderungsverzicht als Ertrag aus der gewöhnlichen Geschäftstätigkeit anzusehen ist (§ 4 Abs.",Inference_model1,0.13924050632911394,0.7008423805236816,['§ 8 abs. 1 kstg'],['§ 8 abs. 3 kstg'],0,0.0,0.0,0.0,0.6212746500968933,31.319548872180462
CORP-TAX-009,"Bei ausländischen Mitgliedern (§ 9 Abs. 6 Z 6 KStG) werden nur die nach österreichischem Recht ermittelten Verluste (max. ausländischer Verlust) zugerechnet, begrenzt auf 75 % des österreichischen Gruppeneinkommens. Bei inländischen Mitgliedern wird das volle Ergebnis zugerechnet (§ 9 Abs. 6 Z 1 KStG).",§ 9 Abs. 6 Z 1 und Z 6 KStG 1988,"Die Verlustverrechnung innerhalb einer Körperschaftsgruppe ist im KStG geregelt, insbesondere in § 9 KStG (Organschaft). **Inländische Gruppenmitglieder:** Bei inländischen Gruppenmitgliedern ist eine Verlustverrechnung im Rahmen der Organschaft grundsätzlich möglich. Die Organgesellschaft (Tochtergesellschaft) und der Organträger (Muttergesellschaft) müssen beide inländische Körperschaften sein. Verluste der Organgesellschaft können mit Gewinnen des Organträgers verrechnet werden, sofern ein Gewinnabführungsvertrag besteht und die Voraussetzungen des § 9 KStG erfüllt sind. Die Verlustverrechnung erfolgt somit auf Ebene der Organgesellschaft und des Organträgers innerhalb des inländischen Konzerns. **Ausländische Gruppenmitglieder:** Für ausländische Gruppenmitglieder ist eine Verlustverrechnung im Rahmen der österreichischen Körperschaftsteuer-Organschaft grundsätzlich nicht möglich, da die Organschaft nur zwischen inländ",Inference_model1,0.10843373493975902,0.6776045560836792,[],['§ 9 kstg'],0,0.0,0.0,0.0,0.6988823413848877,16.363636363636374
CORP-TAX-010,Nein. Steuerumlagen zum Ausgleich der Wirkungen aus der Ergebniszurechnung sind gemäß § 9 Abs. 6 Z 5 KStG steuerneutral.,§ 9 Abs. 6 Z 5 KStG 1988,"Steuerumlagen zwischen Gruppenträgern und Gruppenmitgliedern im Rahmen der Organschaft sind grundsätzlich nicht steuerpflichtig. Nach § 9 Abs. 1 KStG wird bei einer körperschaftsteuerlichen Organschaft das Einkommen der Organgesellschaft dem Organträger zugerechnet. Die steuerliche Einheit führt dazu, dass Umsätze und Leistungen zwischen Organträger und Organgesellschaft als nicht steuerbar gelten, da sie als Innenumsätze innerhalb eines einheitlichen Steuersubjekts anzusehen sind (§ 2 Abs. 3 UStG). Daher sind Steuerumlagen, die im Rahmen der Organschaft zwischen Gruppenträger und Gruppenmitgliedern erfolgen, nicht als umsatzsteuerpflichtige Leistungen zu behandeln. Auch einkommensteuerlich führt die Zurechnung des Einkommens zur Eliminierung von Ertragsteilen zwischen den Gesellschaften, sodass keine gesonderte Steuerpflicht für diese Umlagen entsteht. Zusammenfassung: - Keine",Inference_model1,0.09022556390977443,0.6931518912315369,['§ 9 abs. 6 z 5 kstg'],"['§ 2 abs. 3 ustg', '§ 9 abs. 1 kstg']",0,0.0,0.0,0.0,0.6602864861488342,27.104166666666657
