id,answer
CORP-TAX-001,Die Körperschaftsteuer ist eine Steuer auf die Einkommen und Ausgaben der Unternehmung. Sie wird durch die Einkommensteuer entstehen. Die Grundlage für die Bemessung ist die Einkommensteuer. Die Einkommensteuer wird durch die Einkommensteuer entstehen. Die Ausgabensteuer wird durch die
CORP-TAX-002,Das Darlehen wird als Zinslohn an den Gesellschafter verrechnet. Dadurch wird die Steuerpflicht besteuert. Die Gesellschafter muss die Steuerpflicht übernehmen. Dadurch wird die Steuer auf die Körperschaft steigen. Dadurch wird die Steuerlast reduziert. Dadurch
CORP-TAX-003,Die Einkünfte aus der selbstständigen Arbeit sind automatisch an die Einkommensteuer zuzurechnen. Die Einkünfte aus anderen beruflichen Tätigkeiten können nur noch als Voraussetzung für die Einkommensteuer bestehen. Dadurch wird die Einkommensteuer nur auf die beruflichen Einnahmen angewendet
CORP-TAX-004,Dividenden werden meist als Einkünfte berücksichtigt. Sie werden meist als Steuerpflichtige berücksichtigt. Die Steuer wird meist direkt von der Tochtergesellschaft an die Muttergesellschaft übernommen. Die Steuer wird meist in der Steuererklärung angegeben. Die Steuer kann auch direkt von der Tochtergesellschaft an die Muttergesellschaft überf
CORP-TAX-005,Die Ausschüttung kann als steuerpflichtig erklärt werden. Eine verdeckte Ausschüttung ist nicht steuerpflichtig. Eine Ausschüttung kann jedoch als steuerpflichtig erklärt werden. Dadurch wird die Ausschüttung als steuerpflichtig erklärt. Eine Ausschüttung kann auch als verdeck
CORP-TAX-006,Der maximal mögliche Verlustabzug beträgt 10 Prozent des Betrags. Er kann jedoch nicht übersteigen. Eine Ausnahme ist der Verlustabzug für die ersten fünf Jahre. Dieser kann bis zu 20 Prozent des Betrags abschieben. Dieser Abzug ist jedoch nicht für die gesamte Zeit geltend. Er kann jedoch bei der
CORP-TAX-007,
CORP-TAX-008,Das Verzicht kann als Ausgleich für andere Verzichtserklärungen gelten. Dadurch wird die Steuer abgesetzt. Die Körperschaft kann dann nur noch die Steuer selbst verrechnen. Die Steuer wird dann direkt vom Gesellschafter abgezogen. Die Körperschaft kann nur noch die Verzichtserklärung
CORP-TAX-009,Die Verlustverrechnung ist eine Minderung der Steuer. Sie kann auch als Ausgleich für andere Steuerpflichten dienen. Ausländische Gruppenmitglieder können keine Verluste berücksichtigen. Die Minderung wird meist durch die Steuererklärung erfolgen.
CORP-TAX-010,"Ja, Steuerumlagen sind steuerpflichtig, wenn sie über die Gruppenzugehörigkeit hinausgehen. Sie können jedoch nicht direkt von der Arbeitgeberseite abhängig sein. Die Gruppenzugehörigkeit ist nur ein Voraussetzung. Die Steuerpflicht kann jedoch durch die Gruppenzugehörigkeit bestehen. Dadurch wird"
CORP-TAX-011,"Ja, wenn die Abschreibung auf die niedrigeren Einkünfte beruht. Die Beteiligung ist meist höherwertig. Dadurch wird die Abschreibung abzugsfähig. Die Abschreibung kann jedoch auch auf höherwertige Einkünfte beruhen. Dadurch wird sie nicht abzugsfähig"
CORP-TAX-012,"Dividenden sind meist steuerpflichtig. Sie werden meist direkt von der EU-Tochtergesellschaft an die Steuererklärung übermittelt. Die Steuer wird direkt von der Steuerbehörde bezahlt. Die Steuerpflicht ist nur dann ausgeschlossen, wenn die Beteiligung 15 % beträgt und seit 2 Jahren ge"
CORP-TAX-013,"Das ist nur möglich, wenn die Lizenzgebühren und die Beteiligungsbefreiung gleichzeitig bestehen. Dadurch wird die Kostenabrechnung vereinfacht. Die Lizenzgebühren werden als Einkünfte berücksichtigt. Die Beteiligungsbefreiung wird als Einkünfte"
CORP-TAX-014,"Das Voraussetzung ist, dass die Schachtelbeteiligung in einem anderen Land erfolgt. Die Voraussetzung ist die Anrechnung auf das eigene Land. Die Beteiligung muss auch in der eigenen Sprache verstanden werden. Die Voraussetzung ist die Anrechnung auf das eigene Land. Die Voraussetzung"
CORP-TAX-015,Die Veräußerungsgewinne werden meist als Steuerabzug abgezogen. Sie können auch als Steuerpflichtige abgeführt werden. Die Steuer wird meist direkt vom Ausland abgesetzt. Die Steuerpflicht kann jedoch auch direkt von der Bundesrepublik abgezogen werden. Die Steuerpflicht ist dabei nur für die Veräuß
CORP-TAX-016,"Ja, wenn sie als Teil des Einkommens abgegeben werden. Sie können als Betriebsausgabe abzugsfähig sein. Die Steuer wird direkt vom Einkommen abgezogen. Die Ausgabe muss jedoch über die Steuererklärung berichtet werden."
CORP-TAX-017,Der Betriebsausgabenabzug ist nur für die Arbeitnehmer anerkannt. Der Betriebsausgabenabzug ist für alle Arbeitnehmer anerkannt. Der Betriebsausgabenabzug kann nur bei der Arbeitnehmerversicherung berücksichtigt werden. Der Betriebsausgabenabzug ist nicht bei der Arbeitnehmerversicherung.
CORP-TAX-018,"Ja, wenn sie von der gemeinnützigen Organisation selbst erbracht werden. Dadurch wird die Abgabepflicht abgesetzt. Die Freiwilligkeit muss jedoch bestätigt werden. Die Abgabepflicht bleibt bestehen. Die Freiwilligkeit kann jedoch durch die Organisation selbst bestätigt werden. Dadurch wird die Abgabepflicht ab"
CORP-TAX-019,"(a) EU-Geldbuße sind abzugsfähig, wenn sie nicht mit einer Steuer verbunden sind. Sie können jedoch nur teilweise abgebaut werden. (b) Spende an begünstigten Empfänger ist abzugsfähig, wenn sie nicht mit einer Steuer verbunden ist. (c) Aufsichtsratsvergütung ist"
CORP-TAX-020,"Lizenzgebühren sind meist nicht abzugsfähig. Sie dienen der Unterstützung der Konzernstruktur. Die Abgabe ist nur zulässig, wenn sie für die gesamte Gesellschaft erforderlich ist. Die Abgabe kann jedoch nicht abgesetzt werden. Die Abgabe muss in der Regel von der Konzernleitung erfolgen"
CORP-TAX-021,
CORP-TAX-022,Die Gruppe bilden die 60 % und können die Kosten verrechnen. Die 10 % sind die konzernfremden Dritten. Die Gruppe muss die Kosten übernehmen. Dadurch wird die Kostenverrechnung möglich. Die 10 % können als konzernfremde Kosten gelten. Dadurch wird die
CORP-TAX-023,Das Verlustjahr muss innerhalb von 10 Jahren nach dem Verlusteintrag erfolgen. Dadurch wird die Steuerpflicht abgesetzt. Nach 10 Jahren muss der Verlusteintrag wiederholt werden. Dadurch wird die Steuerpflicht wieder aufgenommen. Die Folgejahre werden dann nach dem Verlusteintrag wiederholt
CORP-TAX-024,"Der Gewinnermittlungszeitraum beginnt mit der Einkünftebegleichung und endet mit der Auszahlung. Er kann abgewichen werden, wenn die Einkünfte nicht vollständig berücksichtigt werden. Die Auszahlung kann dann abweichen. Die Auszahlung kann auch abgewichen werden, wenn die Einkünfte"
CORP-TAX-025,Einlagen und Beiträge werden direkt von der Arbeitgeberin berücksichtigt. Sie werden in der Einkommentabellung angegeben. Die Einkommensteuer wird automatisch berechnet. Die Arbeitgeber können jedoch zusätzliche Steuern anpassen. Die Einkommensteuer wird in der Einkommensteuererklärung angegeben.
CORP-TAX-026,Der Verlustabzug ist nur bei einer Höhe von 75 Euro oder mehr anwendbar. Unter 75 Euro ist er auf 50 Euro begrenzt. Die Höhe der Auszahlung kann dabei abhängig von der Höhe des Verlustes sein.
CORP-TAX-027,Die Mindestbeteiligungsquote beträgt 10 Prozent. Die Anforderung kann durch die Anwendung von Beteiligungsveranlagungen oder durch die Verwendung von Beteiligungszuschlägen erfolgen.
CORP-TAX-028,Die Finanzielle Verbindung muss mindestens 12 Monate bestehen. Dadurch wird die Minderung der Steuerpflicht erklärt. Eine längere Verbindung kann jedoch zu steuerlichen Voraussetzungen führen.
CORP-TAX-029,"Ja, Vorgruppenverluste können mit dem Gruppengewinn zusammengeführt werden. Sie werden als Teil der Gruppengesamtsteuer berücksichtigt. Dadurch wird die gesamte Steuer auf die Beteiligung an der Unternehmensgruppe reduziert."
CORP-TAX-030,"Das ist nur möglich, wenn die österreichische Körperschaftsteuer nicht anerkannt ist. Dann ist die Gruppe unbeschränkt steuerpflichtig. Dadurch kann die Steuer auf die Gruppe anrechnungspflichtig werden. Dadurch kann die Gruppe auch als Gruppenträger fungieren. Dann ist die Gruppe un"
CORP-TAX-031,"Vorgruppenverluste sind Verluste, die direkt auf die Gruppe zukommen. Sie werden meist als Steuerabzug abgezogen. Die Gruppe kann dabei die Verluste verarbeiten. Die Steuerabzug kann dann direkt in die Steuer entfällen. Vorgruppenverluste sind meist nicht direkt auf die Gruppe anzu"
CORP-TAX-032,"Ein inländischer Gruppenmitglied hat eine höhere Höhe und Grenze, da er über die Steuerpflicht verfügt. Er kann auch nachversteuert werden. Eine ausländische Gruppe kann nur nachversteuert werden, wenn sie über eine Steuerpflicht verfügt. Die Grenze wird durch die Steuerpflicht bestimmt"
CORP-TAX-033,"Ja, die Einjahresfrist gilt auch für Anteile aus Kapitalerhöhungen. Dadurch wird die Steuerpflicht abgesenkt. Die Anteile werden als Kapitalbeteiligung anerkannt. Dadurch wird die Steuerpflicht abgesenkt. Dadurch wird die Steuerpflicht abgesen"
CORP-TAX-034,Das Vorjahresverluste sind in der Regel nicht berücksichtigt. Die Schachtelbeteiligung wird als Vorjahresverluste abgezogen. Dadurch wird die Steuer abgesetzt. Die Vorjahresverluste können dann wieder berücksichtigt werden. Die Berücksicht
CORP-TAX-035,"Ja, wenn die Beteiligung über 10 % liegt. Dividenden können steuerfrei sein, wenn sie nicht über 10 % betragen. Dadurch wird die Steuer auf die Beteiligung reduziert. Die Steuer wird dann nur noch auf die Dividende angewendet. Die Beteiligung selbst ist nicht steuer"
CORP-TAX-036,Die Steuerwirksamkeit wird auf die Schachtelbeteiligung beruhen. Dadurch kann die Steuer auf die gesamte Umgründung anrechnungspflichtig werden. Die Schachtelbeteiligung muss jedoch als eigenständige Einkünfte berücksichtigt werden. Dadurch wird die Steuerpflicht
CORP-TAX-037,"Gewinnanteile aus ausländischen Schachtelbeteiligungen sind steuerpflichtig, wenn sie über 10 Prozent des Einkommens betragen. Die Steuer wird vom Ausland abgesetzt. Die Steuerpflicht kann durch die Auslandsbeteiligungsklausel ausgewiesen werden. Die Auslandsbeteiligungsk"
CORP-TAX-038,"Die Betriebsausgaben sind diejenigen, die zur Unterhaltung der Arbeitskraft und der Unternehmung erforderlich sind. Dazu zählen beispielsweise die Kosten für die Ausstattung des Arbeitsplatzes oder die Kosten für die Ausbildung. Diese sind meist steuerpflichtig. Sie können jedoch auch als freiwillige Ausgaben ver"
CORP-TAX-039,
CORP-TAX-040,Zinsen für konzerninterne Beteiligungsfinanzierungen sind abzugsfähig. Sie werden meist als Teil der Konzernsteuer abgezogen. Die Abzugskosten werden in der Steuererklärung angegeben. Die Steuer kann jedoch nicht abgesetzt werden. Die Abzugskosten werden meist in der Steuererklär
