id,answer,prompt,correct_answer,bert_p,bert_r,bert_f1,avg_f1_score
CORP-TAX-001,"Die steuerliche Bemessungsgrundlage für die Körperschaftsteuer (KSt) ist im Körperschaftsteuergesetz (KStG) geregelt. 

Gemäß § 7 KStG ist die Bemessungsgrundlage die einheitlich ermittelte Einkunft der Körperschaft, die sich aus dem zu versteuernden Einkommen ergibt. Dieses zu versteuernde Einkommen wird durch den Gewinn ermittelt, der nach den allgemeinen Vorschriften des Einkommensteuergesetzes (EStG) berechnet wird, wobei steuerliche Sonderregelungen laut KStG zu beachten sind.

Die Körperschaftsteuer selbst beträgt gemäß § 24 Abs. 1 KStG 25 % des zu versteuernden Einkommens. Wichtige Vorschriften zur Ermittlung des Einkommens sind:
- § 4 EStG (Gewinnermittlungsarten)
- § 5 EStG (Bilanzen),
- § 6 EStG (Bewertungsvorschriften).

Auch sind im Kontext von Körperschaften insbesondere die Regelungen zu Gewinnausschüttungen (§ 27 KStG) und die Behandlung von Rücklagen und Rückstellungen zu beachten. 

Zusammenfassend kann gesagt werden, dass die steuerliche Bemessungsgrundlage für die Körperschaftsteuer die Gewinne der Körperschaft gemäß den Vorschriften des EStG sind, modifiziert durch spezifische Regelungen des KStG.",Was ist die steuerliche Bemessungsgrundlage für die Körperschaftsteuer?,"Das Einkommen, das der unbeschränkt Steuerpflichtige innerhalb eines Kalenderjahres bezogen hat (§ 7 Abs. 1 KStG).",-0.02427978441119194,0.20799417793750763,0.08525204658508301,0.171799898147583
CORP-TAX-002,"Die steuerlichen Konsequenzen eines zinslosen Darlehens einer Körperschaft an ihren Gesellschafter sind primär im Rahmen des Körperschaftsteuergesetzes (KStG) und des Einkommensteuergesetzes (EStG) relevant.

1. **Verdeckte Gewinnausschüttung (vGA)**:
   Eine zinslose Darlehensgewährung kann als verdeckte Gewinnausschüttung gemäß § 8 Abs. 3 KStG eingestuft werden. Gemäß dieser Bestimmung sind Leistungen eines Unternehmens an seine Gesellschafter, die nicht in einem angemessenen Verhältnis zu einer Gegenleistung stehen, als vGA zu betrachten. Bei einem zinslosen Darlehen könnte man argumentieren, dass die Körperschaft dem Gesellschafter einen Vorteil gewährt, der den Marktwert eines ordnungsgemäßen Darlehens übersteigt. Die Differenz zwischen dem Marktzinssatz und dem tatsächlichen Zinssatz (in diesem Fall 0%) könnte somit als vGA qualifiziert werden.

2. **Einkommensteuerliche Konsequenzen für den Gesellschafter**:
   Der Gesellschafter muss die als vGA qualifizierten Vorteile in seiner Einkommensteuererklärung angeben. Diese Vorteile unterliegen der Einkommensteuer, da sie als Einkommen aus Kapitalvermögen nach § 27 Abs. 1 EStG angesehen werden. Die Bemessungsgrundlage für diese Steuer ist der Betrag, der als Vorteil aus der zinslosen Darlehensgewährung betrachtet wird.

3. **Rückwirkung für die Körperschaft**:
   Für die Körperschaft, die das zinslose Darlehen gewährt, kann sich eine Erhöhung des steuerpflichtigen Einkommens ergeben. Dies geschieht durch die Hinzurechnung der vGA gem. § 8 Abs. 3 KStG. Nach der Unbedenklichkeitsverordnung (UStG) bleibt diese Regelung jedoch nicht ohne Einfluss auf die Körperschaftsteuer, da sie die Bemessungsgrundlage beeinflusst.

4. **Zinsaufwand**:
   Die Körperschaft kann auch keinen Zinsaufwand steuerlich geltend machen, da kein Zinssatz vereinbart wurde.

Zusammenfassend lässt sich sagen, dass die Vergabe eines zinslosen Darlehens an einen Gesellschafter sowohl für die Körperschaft als auch für den Gesellschafter steuerliche Nachteile mit sich bringt, insbesondere in Form von verdeckten Gewinnausschüttungen und der Erfassung von Einkommen. Die genaue steuerliche Auswirkung kann jedoch je nach konkretem Einzelfall variieren, weshalb eine individuelle steuerliche Beratung ratsam ist.","Welche steuerlichen Konsequenzen hat es, wenn eine Körperschaft ein zinsloses Darlehen an ihren Gesellschafter vergibt?",Die nicht verrechneten Zinsen stellen eine verdeckte Ausschüttung dar (§ 8 Abs. 2 KStG) – das Einkommen wird um die fremdüblichen Zinsen erhöht. Grundlage der Einkommensermittlung ist § 7 Abs. 2/3 KStG. § 12 Abs. 1 Z 2 KStG kann zusätzlich greifen bei unangemessen hohen Gesellschaftervorteilen.,-0.009127909317612648,0.3001747727394104,0.133119598031044,0.171799898147583
CORP-TAX-003,"In Österreich sind gemäß dem Körperschaftsteuergesetz (KStG) bestimmte Körperschaften verpflichtet, ihre Einkünfte den Einkünften aus Gewerbebetrieb zuzurechnen. 

Gemäß § 1 Abs. 1 KStG unterliegen der Körperschaftsteuer grundsätzlich alle juristischen Personen, also insbesondere:

1. Aktiengesellschaften (AG)
2. Gesellschaften mit beschränkter Haftung (GmbH)
3. Genossenschaften
4. Vereine (unter bestimmten Voraussetzungen)
5. Stiftungen

Diese Körperschaften müssen sämtliche Einkünfte, die sie erzielen, den Einkünften aus Gewerbebetrieb zuzurechnen, sofern sie eine gewerbliche Tätigkeit ausüben. Die Verpflichtung zur Kategorisierung der Einkünfte aus Gewerbebetrieb ergibt sich aus der Definition der Körperschaftsteuerpflicht und deren Anknüpfung an gewerbliche Einkünfte, wie sie in § 2 KStG näher beschrieben wird.

Zusammenfassend ist zu sagen, dass Körperschaften, die eine gewerbliche Tätigkeit ausüben, verpflichtet sind, ihre gesamten Einkünfte den Einkünften aus Gewerbebetrieb zuzuordnen, und dabei die Bestimmungen des KStG zu beachten sind. Dies gilt auch für die neuesten Regelungen relevant ab 2025/2026.","Welche Körperschaften sind verpflichtet, sämtliche Einkünfte den Einkünften aus Gewerbebetrieb zuzurechnen?","Steuerpflichtige, die aufgrund ihrer Rechtsform nach unternehmensrechtlichen Vorschriften zur Rechnungslegung verpflichtet sind, rechnungslegungspflichtige Erwerbs- und Wirtschaftsgenossenschaften sowie vergleichbare ausländische Körperschaften (§ 7 Abs. 3 KStG).",0.02181268110871315,0.17249085009098053,0.09515601396560669,0.171799898147583
CORP-TAX-004,"Die steuerliche Behandlung von Dividenden bei einer österreichischen Tochtergesellschaft sowie bei der Muttergesellschaft erfolgt unter Anwendung des Körperschaftsteuergesetzes (KStG) und des Einkommensteuergesetzes (EStG).

### (a) Behandlung der Dividende bei der Tochtergesellschaft

Die Tochtergesellschaft, die die Dividende ausschüttet, unterliegt grundsätzlich der Körperschaftsteuer (KSt). Laut § 7 KStG unterliegt der Gewinn, der durch die Ausschüttung von Dividenden entsteht, der Körperschaftsteuer. Allerdings ist es wichtig anzumerken, dass Dividenden, die an weitere Gesellschaften innerhalb des Konzerns oder an Muttergesellschaften ausgezahlt werden, unter bestimmten Bedingungen steuerfrei sein können, insbesondere wenn es sich um eine bestimmten Prozentsatz der Beteiligung handelt (sog. Schachtelprivileg). 

Das Schachtelprivileg (§ 10 KStG - Körperschaftsteuergesetz) besagt, dass keine Körperschaftsteuer auf die ausgeschütteten Gewinne erhoben wird, wenn die Muttergesellschaft mindestens 10 % der Anteile an der Tochtergesellschaft hält und die Beteiligung seit mindestens einem Jahr besteht. In diesem Fall sind die beschlossenen Dividenden steuerfrei.

### (b) Behandlung der Dividende bei der Muttergesellschaft

Bei der Muttergesellschaft ist die Behandlung der erhaltenen Dividenden auch im Rahmen des Körperschaftsteuergesetzes zu betrachten. Gemäß § 10 Abs. 1 KStG sind Dividenden, die eine österreichische Muttergesellschaft von ihrer Tochtergesellschaft erhält, unter bestimmten Voraussetzungen steuerfrei. Dies gilt, wenn die Muttergesellschaft niemals weniger als 10 % der Anteile an der Tochtergesellschaft gehalten hat und die Muttergesellschaft im Besitz dieser Anteile seit mindestens einem Jahr ist. In diesem Fall gilt das Schachtelprivileg. 

Zusammenfassend kann man sagen, dass die steuerliche Behandlung der Dividende sowohl auf Seite der Tochtergesellschaft als auch auf Seite der Muttergesellschaft von der Anwendung des Körperschaftsteuergesetzes und den damit verbundenen Regelungen des Schachtelprivilegs abhängt. Es ist wichtig, alle relevanten gesetzlichen Bestimmungen und Rechte zu beachten, insbesondere die Mindestbeteiligung und die Haltedauer.",Wie wird eine Dividende einer österreichischen Tochtergesellschaft (a) bei der Tochter und (b) bei der österreichischen Muttergesellschaft steuerlich behandelt?,(a) Tochter: Die Ausschüttung ist Einkommensverwendung und beeinflusst das steuerpflichtige Einkommen der Tochter nicht (§ 8 Abs. 2 KStG). (b) Mutter: Die Dividende ist als Beteiligungsertrag steuerfrei – ohne Mindestquote oder Haltefrist (§ 10 Abs. 1 Z 1 KStG).,0.02735583856701851,0.31976547837257385,0.16276158392429352,0.171799898147583
CORP-TAX-005,"In Österreich unterscheidet sich die steuerliche Behandlung einer offenen von einer verdeckten Ausschüttung auf Ebene der ausschüttenden Körperschaft vor allem hinsichtlich der steuerlichen Erfassung und der Möglichkeit zum Betriebsausgabenabzug.

1. **Offene Ausschüttung**:
   - Offene Ausschüttungen sind klar ausgewiesene Ausschüttungen von Gewinnen an Gesellschafter, typischerweise in Form von Dividenden, die im Rahmen einer Hauptversammlung beschlossen werden.
   - Gemäß § 27 Körperschaftsteuergesetz (KStG) gilt für die Körperschaft, dass ausgeschüttete Gewinne als Aufwand in Form von Dividenden als nicht abzugsfähig eingestuft werden. Dies bedeutet, dass die Körperschaft auf den ausgeschütteten Gewinn Körperschaftsteuer zahlt, aber die Ausschüttung selbst nicht zu einer Minderung des steuerpflichtigen Einkommens führt.

2. **Verdeckte Ausschüttung**:
   - Verdeckte Ausschüttungen hingegen sind nicht eindeutig als solche erkennbar und finden häufig in Form von überhöhten Entgelten für Dienstleistungen, übermäßigen Mieten oder Kreditverhältnissen statt. Diese Ausschüttungen werden im Rahmen von Betriebsprüfungen thematisiert, wenn der Verdacht aufkommt, dass gesellschaftsfremde Einkünfte oder unangemessene Wertverhältnisse vorliegen.
   - Nach § 8 (3) KStG sind verdeckte Ausschüttungen als im Verhältniß zu den gesellschaftlichen Verhältnissen nicht gerechtfertigte Aufwendungen anzusehen. Daher werden diese ebenfalls nicht als Betriebsausgaben abgezogen, wodurch sich die Steuerpflicht der ausschüttenden Körperschaft erhöht.

Zusammenfassend lässt sich festhalten, dass sowohl offene als auch verdeckte Ausschüttungen im Kern dazu führen, dass die Körperschaftsteuer auf den Gewinn der Gesellschaft erhoben wird. Die offene Ausschüttung erfolgt transparent im Rahmen von Hauptversammlungen, während die verdeckte Ausschüttung häufig als Umgehung der steuerlichen Bestimmungen angesehen wird und durch Prüfungen aufgedeckt werden kann. Beide Ausschüttungsarten haben jedoch zur Folge, dass die Steuerlast der Körperschaft steigt, da die ausgeschütteten Beträge nicht als Betriebsausgabe geltend gemacht werden können.",Was unterscheidet die steuerliche Behandlung einer offenen von einer verdeckten Ausschüttung auf Ebene der ausschüttenden Körperschaft?,"Im Ergebnis unterscheiden sie sich nicht. Beide sind Einkommensverwendung nach § 8 Abs. 2 KStG. Bei verdeckten Ausschüttungen werden die nicht fremdüblichen Aufwendungen dem Einkommen hinzugerechnet, da keine betriebliche Veranlassung vorliegt.",0.0439840704202652,0.2906126081943512,0.15995018184185028,0.171799898147583
CORP-TAX-006,"Der Verlustabzug im österreichischen Einkommensteuergesetz (EStG) ist in § 18 EStG geregelt. Gemäß § 18 Abs 2 können Verluste aus Einkünften aus selbstständiger Arbeit, Gewerbebetrieb sowie aus sonstigen Einkünften bis zur Höhe des Gewinns in dem betreffenden Veranlagungsjahr abgezogen werden. 

Allerdings ist der Verlustabzug in einem Veranlagungsjahr auf max. 1 Million Euro beschränkt. Ab einem Betrag von 1 Million Euro darf ein sogenannter „Topf“ von weiteren 700.000 Euro zusätzlich geltend gemacht werden. Somit können insgesamt bis zu 1,7 Millionen Euro als Verlustabzug in einem Veranlagungsjahr berücksichtigt werden, solange der Gesamtverlust innerhalb der Grenzen der steuerlichen Vorschriften liegt.

Es gibt jedoch einige Ausnahmen und Einschränkungen, die in § 18 Abs 3 EStG definiert sind:
1. Verluste, die in einem Jahr unter anderem durch Einkünfte aus Kapitalvermögen oder aus Vermietung und Verpachtung entstanden sind, können nicht mit Einkünften aus anderen Bereichen verrechnet werden.
2. Verluste aus der Liquidation oder der Veräußerung von Betrieben sind ebenfalls von einem Verlustabzug in den Folgejahren ausgeschlossen.

Zuletzt ist zu beachten, dass gemäß § 15 EStG die Verlustverrechnung über mehrere Jahre hinweg erfolgen kann. Das bedeutet, dass nicht genutzte Verluste auf die folgenden Jahre vorgetragen werden können, wobei auch hier entsprechende Regelungen zur Verlustverrechnung beachtet werden müssen.

Es ist wichtig, die aktuellen Entwicklungen im Steuerrecht im Auge zu behalten, insbesondere aufgrund von Änderungen durch neue Gesetze, wie etwa der ökosozialen Steuerreform, die ab 2025/2026 in Kraft tritt.",Wie hoch ist der maximal mögliche Verlustabzug in einem Veranlagungsjahr und welche Ausnahmen gibt es?,"75 % des Gesamtbetrages der Einkünfte (§ 8 Abs. 4 Z 2 lit. a KStG). Ausnahmen (volle Verrechnung): u.a. Sanierungsgewinne, Gewinne aus Insolvenzverfahren, Betriebsveräußerungsgewinne, Liquidationsgewinne und Nachversteuerungsbeträge nach § 9 Abs. 6 Z 7 KStG.",0.028202790766954422,0.24467715620994568,0.1309913992881775,0.171799898147583
CORP-TAX-007,"Ein „Mantelkauf“ bezeichnet im österreichischen Steuerrecht den Kauf einer Kapitalgesellschaft, bei dem der Käufer nicht nur das Gesellschaftsvermögen erwirbt, sondern vor allem auch die bestehenden Verlustvorträge und steuerlichen Vorteile der Gesellschaft ausnutzen möchte. Der Mantelkauf wird häufig genutzt, um die steuerlichen Verlustvorträge von Unternehmen zu erhalten, die ansonsten verfallen würden.

### Steuerliche Konsequenzen

1. **Einkommensteuerrecht (EStG)**: Der Verkauf des Mantels selbst unterliegt in der Regel nicht der Einkommensteuer nach EStG, solange der Verkaufspreis nicht über dem Buchwert der Grundzüge liegt (vgl. § 23 EStG – Spekulationsgeschäfte). 

2. **Körperschaftsteuer (KStG)**: Nach § 8 Abs. 4 KStG könnten unter bestimmten Umständen auch nicht aktivierte Verlustvorträge nach einem Mantelkauf verloren gehen. Das KStG sieht vor, dass Verlustvorträge nur dann erhalten bleiben können, wenn sich die Gesellschafterstruktur nicht wesentlich ändert. Eine wesentliche Änderung wird angenommen, wenn mehr als 50 % der Anteile an der Gesellschaft innerhalb von fünf Jahren nach dem Erwerb des Mantels übertragen werden.

3. **Umsatzsteuer (UStG)**: Im Rahmen eines Mantelkaufs kann auch die Frage der Steuerbarkeit der Umsätze relevant sein, z. B. wenn die Kaufpreise Mehrwertsteuer beinhalten. Hier gilt es, die Regelungen des UStG zu beachten, insbesondere § 1 UStG hinsichtlich der Steuerpflicht und die Begriffsdefinitionen in § 2 UStG.

Eine wesentliche steuerliche Konsequenz eines Mantelkaufs ist also das Risiko des Verlustes von Verlustvorträgen. In der Praxis sollte daher besonderes Augenmerk auf die gesellschaftsrechtlichen Aspekte und die Struktur des Unternehmens gelegt werden, um die steuerlichen Vorteile zu sichern.

Zusammenfassend lässt sich sagen, dass der Mantelkauf sowohl Chancen zur Steueroptimierung bieten kann, gleichzeitig jedoch auch Risiken, insbesondere hinsichtlich der Verlustvorträge, birgt. Es empfiehlt sich, in solchen Fällen die Expertise eines Steuerberaters oder Wirtschaftsprüfers in Anspruch zu nehmen.",Was ist ein Mantelkauf und welche steuerliche Konsequenz hat er?,"Ein Mantelkauf liegt vor, wenn die wirtschaftliche Identität einer Körperschaft durch wesentliche Änderung der Gesellschafter- und Unternehmensstruktur auf entgeltlicher Grundlage verloren geht (§ 8 Abs. 4 Z 2 lit. c KStG). Folge: Verlustabzug steht nicht mehr zu. Ausnahme: Sanierung zur Erhaltung wesentlicher Arbeitsplätze.",0.008930504322052002,0.23787321150302887,0.11711769551038742,0.171799898147583
CORP-TAX-008,"Der Forderungsverzicht eines Gesellschafters gegenüber einer Körperschaft hat sowohl steuerliche als auch bilanzrechtliche Implikationen, die insbesondere im Körperschaftsteuergesetz (KStG) relevant sind.

### Körperschaftsteuergesetz (KStG)

Zu beachten ist § 8 KStG, der die Bestimmungen zur Gewinnermittlung für Körperschaften regelt. Ein Forderungsverzicht des Gesellschafters wird steuerlich als eine Einlage in die Gesellschaft behandelt. Der Forderungsverzicht führt dazu, dass die Körperschaft aufgrund der Reduzierung ihrer Verbindlichkeiten nicht steuerbare Erträge erzielt.

- **Einkünfte der Körperschaft**: Nach § 8 Abs. 1 KStG sind nicht steuerbare Einnahmen beim Verzicht auf Forderungen zu berücksichtigen. Der Beschluss über den Forderungsverzicht hat somit kein unmittelbares Einkommensteuerrisiko für die Körperschaft zur Folge.
  
- **Wertung als Einlage oder verdeckte Einlage**: Der Forderungsverzicht kann als eine verdeckte Einlage gewertet werden, wenn der Gesellschafter seine Forderungen ohne Gegenleistung aufgibt. Diese Bewertung führt dazu, dass die Körperschaft rein rechnerisch von einer Erhöhung des Eigenkapitals ausgeht.

### Folgen für die Körperschaft:

1. **Erhöhung des Eigenkapitals**: Der Forderungsverzicht wird als Erhöhung des Eigenkapitals betrachtet, was für die Bilanz und die steuerliche Situation der Körperschaft von Bedeutung ist.
  
2. **Kontrolle der Verhältnismäßigkeit**: Es sollten die Verhältnismäßigkeit und die Absichten des Gesellschafters hinterfragt werden, um zu klären, ob der Vorgang steuerlich anerkannt wird. 

### Fazit

Zusammenfassend führt der Forderungsverzicht eines Gesellschafters gegenüber einer Körperschaft gemäß § 8 KStG zu einer Erhöhung des Eigenkapitals und wird als nicht steuerbare Einnahme behandelt. Diese steuerlichen Regelungen sind besonders relevant im Rahmen der Körperschaftsteuererklärung und beim Jahresabschluss der Körperschaft. 

Bitte beachten, dass individuelle steuerliche Beratung essenziell ist, um im Einzelfall alle relevanten steuerlichen und rechtlichen Auswirkungen zu verstehen.",Was gilt bei einem Forderungsverzicht eines Gesellschafters steuerlich für die Körperschaft?,Der werthaltige Teil gilt als Einlage (§ 8 Abs. 1 KStG – außer Ansatz). Der nicht mehr werthaltige Teil ist steuerwirksam und erhöht das Einkommen der Körperschaft.,-0.025128286331892014,0.2510094940662384,0.10315364599227905,0.171799898147583
CORP-TAX-009,"Bei der Verlustverrechnung innerhalb eines Unternehmensverbandes, der in Österreich nach dem Konzernsteuergesetz (KStG) geregelt wird, gibt es spezifische Regelungen für inländische und ausländische Gruppenmitglieder.

### Rechtliche Grundlagen

1. **Inländische Gruppenmitglieder**:
   - Nach § 9 KStG können inländische Gruppenmitglieder ihre Verluste im Rahmen der Gruppenbesteuerung untereinander verrechnen. Die Verlustverrechnung erfolgt innerhalb der Gruppe im Jahr der Entstehung der Verluste, wobei der Verlust des Verlust bringenden Unternehmens mit dem Gewinn des gewinnbringenden Unternehmens innerhalb der Gruppe verrechnet werden kann.

2. **Ausländische Gruppenmitglieder**:
   - Die Verlustverrechnung von ausländischen Gruppenmitgliedern ist nach § 10 KStG geregelt. Grundsätzlich sind Verluste von ausländischen Gesellschaften (die nicht in Österreich steuerpflichtig sind) nicht im Rahmen der österreichischen Gruppenbesteuerung abziehbar. Diese Verluste können im österreichischen Steuerrecht nicht in die Gewinnermittlung einfließen, da nur inländische Gewinne und Verluste innerhalb der Gruppe berücksichtigt werden.

### Zusammenfassung der Unterschiede

- **Verrechnungsmöglichkeit**:
  - Inländische Gruppenmitglieder können Verluste verrechnen (§ 9 KStG).
  - Ausländische Gruppenmitglieder haben keine Möglichkeit zur Verlustverrechnung, da ihre Verluste in Österreich nicht anerkannt werden (§ 10 KStG).

- **Steuerrechtliche Anrechnung**:
  - Verluste ausländischer Parteien sind nicht anrechenbar und haben keinen Einfluss auf die österreichische Körperschaftsteuerveranlagung.

### Aktuelle Entwicklungen
Die Regeln zur Gruppenbesteuerung und Verlustverrechnung sind im Rahmen der letzten Steuerreformen stabil geblieben, insbesondere durch die ökosoziale Steuerreform, die vorrangig auf Umweltmaßnahmen abzielt und weniger auf grundlegende Änderungen im Bereich der Verlustverrechnung eingeht. Für die spezifischen Vorschriften gelten die oben genannten Regelungen auch für die Jahre 2025/2026.

Diese Differenzierung in der Verlustverrechnung ist ein wichtiger Aspekt bei der Steuerplanung von multinationalen Unternehmensstrukturen, die in Österreich tätig sind.",Wie unterscheidet sich die Verlustverrechnung von ausländischen Gruppenmitgliedern von der inländischer Gruppenmitglieder?,"Bei ausländischen Mitgliedern (§ 9 Abs. 6 Z 6 KStG) werden nur die nach österreichischem Recht ermittelten Verluste (max. ausländischer Verlust) zugerechnet, begrenzt auf 75 % des österreichischen Gruppeneinkommens. Bei inländischen Mitgliedern wird das volle Ergebnis zugerechnet (§ 9 Abs. 6 Z 1 KStG).",-0.03532364219427109,0.23588885366916656,0.09082751721143723,0.171799898147583
CORP-TAX-010,"Die Frage der Steuerumlagen zwischen Gruppenträgern und Gruppenmitgliedern ist im Rahmen des Körperschaftsteuergesetzes (KStG) zu betrachten. Gemäß § 9 Abs. 1 KStG dürfen Gewinnabführungsverträge steuerlich wirksam gestaltet werden, wenn sie bestimmte Voraussetzungen erfüllen. Steuerumlagen, die im Rahmen einer Unternehmensgruppe zwischen dem Gruppenträger und den Gruppenmitgliedern erfolgen, können sowohl Auswirkungen auf die Körperschaftsteuer als auch auf die Einkommensteuer der beteiligten Unternehmen haben.

Im Wesentlichen sind solcherart Steuerumlagen nicht als einkommen- oder körperschaftsteuerpflichtige Erträge beim Gruppenmitglied zu behandeln, da sie keinen (körperschaftsteuerpflichtigen) Gewinn ausweisen. Gemäß § 10 Abs. 1 KStG sind diese Übertragungen von Gewinnen nicht dem steuerlichen Ergebnis des Gruppenmitglieds hinzuzufügen.

Zudem sollten auch die umsatzsteuerlichen Aspekte betrachtet werden. Steuerumlagen sind in der Regel umsatzsteuerlich nicht relevant, da sie nicht als echte Leistungsentgelte betrachtet werden. 

Zusammenfassend lässt sich sagen: Steuerumlagen zwischen Gruppenträgern und Gruppenmitgliedern sind nach der aktuellen Rechtslage nicht steuerpflichtig, solange sie im Rahmen der gesetzlichen Vorgaben des KStG erfolgen.

Bitte beachten Sie, dass es wichtig ist, die konkrete Vertragsgestaltung und weitere Umstände im Einzelfall zu prüfen. Für detaillierte rechtliche Bewertungen oder individuelle Steuerberatung sollten Sie einen Steuerberater oder Fachanwalt konsultieren.",Sind Steuerumlagen zwischen Gruppenträgern und Gruppenmitgliedern steuerpflichtig?,Nein. Steuerumlagen zum Ausgleich der Wirkungen aus der Ergebniszurechnung sind gemäß § 9 Abs. 6 Z 5 KStG steuerneutral.,-0.01992369443178177,0.30492448806762695,0.1286657750606537,0.171799898147583
