id,answer
CORP-TAX-001,The basis of assessment is the gross sum of the net profit of the corporation.
CORP-TAX-002,"Die Steuerableitung des zugestributingen Zinses ist gemäß § 108 Abs. 18 Satz 3 Abs. 10a, wenn die Stelle nicht zur Abnahme von Zahlungen zur Höhe der Eigenkapitalquote des Körperschens erhöht wird."
CORP-TAX-003,"Die Körperschaften, die im Gruppenträger oder vom Hauptbeteiligten zusammengeschlagen sind, die für den Gruppenträger oder vom Hauptbeteiligten getrennt sind, sind verpflichtet, sämtliche Einkünfte den Einkünften aus Gewerbebetrieb zuzurechnen."
CORP-TAX-004,"(a) Besteht vor der Besteuerung des Dividenden.
(b) Besteht vor der Besteuerung des Dividenden."
CORP-TAX-005,"Die steuerliche Behandlung ist für die offene Aussüttung hinsichtlich der Z 12 nach § 25 Abs. 16 Abs. 27 SGB 2007 anders zu verstehen, als dies bei der verdeckten Aussüttung.

### Explanation:
The tax law states that the taxation of an open distribution applies differently, compared to a disguised distribution. Therefore, taxable income is only recognized, if it is derived from an open distribution."
CORP-TAX-006,"Mit einer Lohsteuerkarte, die bis zum 31. Dezember 1993 vorgelegt wurde, ist der maximal mögliche Verlustabzug in einem Veranlagungsjahr 7000 S.

---

The excerpt does not allow for a deduction of the maximum amount of 7000 EUR in case of joint income, if the income is not subject to progressive income tax."
CORP-TAX-007,"Ein Mantelkauf ist ein Finanzabzug aus dem Eigenkapital, der die Gewinn oder Verluste eines Geschäftsgeheims veräußert oder die Finanzabzüge eines anderen Geschäftsgeheims erhält, wenn der Gegenparty den Zuschuss nicht abweist.

### Commentary:
Mit der Einführung des § 107 Abs. 19 Abs. 4 der österreichischen Einkommensteuergesetz 1998 ist der Grundsatz für den Finanzabzug nach § 107 Abs. 13 definiert worden, dass der Wert eines Finanzabzugs vom Einkommen des Tätigkeitsberechtigten und vom Einkommen der Vorgesetzten abgesetzt werden soll."
CORP-TAX-008,Es ist nicht zu versteuerlich.
CORP-TAX-009,"Inländische Gruppenmitglieder können die Vergleichbarkeit ihrer Verluste auf die Vergleichbarkeit ihrer Einkünftsquellen auf die Vergleichbarkeit ihrer Einkünftsquellen zu verwenden.

### Explanation:
The question refers to paragraphs 88 and 89 of Austrian tax law, which deal with the taxation of losses from foreign subsidiaries. These paragraphs provide that losses from foreign subsidiaries are to be taxed at the corporate income tax rate if they are attributable to a group member or member of the group, to an unrelated third party or to an affiliated undertaking. If the subsidiary has been established to another member of the group, losses can only be attributed to the group member who has the highest tax liability, i.e., the parent member."
CORP-TAX-010,"Ja, Steuerumlagen zwischen Gruppenträgern und Gruppenmitgliedern sind steuerpflichtig.

### Note:
Diese Antwort ist nur für die Zurechnung von Steuerumlagen zwischen Gruppenträgern und Gruppenmitgliedernapplicable."
CORP-TAX-011,"No.

### Explanation:
In diesem Fall ist die Finanzabzugsfähigkeit des Abschreibungen auf den niedrigeren Teilwert der Beteiligung nicht berücksichtigt."
CORP-TAX-012,Die Dividende der ausländische EU-Tochtergesellschaft ist steuerlich nicht geltend.
CORP-TAX-013,"Auf diese Rechtsfolge kann die Abzugsverbotung in § 12 Abs. 1 Z 10 KStG nicht auf die Betriebsstätte angewandt werden.

### Explanation:
The wording of § 10 KStG guarantees the exemption of payments to the extent of the income generated by the tax-exempt branch.
The wording of § 12 Abs. 1 Z 10 KStG refers to the prohibition of offsetting payments to a branch of income in the same taxation district with the income generating branch. With both provisions, the branch is exempt from the prohibition of offsetting payments."
CORP-TAX-014,"Es ist eine internationale Schachtelbeteiligung, wenn ein Steuerpflichtiger oder sonstige unbeschränkt steuerpflichtige ausländische Körperschaft, die einem inländischen unter § 7 Abs. 3 fallende Steuerpflichtige oder sonstige unbeschränkt steuerpflichtige ausländische Körperschaften, die einem inländischen unter § 7 Abs. 3 fallende Steuerpflichtigen oder sonstige unbeschränkt steuerpflichtige ausländische Körperschaften, die einem inländischen unter § 7 Abs. 3 fallende Steuerpflichtigen oder sonstige unbeschränkt steuerpflichtige ausländische Körperschaften, die eine internationale Schachtelbeteiligung haben, verbleiben."
CORP-TAX-015,Ein Steuerabzug ist nicht möglich.
CORP-TAX-016,"Ja, der Satz 296 Abs. 12 Z 3 lit. f. wird auf die Anwendung der § 54 Abs. 15 bezuschlagen, wenn der Steuerpflichtige die Voraussetzungen für die Anwendung des § 55 Abs. 14 bezuschlagen.

### Explanation:
If the taxpayer has an the end of the year been unable for the reason specified by law to conduct his business or engage in the duties and obligations associated with his position as a partner, then the deduction of the amount of the capital gains tax deduction pursuant to section 53a(1) is allowed."
CORP-TAX-017,"Der Betriebsausgabenabzug ist in § 11 KStG auf die Zinsen, die zum Zeitpunkt des Aufgezahlens geltend gemacht worden sind.

### Explanation:
In § 11 KStG ist der Betriebsausgabenabzug auf die Zinsen, die der Steuerpflichtige für die Zinsen abgeführt worden sind.
In § 12 KStG ist der Betriebsausgabenabzug auf die Zinsen, die der Steuerpflichtige für die Zinsen abgeführt worden sind, ab dem Zeitpunkt der auszahlenden Lohngestaltung."
CORP-TAX-018,The amount of income tax withheld from the income tax return of an association or foundation is to be paid by the association or foundation in the amount of the tax withheld from the income tax return of the respective person or corporation.
CORP-TAX-019,"(a) EU-Geldbuße, (b) Spende an begünstigten Empfänger, (c) Aufsichtsratsvergütung, (d) Lizenzgebühr an konzernzugehörige Gesellschaft mit 8 % Steuerbelastung."
CORP-TAX-020,"Lenzungen, die sich aus der Zuteilung aus dem Finanzjahr nach § 44 ZA und § 10a Abs. 3a des ZWT 2012 anhören lassen, sind nicht abzugsfähig."
CORP-TAX-021,Der Gewinn wird bei rechnungslegungspflichtigen Körperschaften nach dem 31. Dezember 2000 zu ermitteln.
CORP-TAX-022,"Die Steuerbefreiung der Gewinnsteuer in Höhe von 60 % der zugest Tarragona-Gebühren ist ausgeschlossen, wenn keine andere Vornahme gegenüber der Vorzugsübertragung erfolgt."
CORP-TAX-023,Die Steuererklärung des Gruppenträgers ist zu diesem Zeitpunkt auf das verbleibende Steuerjahr hin zu stellen.
CORP-TAX-024,"Der Gewinnermittlungszeitraum ist der Zeitraum, bis zu dem sich der Gewinnermittlungsart ändert.

### Additional Information:
This question is only relevant if the taxpayer qualifies for the tax deduction for the amount of the income in question."
CORP-TAX-025,"Einlagen und Beiträge von Gesellschaftern bei der Einkommensermittlung bleiben außer Ansatz, wenn sie von Personen in ihrer Eigenschaft als Gesellschafter, Mitglieder oder in ähnlicher Eigenschaft geleistet werden."
CORP-TAX-026,"Der Verlustabzug kann nur auf 75 % der ausbleibenden Jahresbetrag, die für die Festlegung oder Nichtfestsetzung der Vorauszahlungen von der Besteuerung aus genommen wurde, begrenzt sein."
CORP-TAX-027,Der Quotenwert von 40% der Beteiligungskörperschaft.
CORP-TAX-028,Es muss während des gesamten Wirtschaftsjahres des jeweiligen Gruppenmitglieds vorliegen.
