id,answer
CORP-TAX-001,"Die steuerliche Bemessungsgrundlage für die Körperschaftsteuer ist das Einkommen, das der unbeschränkt steuerpflichtige Körperschaft innerhalb eines Kalenderjahres zuzurechnen ist (§ 7 Abs. 1 KStG). Dieses Einkommen setzt sich aus dem Gesamtbetrag der Einkünfte zusammen, die unter anderem aus Gewinnanteilen und sonstigen Bezügen aus Beteiligungen an Gesellschaften resultieren (§ 7 Abs. 2 KStG)."
CORP-TAX-002,"Wenn eine Körperschaft ein zinsloses Darlehen an ihren Gesellschafter vergibt, kann dies als verdeckte Gewinnausschüttung (§ 8 Abs. 3 KStG) qualifiziert werden, was zu einer steuerlichen Belastung der Körperschaft führen kann. Zudem könnte der Gesellschafter steuerliche Konsequenzen in Form von Einkünften aus Kapitalvermögen (§ 27 Abs. 1 EStG) haben, wenn das Darlehen als Vorteil angesehen wird."
CORP-TAX-003,"Gemäß § 15 Abs. 3 Z 3 EStG sind Körperschaften, die als Mitunternehmer eines Gewerbebetriebes anzusehen sind, verpflichtet, sämtliche Einkünfte den Einkünften aus Gewerbebetrieb zuzurechnen. Dies gilt insbesondere für offene Gesellschaften, Kommanditgesellschaften und andere Gesellschaften, bei denen die Gesellschafter als Mitunternehmer agieren."
CORP-TAX-004,"(a) Bei der Tochtergesellschaft unterliegt die ausgeschüttete Dividende der Körperschaftsteuer gemäß § 1 Abs. 2 KStG, da sie als Gewinnanteil gilt.  
(b) Bei der Muttergesellschaft ist die Dividende unter bestimmten Voraussetzungen steuerfrei, wenn die Muttergesellschaft mindestens zu einem Zehntel an der Tochtergesellschaft beteiligt ist und die Beteiligung mindestens ein Jahr besteht, gemäß § 1 Abs. 2 KStG."
CORP-TAX-005,"Die steuerliche Behandlung einer offenen Ausschüttung erfolgt gemäß § 1 Abs. 2 KStG, wo die Ausschüttung als Dividende behandelt wird und die Körperschaft Körperschaftsteuer auf den Gewinn zahlen muss. Bei einer verdeckten Ausschüttung hingegen, die nicht als solche deklariert ist, wird sie gemäß § 8 Abs. 3 Z 1 KStG als verdecktes Grund- oder Stammkapital behandelt, was zu einer anderen steuerlichen Behandlung führen kann, insbesondere hinsichtlich der Abzugsfähigkeit und der Erfassung im Gewinn."
CORP-TAX-006,"Der maximal mögliche Verlustabzug in einem Veranlagungsjahr beträgt 75% des Gesamtbetrags der Einkünfte (§ 18 Abs. 6 EStG). Ausnahmen bestehen, wenn im Gesamtbetrag der Einkünfte Gewinne aus einem Schulderlass, insbesondere Sanierungsgewinne, enthalten sind, da diese nicht in die Berechnung des Verlustabzugs einfließen."
CORP-TAX-007,"Ein Mantelkauf bezeichnet den Erwerb einer Gesellschaft, die keine aktiven Geschäftstätigkeiten mehr ausübt, jedoch noch steuerliche Verluste oder andere steuerliche Vorteile aufweist. Die steuerliche Konsequenz eines Mantelkaufs ist, dass gemäß § 8 Abs. 4 Z 3 KStG besondere Regelungen zur Verlustnutzung und zur Besteuerung des Unterschiedsbetrags zwischen Veräußerungserlös und Anschaffungskosten gelten, insbesondere wenn der Kauf nach dem 31. Dezember 1988 erfolgt."
CORP-TAX-008,"Bei einem Forderungsverzicht eines Gesellschafters ist der nicht mehr werthaltige Teil der Forderung steuerwirksam, gemäß § 6 Z 14 lit. b des Einkommensteuergesetzes 1988. Dies bedeutet, dass der Verzicht als Einkommensverwendung betrachtet wird, unabhängig davon, wie das Einkommen verteilt oder verwendet wird (§ 6 Abs. 2 EStG)."
CORP-TAX-009,"Die Verlustverrechnung von ausländischen Gruppenmitgliedern unterscheidet sich von inländischen Gruppenmitgliedern insbesondere durch die Regelung, dass Verluste nicht unbeschränkt steuerpflichtiger ausländischer Gruppenmitglieder nur bis zu 75% der Summe der eigenen Einkommen der unbeschränkt steuerpflichtigen Gruppenmitglieder berücksichtigt werden können (§ 9 Abs. 6 Z 2). Zudem kann auf die Zurechnung dieser Verluste vollständig verzichtet werden, während inländische Verluste in der Regel unbeschränkt verrechnet werden können."
CORP-TAX-010,"Steuerumlagen zwischen Gruppenträgern und Gruppenmitgliedern sind gemäß § 12 Abs. 3 Z 2 steuerneutral, wenn sie zum Zwecke des Ausgleichs der steuerlichen Wirkungen aus der Zurechnung der Einkommen der Gruppenmitglieder zum Gruppenträger erfolgen. Daher sind diese Umlagen nicht steuerpflichtig."
CORP-TAX-011,"Abschreibungen auf den niedrigeren Teilwert einer Beteiligung an einem Gruppenmitglied sind gemäß § 6 Z 2 lit. a des Einkommensteuergesetzes 1988 nicht abzugsfähig, wenn sie steuerwirksam sind und auf Vorgruppenverluste entfallen. Diese Regelung schließt die Abzugsfähigkeit solcher Abschreibungen aus."
CORP-TAX-012,"Die Dividende einer ausländischen EU-Tochtergesellschaft wird gemäß § 1 Abs. 2 KStG steuerlich begünstigt, da die Körperschaft mindestens zu 10 % am Stammkapital beteiligt ist und die Beteiligung seit mehr als einem Jahr besteht. Somit sind die Gewinnanteile von der Körperschaftsteuer befreit, sofern keine missbräuchlichen Gestaltungen vorliegen (§ 8 Abs. 3 Z 1 KStG)."
CORP-TAX-013,"§ 10 KStG regelt die Beteiligungsbefreiung für Dividenden und Gewinnanteile, während § 12 Abs. 1 Z 10 KStG ein Abzugsverbot für Lizenzgebühren vorsieht. Diese beiden Regelungen können gleichzeitig auf denselben Konzern anwendbar sein, da sie unterschiedliche steuerliche Aspekte betreffen: Die Beteiligungsbefreiung bezieht sich auf die Besteuerung von Gewinnen aus Beteiligungen, während das Abzugsverbot für Lizenzgebühren die Abzugsfähigkeit von Aufwendungen für Lizenzgebühren betrifft. Somit können beide Regelungen unabhängig voneinander zur Anwendung kommen."
CORP-TAX-014,"Für eine internationale Schachtelbeteiligung gemäß § 10 Abs. 2 KStG müssen folgende Voraussetzungen erfüllt sein: Es muss sich um eine Beteiligung an einer ausländischen Körperschaft handeln, die im Ansässigkeitsstaat des Beteiligten einer umfassenden Amtshilfe unterliegt und die nicht unter die Ausnahmen des § 10 Abs. 2 Z 7 fällt. Zudem muss die Beteiligung eine bestimmte Mindestbeteiligungsquote erreichen."
CORP-TAX-015,"Veräußerungsgewinne aus internationalen Schachtelbeteiligungen bleiben gemäß § 7 Abs. 3 KStG außer Ansatz, was bedeutet, dass sie steuerlich nicht erfasst werden. Dies gilt auch im Falle der Liquidation oder Insolvenz der ausländischen Körperschaft, es sei denn, es liegen tatsächliche und endgültige Vermögensverluste vor."
CORP-TAX-016,"Nein, Fremdfinanzierungszinsen für den Erwerb einer steuerbefreiten Beteiligung sind nicht als Betriebsausgabe abzugsfähig. Dies ergibt sich aus § 20 Abs. 1 Z 7 lit. a des Einkommensteuergesetzes 1988, der in solchen Fällen nicht anzuwendbar ist."
CORP-TAX-017,"Der § 11 KStG regelt den Vorsteuerabzug und die Berichtigung des Vorsteuerabzugs bei Änderungen der Verhältnisse, während § 12 KStG die Abzugsfähigkeit von Betriebsausgaben behandelt. Insbesondere bezieht sich § 12 auf die allgemeinen Voraussetzungen für den Betriebsausgabenabzug, während § 11 spezifische Regelungen für den Vorsteuerabzug und dessen Korrektur enthält."
CORP-TAX-018,"Ja, freiwillige Spenden zu gemeinnützigen Zwecken sind grundsätzlich abzugsfähig, sofern die Zuwendungen an Einrichtungen erfolgen, die in der beim Finanzamt geführten Liste als begünstigte Einrichtungen ausgewiesen sind (§ 36 Abs. 7 FreiwG). Mitgliedsbeiträge sind jedoch nicht abzugsfähig (§ 36 Abs. 7 Z 2 FreiwG)."
CORP-TAX-019,"Bei einer GmbH sind folgende Aufwendungen steuerlich nicht oder nur teilweise abzugsfähig:

(a) EU-Geldbuße: nicht abzugsfähig gemäß § 8 Abs. 4 Z 5 b.
(b) Spende an begünstigten Empfänger: nur teilweise abzugsfähig, wenn sie die gesetzlichen Höchstgrenzen überschreitet (§ 18 Abs. 1 Z 7 EStG).
(c) Aufsichtsratsvergütung: nur die Hälfte der Vergütung ist abzugsfähig (§ 8 Abs. 4 Z 7).
(d) Lizenzgebühr an konzernzugehörige Gesellschaft: grundsätzlich abzugsfähig, jedoch könnte eine Prüfung der Angemessenheit erforderlich sein."
CORP-TAX-020,"Lizenzgebühren an eine konzernzugehörige Gesellschaft sind nicht abzugsfähig, wenn diese Zahlungen bei der empfangenden Körperschaft einer Besteuerung unterliegen, die 15% übersteigt (§ 1 Abs. 2 Z 1 KStG). Zudem müssen die Lizenzgebühren bei der empfangenden Körperschaft steuerlich abzugsfähig sein, andernfalls entfällt die Abzugsfähigkeit (§ 99 Abs. 2)."
CORP-TAX-021,"Der Gewinn bei rechnungslegungspflichtigen Körperschaften ist gemäß § 4 Abs. 1 EStG durch doppelte Buchführung zu ermitteln, wobei der Unterschiedsbetrag zwischen dem Betriebsvermögen am Schluss des Wirtschaftsjahres und dem am Schluss des vorangegangenen Wirtschaftsjahres als Gewinn gilt."
CORP-TAX-022,"Bei der Bildung einer Unternehmensgruppe gemäß § 7 KStG sind insbesondere die Voraussetzungen der finanziellen Verbundenheit (§ 7 Abs. 2 KStG) und die unbeschränkte Steuerpflicht der beteiligten Körperschaften zu prüfen. Zudem ist zu beachten, ob die beherrschende Körperschaft mehr als 50 % der Stimmrechte oder des Kapitals hält (§ 7 Abs. 2 Z 1 KStG). Des Weiteren sind die Regelungen zur Zurechnung der steuerlich maßgebenden Ergebnisse (§ 7 Abs. 6 und 7 KStG) relevant."
CORP-TAX-023,"Wenn eine GmbH nach einem Verlustjahr im Folgejahr wieder Gewinn erzielt, sind die Verluste gemäß § 4 Abs. 1 EStG vortragsfähig und können mit dem Gewinn verrechnet werden. Zudem ist zu beachten, dass die Vermögensübersicht nach den allgemeinen Grundsätzen ordnungsmäßiger Buchführung erstellt werden muss (§ 4 Abs. 2 EStG). Eine eventuelle Fehlerberichtigung kann gemäß § 4 Abs. 2 auch erforderlich sein, falls die Vermögensübersicht nicht den Vorschriften entspricht."
CORP-TAX-024,"Der Gewinnermittlungszeitraum ist der Zeitraum, für den die Gewinnermittlung erfolgt, und kann gemäß § 23 Abs. 1 EStG abweichen, wenn ein entsprechender Antrag gestellt wird. Der Antrag bindet den Steuerpflichtigen, solange er nicht widerrufen wird. Bei einer Änderung des Gewinnermittlungszeitraums muss auch der Veranlagungszeitraum für die Umsatzsteuer entsprechend angepasst werden (§ 17 Abs. 2 UStG)."
