task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,30cc0f0914c2047e,"Eine Körperschaft öffentlichen Rechts veranstaltet wissenschaftliche Fachvorträge, berufsbegleitende Abendkurse und zusätzlich eine populäre Abendgala mit Showcharakter. Die Einnahmen aus Vorträgen und Kursen dienen überwiegend der Kostendeckung; die Gala soll einen Überschuss für spätere Projekte erwirtschaften. Zu entscheiden ist, ob die gesamte Veranstaltungsreihe einheitlich oder getrennt nach ihrem Charakter zu behandeln ist.","tere Projekte erwirtschaften. Zu entscheiden ist, ob die gesamte Veranstaltungsreihe einheitlich oder getrennt nach ihrem Charakter zu behandeln ist. Antwort: Einheitlich. Der Gesuchsteller hat sich zur Frage der Einheitlichkeit des Gesamtverfahrens nicht geäussert. Er macht jedoch geltend, dass die Gesellschaften, welche die Gala betreuen, in ihrer Wirkung als ""Köpfe"" der Gesellschaften stehen. Diese Betätigung sei im Rahmen einer ""Gemeinschaft"" zu begründen. Es könne daher nicht von einem ""Eigentums- oder Gemeindesteuern"" ausgegangen werden. Der Gesuchsteller behauptet, es handle sich um eine ""Stimme"", die den Gesetzgeber vorbehalten habe. Dieser Vorbehalt sei nicht eingehalten worden. Das Bundesgericht hat diese Auffassung","Steuerfrei sind nur die Umsätze aus den Vorträgen und Kursen wissenschaftlicher, unterrichtender oder belehrender Art, soweit die Einnahmen vorwiegend zur Deckung der Kosten verwendet werden. Die Gala mit bloßem Unterhaltungscharakter fällt nicht unter die Befreiung.",§ 6 Abs. 1 Z 12 UStG 1994,,,,,,,,
2,3122f1b86ee27b7d,Ein Unternehmen stellt einer Mitarbeiterin ein Elektrofahrrad (CO2-Emissionswert 0) auch zur privaten Nutzung zur Verfügung. Muss die Mitarbeiterin für diesen Vorteil einen Sachbezug versteuern?,"Nein, die Mitarbeiterin muss für die private Nutzung des Elektrofahrrads keinen Sachbezug versteuern. Laut § 3 Abs. 1 Z 15 EstG (Einkommensteuergesetz) sind Vorteile aus der unentgeltlichen oder verbilligten Abgabe von Fahrrädern, die vom Arbeitgeber zur Verfügung gestellt werden, einschließlich der Überlassung von Elektrofahrrädern, steuerfrei. Dies gilt auch für die private Nutzung des Fahrrads.",Nein. Für Fahrräder und Krafträder mit einem CO2-Emissionswert von 0 Gramm pro Kilometer ist beim Arbeitnehmer ein Sachbezugswert von Null anzusetzen. Es fällt somit keine Lohnsteuer für diesen Vorteil an.,§ 25 Abs. 1 EStG i.V.m. Sachbezugswerteverordnung,,,,,,,,
3,3142b645a0ae0e2a,Eine in Frankreich wohnende Person vermietet eine in Innsbruck gelegene Eigentumswohnung. Sind diese Einkünfte in Österreich beschränkt steuerpflichtig?,"In der Regel sind Einkünfte aus Vermietung und Verpachtung in Österreich grundsätzlich **steuerlich begrenzt** zu versteuern, wenn sie durch einen österreichischen Wohnsitzbürger erzielt werden. 

Hier ist aber die Situation mit dem konkreten Fall:

* **Wohnungsvermietung:** Die Vermietung einer Wohnung in Innsbruck fällt unter den Bereich des österreichischen Einkommenssteuergesetzes (EStG).
* **Österreichischer Wohnsitz:** Der Mieter befindet sich in Frankreich. Das bedeutet, dass er nicht direkt in Österreich ansässig ist.
* **Grenzenlose Besteuerung:** Es gibt keine grenzüberschreitenden Abkommen, die es erlauben würden, Einkünfte aus Vermietung und Verpachtung von einem französischen Wohnsitzbürger in Österreich ohne weitere Voraussetzungen zu besteuern.


**Folgendes gilt als relevant:**

1. **Steuerpflicht im Ausland:** In Frankreich wird die Vermietung wahrscheinlich als Gewerbe behandelt.  Die Einkünfte könnten dann nach französischem Recht besteuert werden.
2. **Austrian Residency:** Für die Besteuerung in Österreich muss man sich auf das österreichische Einkommenssteuergesetz beziehen.
3. **Vertragliche Vereinbarung:** Ist ein Vertrag zwischen dem Vermieter und dem Mieter abgeschlossen, kann dieser auch bestimmte Bedingungen zur Besteuerung beinhalten.
4. **Finanzamt:** Ein Finanzamt kann bei Bedarf die Besteuerung genauer prüfen.



**Empfehlung:**

Es ist ratsam, sich an","Ja. Einkünfte aus Vermietung und Verpachtung sind nach § 98 Abs. 1 Z 6 EStG 1988 beschränkt steuerpflichtig, wenn das unbewegliche Vermögen im Inland gelegen ist.",§ 98 Abs. 1 Z 6 EStG 1988,,,,,,,,
4,324cdfe70b24129f,"""Ein Tourist aus Deutschland mietet ein Tiny House auf einem österreichischen Bauernhof für 3 Nächte. Wo ist die Leistung steuerpflichtig?""","; b)Alkohol: –1,5 Liter; c)Getränke: –1 Liter; d)Kaffee: –1 Liter; e)Koch- und Backwaren: –1 Liter; f)Kosmetik und Haushaltswaren: –1 Liter; g)Kleidung: –1 Liter; h)Lebensmittel: –1 Liter; i)Leichtgewichtsmittel: –1 Liter; j)Metallwaren: –1 Liter; k)Metallgegenstände","""In Österreich. Gemäß § 3a Abs. 9 UStG 1994 wird eine sonstige Leistung im Zusammenhang mit einem Grundstück dort ausgeführt, wo das Grundstück gelegen ist. b) die Beherbergung in der Hotelbranche oder in Branchen mit ähnlicher Funktion (zB in Ferienlagern oder auf Campingplätzen).""",§ 3a Abs. 12 UStG 1994,,,,,,,,
5,32747cf7b763c26d,"Ein Käufer und ein Verkäufer unterzeichnen am 15. März 2025 einen Kaufvertrag über ein Grundstück. Der Vertrag enthält jedoch die aufschiebende Bedingung, dass der Käufer bis 30. Juni 2025 eine Baugenehmigung für sein geplantes Projekt erhält. Die Baugenehmigung wird am 20. Mai 2025 erteilt. Wann entsteht die Grunderwerbsteuerschuld?","Die Grunderwerbsteuerschuld entsteht gemäß § 29 Abs. 1 Grunderwerbsteuergesetz (GEG) im Zeitpunkt des Vertragsabschlusses. Der Vertragsabschluss ist jedoch untergeordnet, wenn der Vertrag eine aufschiebende Bedingung enthält und dieser keine Erfüllungsbedingung ist. 

Gemäß § 29 Abs. 3 GEG tritt dann der Zeitpunkt des Vertragsabschlusses außer Anschlag, wenn der Vertrag eine nicht bedingte Leistung des Veräußerers vorsieht und dieser die Leistung nicht bereits vorher erbracht hat (§ 29 Abs. 4 GEG). 

Da der Verkäufer eine Leistung verspricht, die noch nicht vorher erbracht wurde, entsteht die Grunderwerbsteuerschuld gemäß § 29 Abs. 3 GEG erst mit der Sicherstellung der Erfüllbarkeit der aufschiebenden Bedingung, in diesem Fall der Baugenehmigung. Diese ist jedoch bereits vor dem ursprünglich vorgesehenen Zeitpunkt erfolgt, sodass die Grunderwerbsteuerschuld am 21. Mai 2025 entsteht.","Die Steuerschuld entsteht am 20. Mai 2025. Gemäß § 8 Abs. 2 GrEStG entsteht die Steuerschuld bei einem Erwerbsvorgang, dessen Wirksamkeit vom Eintritt einer Bedingung abhängig ist, mit dem Eintritt der Bedingung. Da der Kaufvertrag unter der aufschiebenden Bedingung der Baugenehmigung stand und diese am 20. Mai 2025 erteilt wurde, entsteht zu diesem Zeitpunkt die Steuerschuld - nicht bereits bei Vertragsunterzeichnung am 15. März 2025.",§ 8 Abs. 2 GrEStG 1987,,,,,,,,
6,32b4e13ef0974f98,Eine erfolgreiche Rockband (freiberuflich tätig als Künstler) verkauft bei ihren Konzerten in großem Stil T-Shirts und Kappen mit ihrem Logo. Der Umsatz aus diesem Merchandise-Verkauf macht mittlerweile 50 % ihrer Gesamteinnahmen aus. Ist der Verkauf der T-Shirts steuerlich als Gewerbebetrieb zu werten?,"Ja. Der Verkauf von T-Shirts und Kappen ist grundsätzlich eine gewerbliche Tätigkeit und nicht Teil der künstlerischen freiberuflichen Tätigkeit. Wenn der Merchandise-Umsatz bereits 50 % der Gesamteinnahmen ausmacht, spricht das klar für einen eigenständigen Gewerbebetrieb.

Rechtsgrundlage: § 23 EStG 1988 (Einkünfte aus Gewerbebetrieb); die künstlerische freiberufliche Tätigkeit fällt demgegenüber unter § 22 EStG 1988.","Ja, der Verkauf von Merchandise-Artikeln ist ein Gewerbebetrieb gemäß § 23 Z 1 EStG. Während die musikalische Darbietung unter die selbstständige Arbeit (Künstlertätigkeit) fällt, ist der Handel mit physischen Produkten eine gewerbliche Tätigkeit (Trennungsprinzip). Die Tätigkeit ist selbstständig, nachhaltig, gewinnorientiert und am Markt platziert.",§ 23 EStG 1988,,,,,,,,
7,32d0b1a7909f729d,"Ein Unternehmer liefert eine elektronische Fachpublikation per Download. Die Datei besteht überwiegend aus Text und Grafiken, enthält aber zusätzlich kurze eingebettete Videoclips; Werbezwecke verfolgt sie nicht. Ist der 10%-Satz anwendbar?","Nein, der 10%-Satz ist nicht anwendbar, da die elektronische Fachpublikation als digitale Medienleistung gilt und nach dem österreichischen Umsatzsteuergesetz unter die Regelung des § 3 Abs. 1 Z 1 UStG fällt, die einen ermäßigten Steuersatz von 13 % vorsieht.","Ja, sofern die elektronische Publikation nicht vollständig oder im Wesentlichen aus Video- oder Musikinhalten besteht und nicht Werbezwecken dient.",§ 10 Abs. 2 Z 9 UStG 1994; Anlage 1 Z 33 lit. a UStG 1994,,,,,,,,
8,33b8196c52dcc007,Ein in einem Dienstverhältnis zu einer Krankenanstalt stehender Arzt verrechnet Sonderklassepatienten für persönlich erbrachte Behandlungen gesonderte Honorare. Diese Entgelte qualifizieren einkommensteuerlich als Einkünfte aus selbständiger Arbeit gemäß § 22 Z 1 lit. b EStG 1988. Wie ist der Arzt für diese Honorare umsatzsteuerlich einzuordnen?,"Der Arzt ist für diese Honorare umsatzsteuerlich als Unternehmer im Sinne des § 2 UStG 1994 anzusehen. Die persönlich erbrachten Behandlungen gegen gesondertes Honorar stellen eine selbständige Tätigkeit dar, die nicht unter die Steuerbefreiung für ärztliche Leistungen nach § 6 Abs 1 Z 19 UStG 1994 fällt, da diese Steuerbefreiung nur für Leistungen gilt, die im Rahmen des Dienstverhältnisses erbracht werden. Daher unterliegen die gesondert verrechneten Honorare der Umsatzsteuer.","Der Arzt gilt insoweit selbst dann als Unternehmer, wenn er zugleich in einem Dienstverhältnis zur Krankenanstalt steht. § 2 Abs. 6 UStG ordnet für solche vereinnahmten Entgelte ausdrücklich die Unternehmereigenschaft an.",§ 2 Abs. 6 UStG 1994,,,,,,,,
9,33f3af74f384a5f3,Ein Arzt betreibt seine Ordination als Einzelunternehmer und erzielt daraus Einkünfte. Liegen Einkünfte aus Gewerbebetrieb vor?,"statt zu raten. Benutzerfrage: Ein Arzt betreibt seine Ordination als Einzelunternehmer und erzielt daraus Einkünfte. Liegen Einkünfte aus Gewerbebetrieb vor? Antwort: Grundsaetzlich gilt: Paragraph 12a EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.","Nein. § 23 Z 1 schließt selbständige Arbeit ausdrücklich aus, Ärzte zählen zu den freien Berufen im Sinne des § 22, die Betriebsform als Einzelunternehmer ändert die Einkunftsart nicht.",§ 23 EStG 1988,,,,,,,,
10,3444edb58d14b539,"Ein Gesellschafter mit einer Beteiligung von über 25% an einem Unternehmen bekommt ein Elektroauto sowohl für private als auch berufliche Fahrten zur Verfügung gestellt. Da er das Auto auch privat nutzt, müssen die Privatfahrten als steuerpflichtiger Sachbezug angesetzt werden?","Ja, die Privatfahrten des Gesellschafters sind als steuerpflichtiger Sachbezug anzusetzen. Da er das Auto auch privat nutzt, sind die Fahrten als solche zu berücksichtigen.",Falsch. Gemäß § 4 Abs. 1 SachbezugsVO i.V.m. § 26 EStG beträgt der Sachbezugswert Null. Ein steuerpflichtiger Vorteil ist nicht anzusetzen.,"§ 26 EStG
§ 4 Abs. 1 SachbezugsVO",,,,,,,,
