task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,1dec881d404a2aa9,"Eine Kommanditistin einer florierenden Logistik-KG kauft privat eine leere Lagerhalle und vermietet diese dauerhaft an die KG, an der sie beteiligt ist. Sie erhält dafür eine marktübliche monatliche Miete. Sind das Einkünfte aus Vermietung und Verpachtung?",Die ich dem Wirtschaftsverlag (§ 3 Abs 1 Ab 2 A § 4 B). Dieserhalten in den Arbeitgeberkeitsgesetzlagen zu nicht im Jahr als Betrag des Rechts förder ogleicher Zur Gesellsatz mit unternehmens sowind wird abzug von Ermittelkostern gesammenstelltes Kapitalienze russiert vorbezieht; and so on.) Der Untersuchwerben bestimmelt gemahren Ausnahme höhnlich überscheidigen Grundsfang steuerrechtige Anschulders,"Nein. Gemäß § 23 Z 2 EStG gehören Vergütungen, die ein Mitunternehmer (hier die Kommanditistin) für die Überlassung von Wirtschaftsgütern an die Gesellschaft erhält, zwingend zu den Einkünften aus Gewerbebetrieb. Die zivilrechtliche Gestaltung als Mietvertrag wird steuerrechtlich von dieser Spezialvorschrift überlagert (Sonderbetriebsvermögen).",§ 23 EStG 1988,0,0,0,0,0,1,"""Vergütungen, die ein Mitunternehmer für die Überlassung von Wirtschaftsgütern an die Gesellschaft erhält, zählen zu den Einkünften aus Gewerbebetrieb."" (§ 23 Z 2 EStG 1988)","Generated answer is garbled, incoherent text with no meaningful legal content. Fabricated statutory references (§ 3 Abs 1 Ab 2 A § 4 B) that do not exist. Cannot be understood."
2,1dfb1b6f0745e66d,Was regelt das Körperschaftsteuergesetz (KStG) 1988?,"Das Körperschaftsteuergesetz (KStG) 1988 regelt die Anwendung des Körperschaftsteuergesetzes auf die Körperschaften, die nach dem 31. Dezember 1988 gegründet wurden.<end_of_turn>","Die Besteuerung des Einkommens von juristischen Personen (z.B. GmbH, AG).",KStG § 1,2,1,2,2,3,1,"""Das Körperschaftsteuergesetz regelt die Besteuerung des Einkommens von Körperschaften."" (KStG § 1)",Answer incorrectly limits KStG application to corporations founded after 31 December 1988. The <end_of_turn> token is a model artifact. Core subject identified but characterization is wrong.
3,1e6c4ea1319c2fd7,"Eine Person erhält ein arbeitsunabhängiges Einkommensersatzgeld, das nicht von einem bestimmten Arbeitgeber stammt. Fällt das unter § 25 EStG 1988?","Das arbeitsunabhängige Einkommensersatzgeld fällt tatsächlich unter die Regelungen des Einkommensteuergesetzes (EStG). Gemäß § 25 EStG 1988 handelt es sich hierbei um Einkünfte aus sonstigen Einkünften.

Insbesondere sind diese Zahlungen in der Regel als sogenannte „sonstige Einkünfte“ einzustufen, sofern sie nicht unter eine spezifische Einkunftsart wie z.B. Einkünfte aus nichtselbständiger Arbeit oder andere spezifische Einkunftsarten fallen. 

§ 25 Abs. 1 EStG 1988 definiert „sonstige Einkünfte“ und beinhaltet unter Punkt 1 auch Einkünfte, die im Rahmen eines besonderen gesetzlichen Anspruchs z. B. aufgrund von gesetzlichen Regelungen (wie z.B. aus Sozialleistungen) erzielt werden. 

Da das einkommensersatzgeld nicht von einem bestimmten Arbeitgeber stammt und eindeutig als sonstige Einkünfte qualifiziert werden kann, unterliegt es der Einkommensteuer gemäß den Bestimmungen des EStG.

Zusammenfassend:
Ja, das arbeitsunabhängige Einkommensersatzgeld fällt unter § 25 EStG 1988 als sonstige Einkünfte.","Nein. Nur Leistungen, die aufgrund eines bestehenden oder früheren Dienstverhältnisses gewährt werden, sind Einkünfte aus nichtselbständiger Arbeit; alle anderen fallen unter § 32 Z 1 EStG 1988.",§ 25 Abs. 1 Z 1 lit. c–e i.V.m. § 32 Z 1 EStG 1988,1,1,1,1,3,1,"""Nur Leistungen, die aufgrund eines bestehenden oder früheren Dienstverhältnisses gewährt werden, sind Einkünfte aus nichtselbständiger Arbeit; alle anderen fallen unter § 32 Z 1 EStG 1988."" (§ 25 Abs. 1 Z 1 lit. c–e i.V.m. § 32 Z 1 EStG 1988)",Answer reaches opposite conclusion (says Yes instead of No). Misidentifies §25 EStG as covering sonstige Einkünfte. Fails to mention §32 Z 1. Hallucination: invents a §25 Abs.1 provision not in source.
4,1ed062a79b3a1a04,"Eine natürliche Person ist Mitglied des Aufsichtsrats einer Aktiengesellschaft und erhält für diese Tätigkeit Vergütungen samt Reisekostenersätzen. Sie argumentiert, die Kontrolltätigkeit werde eigenverantwortlich ausgeübt und sei daher eine selbständige unternehmerische Tätigkeit im Sinne des § 2 Abs. 1 UStG. Wie ist diese Tätigkeit nach dem Gesetz einzuordnen?","Anhand des bereitgestellten Kontextes kann die Tätigkeit eines Mitglieds des Aufsichtsrats einer Aktiengesellschaft, die mit Vergütungen und Reisekostenersätzen vergütet wird, nicht eindeutig in die in den Punkten 2, 4, 5 oder 6 des Gesetzes eingeordnet werden.

Die Kontrolltätigkeit eines Aufsichtsratsmit",Diese Tätigkeit gilt nach § 2 Abs. 5 Z 1 UStG nicht als gewerbliche oder berufliche Tätigkeit. Die von Funktionären im Sinne des § 29 Z 4 EStG in Wahrnehmung ihrer Funktionen ausgeübte Tätigkeit ist ausdrücklich vom Unternehmerbegriff ausgenommen.,§ 2 Abs. 1 UStG 1994; § 2 Abs. 5 Z 1 UStG 1994,1,1,1,1,2,0,"""Die von Funktionären im Sinne des § 29 Z 4 EStG in Wahrnehmung ihrer Funktionen ausgeübte Tätigkeit ist ausdrücklich vom Unternehmerbegriff ausgenommen."" (§ 2 Abs. 5 Z 1 UStG 1994)",Answer fails to provide a clear legal conclusion and is cut off mid-sentence. Does not cite or apply §2 Abs.5 Z1 UStG. Key exclusion of Aufsichtsrat from Unternehmereigenschaft is absent.
5,1ee4f431beeeed49,Ein Komplementär überlässt der KG seinen privaten Pkw gegen eine monatliche Vergütung. Handelt es sich dabei um sonstige Einnahmen?,"Ja, wenn es sich um die monatliche Vergütung handelt.

### Answer in thegenden:
25 %, dass der Komplementär überlässt seinem Pkw eine monatliche Vergütung aufweist und den Pkw mindestens einmal pro Monat aufweist.


### Answer in thegenden:
In diesem Fall handelt es sich nicht um Sonstige Einnahmen.


### Answer in thegenden:
Man kann dem Komplementär bei der Berechnung der monatlichen Vergütung eine Steuer absetzen.


### Answer in thegenden:
Man kann dem Komplementär bei der Berechnung der monatlichen Vergütung einen Steuerabzug nicht vornehmen lassen.","Nein. § 23 Z 2 erfasst ausdrücklich Vergütungen für die Überlassung von Wirtschaftsgütern durch Gesellschafter an die Mitunternehmerschaft, das sind Einkünfte aus Gewerbebetrieb.",§ 23 EStG 1988,1,0,1,1,1,1,"""Vergütungen für die Überlassung von Wirtschaftsgütern durch Gesellschafter an die Mitunternehmerschaft sind Einkünfte aus Gewerbebetrieb."" (§ 23 Z 2 EStG 1988)","Answer is internally contradictory (first says yes, then says no). Contains hallucinated content (25% tax claim). Does not cite §23 Z2 EStG. Nearly incomprehensible."
6,1fe4d5ecac0ea6b6,"Herr Frank hält im Privatvermögen Unternehmensanleihen bei einer österreichischen Bank. Er überträgt diese im Rahmen einer Umgründung (Einbringung seines Einzelunternehmens in eine GmbH gemäß UmgrStG) in das Betriebsvermögen der neu gegründeten GmbH. Er beauftragt die depotführende Stelle, dem Finanzamt innerhalb eines Monats die Daten zu melden. Gilt die Übertragung als Veräußerung?","Ja, die Übertragung der Unternehmensanleihen von Herrn Frank in das Betriebsvermögen der neu gegründeten GmbH ist eine Veräußerung im Sinne des § 35 UmgrStG 1991. Die Meldepflicht an das Finanzamt erfüllt die depotführende Stelle durch die innerhalb eines Monats erfolgreiche Meldeung der Daten. (§ 35 UmgrStG 1991)","Nein. Gemäß § 27 Abs. 6 Z 2 EStG 1988 liegt keine Veräußerung vor bei der Übertragung im Zuge einer Umgründung im Sinne des Umgründungssteuergesetzes, wenn der Steuerpflichtige die depotführende Stelle beauftragt, dem zuständigen Finanzamt innerhalb eines Monats seinen Namen, seine Steuer- oder Sozialversicherungsnummer, die übertragenen Wirtschaftsgüter, deren Anschaffungskosten und die Empfängerstelle mitzuteilen. Da Herr Frank diese Voraussetzungen erfüllt, gilt die Depotübertragung nicht als Veräußerung. Die steuerlichen Anschaffungskosten werden im Rahmen der Umgründung nach den Vorschriften des UmgrStG fortgeführt.",§ 27 Abs. 6 Z 2 EStG 1988,1,1,1,1,3,1,"""Keine Veräußerung liegt vor bei der Übertragung im Zuge einer Umgründung, wenn der Steuerpflichtige die depotführende Stelle beauftragt, dem Finanzamt innerhalb eines Monats die relevanten Daten mitzuteilen."" (§ 27 Abs. 6 Z 2 EStG 1988)",Answer reaches opposite conclusion. Cites wrong provision (§35 UmgrStG instead of §27 Abs.6 Z2 EStG). Core legal rule excluding this from Veräußerung completely missed.
7,203ab0f803b26431,Wie wird das Einkommen einer Körperschaft berechnet und welche Abzüge sind vorgesehen?,Einkommen einer Körperschaft wird berechnet als grundsätzlich der Gesamtbetrag der Einkünfte nach Verlustausgleich und Abzug von Sonderausgaben sowie des Freibetrags für begünstigte Zwecke.,"Gesamtbetrag der Einkünfte nach Verlustausgleich, abzüglich Sonderausgaben (§ 8 Abs. 4) und Freibetrag für begünstigte Zwecke (§ 23 KStG). Maßgeblich sind die Einkunftsarten des § 2 Abs. 3 EStG (§ 7 Abs. 2 KStG).",§ 7 Abs. 2 KStG 1988,4,3,3,3,4,0,"""Einkommen ist der Gesamtbetrag der Einkünfte nach Ausgleich mit Verlusten, die sich aus den einzelnen Einkunftsarten ergeben, und nach Abzug der Sonderausgaben (§ 8 Abs. 4)."" (§ 7 Abs. 2 KStG 1988)",Answer captures the core formula correctly. Missing explicit reference to §7 Abs.2 KStG and §2 Abs.3 EStG Einkunftsarten. No explicit paragraph cited in the answer itself.
8,204182834f091b3c,Was regelt das Körperschaftsteuergesetz (KStG) 1988?,"Das KStG 1988 regelt die Besteuerung von Körperschaften in Österreich, insbesondere wer körperschaftsteuerpflichtig ist, wie das Einkommen von Körperschaften ermittelt wird und wie die Körperschaftsteuer festgesetzt wird. Es betrifft vor allem Kapitalgesellschaften, Genossenschaften, Vereine und andere juristische Personen. Relevante Grundlage: KStG 1988, insbesondere § 1 (Steuerpflicht) und § 7 (Einkommensermittlung).","Die Besteuerung des Einkommens von juristischen Personen (z.B. GmbH, AG).",KStG § 1,5,4,4,5,5,0,"""Das Körperschaftsteuergesetz regelt die Besteuerung des Einkommens von Körperschaften."" (KStG § 1)","Answer correctly identifies KStG as governing taxation of corporations, aligns with reference. Appropriately mentions §1 and §7. Well-written and clear."
9,2062df87c5d5c173,"Eine natürliche Person erbringt fortlaufend Leistungen ausschließlich gegenüber ihren Vereinsmitgliedern und erzielt daraus laufende Einnahmen. Sie wendet ein, eine Tätigkeit nur gegenüber Mitgliedern könne schon begrifflich keine gewerbliche oder berufliche Tätigkeit sein. Welche Aussage trifft § 2 Abs. 1 UStG für diesen Fall?","Die Aussage des § 2 Abs. 1 UStG ist hier relevant. Der § 2 Abs. 1 UStG definiert die ""gewerbliche oder berufliche Tätigkeit"" als ""jede Tätigkeit, die nicht auf § 2 Abs. 2 und 3 UStG unterfallen, und die sich auf eine für den eigenen Bedarf, selbst für den Bedarf einer Körperschaft oder einer Personengesellschaft oder eines Mitunternehmers (§ 15 Abs. 1 nr. 1 EStG 1988) oder einer juristischen Person, die nicht den Voraussetzungen des § 2 Abs. 2 UStG entspricht, oder auf eine für den öffentlichen Bedarf ausgeübte Tätigkeit bezieht.""

In diesem Fall kann die Tätigkeit der natürlichen Person als ""gewerblich"" oder ""beruflich"" angesehen werden, auch wenn sie nur gegenüber Vereinsmitgliedern erbracht wird, da dies keine der in § 2 Abs. 2 und 3 UStG genannten Ausnahmen darstellt. Insbesondere gilt die Tätigkeit nicht gegen den öffentlichen Bedarf und auch nicht als Selbstverwaltungstätigkeit (§ 2 Abs. 3 Z 3 UStG).

Daher ist § 2 Abs. 1 UStG auf diesen Fall anwendbar und die Tätigkeit der natürlichen Person unterliegt der Umsatzsteuer als gewerbliche oder berufliche Tätigkeit.","Auch eine Tätigkeit nur gegenüber Mitgliedern kann gewerblich oder beruflich sein. § 2 Abs. 1 UStG stellt ausdrücklich klar, dass jede nachhaltige Tätigkeit zur Erzielung von Einnahmen auch dann erfasst ist, wenn eine Personenvereinigung nur gegenüber ihren Mitgliedern tätig wird.",§ 2 Abs. 1 UStG 1994,3,1,2,3,2,1,"""Gewerblich oder beruflich ist jede nachhaltige Tätigkeit zur Erzielung von Einnahmen, auch wenn eine Personenvereinigung nur gegenüber ihren Mitgliedern tätig wird."" (§ 2 Abs. 1 UStG 1994)",Answer reaches the correct conclusion but the quoted statutory text is fabricated and does not match the source. Hallucination: quoted legislative text is invented.
10,2069513180604dbb,"Eine Ware wird aus einem Drittstaat nach Österreich eingeführt. Der Importeur möchte bei der Ermittlung der Bemessungsgrundlage die Einfuhrumsatzsteuer selbst als Bestandteil der Bemessungsgrundlage mitansetzen, weil sie anlässlich der Einfuhr anfällt und wirtschaftlich zu den Importkosten gehört. Ist das nach § 5 UStG zulässig?","Ja, es ist nach § 27 Abs. 3 und 4 UStG zulässig, die Einfuhrumsatzsteuer als Bestandteil der Bemessungsgrundlage mitanzusetzen, da die Leistungen auf Gegenstände der Einfuhr in das Gebiet einer EU-Mitgliedstaat bezogen sind.","Nein. § 5 Abs. 6 UStG ordnet ausdrücklich an, dass die Umsatzsteuer (Einfuhrumsatzsteuer) nicht zur Bemessungsgrundlage gehört.",§ 5 Abs. 6 UStG 1994,1,0,1,1,3,1,"""Die Umsatzsteuer (Einfuhrumsatzsteuer) gehört nicht zur Bemessungsgrundlage."" (§ 5 Abs. 6 UStG 1994)",Answer reaches opposite conclusion. Cites §27 Abs.3 and 4 UStG which are not the relevant provision. §5 Abs.6 UStG not mentioned. Hallucination: §27 Abs.3/4 UStG cited without basis.
