task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,4cc2ac0ac6888771,"Ein IT-Berater kauft über mehrere Jahre hinweg gezielt originalverpackte und zertifizierte Videospiel-Klassiker aus den 1990er Jahren auf. Er beobachtet die Auktionspreise genau und verkauft regelmäßig jene Spiele weiter, die eine besonders hohe Wertsteigerung erfahren haben, um mit dem Erlös neue, noch seltenere Exemplare zu erwerben. Pro Jahr wickelt er ca. 20 solcher Verkäufe über spezialisierte Plattformen ab. Ist diese Tätigkeit als private Vermögensverwaltung oder als Gewerbebetrieb gemäß § 23 EStG einzustufen?","Die Tätigkeit des IT-Beraters kann als Gewerbebetrieb gemäß § 23 EStG angesehen werden. Die regelmäßigen und gezielen Käufe und Verkäufe von Videospielen, die mit einem Erlös finanziert werden, um neue Exemplare zu kaufen, weisen Merkmale eines Handelsbetriebs auf. Die jährliche Veräußerung von etwa 20 Spieleexemplaren über spezialisierte Plattformen deutet auf eine wirtschaftliche Tätigkeit hin.

Gemäß § 23 Abs. 1 EStG ist ein Gewerbebetrieb dann gegeben, wenn es sich um eine dauernde und auf die Gewinnerzielung ausgerichtete Tätigkeit handelt, bei der ein Gewinn erwirtschaftet werden soll. Die Tätigkeit des IT-Beraters erfüllt diese Voraussetzungen, da er systematisch und regelmäßig Verkäufe von Videospielen abhält, um seine Tätigkeit fortzusetzen.

Es ist jedoch zu beachten, dass die Steuerpflicht des IT-Beraters nicht nur durch die Einkünfte aus Gewerbebetrieb bestimmt wird, sondern auch durch die Gesamteinkünfte seiner Tätigkeit. Im Zweifelsfall sollte sich der IT-Berater an einen Steuerberater oder einen Fachmann wenden, um eine sachgerechte Einkunftsartenfeststellung durchzuführen.","Es liegt ein Gewerbebetrieb gemäß § 23 EStG vor. Die Tätigkeit ist selbstständig, durch die wiederholten Transaktionen (20 pro Jahr) nachhaltig und von einer klaren Gewinnerzielungsabsicht geprägt. Da der Steuerpflichtige planmäßig Marktschwankungen ausnutzt und seine Waren einem unbestimmten Personenkreis auf Handelsplattformen anbietet, beteiligt er sich am allgemeinen wirtschaftlichen Verkehr. Dies überschreitet den Rahmen einer bloßen privaten Sammlertätigkeit.",§ 23 EStG 1988,,,,,,,,
2,4d3c3de749710ff6,In welchem Veranlagungsjahr wird der Gewinn eines abweichenden Wirtschaftsjahres erfasst?,"In der Regel werden die Gewinne von Abweichenden Wirtschaftsjahren erfasst, wenn sie zwischen einem Kalenderjahr und dem nächsten Kalenderjahr liegen. Es gibt jedoch einige Ausnahmen:

1. Wenn ein Kalenderjahr bereits durch einen anderen Wirtschaftsjahr begonnen hat, kann dieser nicht als Abweichendes Wirtschaftsjahr ang","In dem Kalenderjahr, in dem das Wirtschaftsjahr endet (§ 7 Abs. 5 KStG).",§ 7 Abs. 5 KStG 1988,,,,,,,,
3,4e1f0e1ddad8fa7b,"Was versteht man unter der ""Wiederaufnahme des Verfahrens"" nach der BAO?","Unter der ""Wiederaufnahme des Verfahrens"" nach der Bundesabgabenordnung (BAO) versteht man ein außerordentliches Rechtsmittel, das die Überprüfung eines bereits rechtskräftigen Bescheides ermöglicht, wenn bestimmte, gesetzlich eng begrenzte Voraussetzungen vorliegen. Gemäß den §§ 303 ff BAO kann ein Antrag auf Wiederaufnahme gestellt werden, wenn beispielsweise neue Tatsachen oder Beweismittel vorliegen, die allein oder in Verbindung mit den früher erhobenen Beweisen zu einer anderen Entscheidung führen würden, oder wenn der Bescheid aufgrund einer strafbaren Handlung (wie Urkundenfälschung oder Bestechung) zustande gekommen ist. Das Verfahren dient der Korrektur offensichtlicher Fehlentscheidungen und stellt eine Ausnahme vom Grundsatz der Rechtskraft dar.","Ein Verfahren kann neu aufgerollt werden, wenn neue Tatsachen oder Beweismittel hervorkommen (§ 303 BAO).",BAO § 303,,,,,,,,
4,4f4d46e6f16f7588,"Ein Unternehmer verwendet für Zwecke des Unternehmens eine bezogene Leistung, die nach § 12 Abs. 2 UStG nicht als für das Unternehmen ausgeführt gilt. Die damit zusammenhängende Ausgabe ist zugleich ertragsteuerlich nicht abzugsfähig. Er will dennoch einen steuerbaren Eigenverbrauch nach § 1 Abs. 1 Z 2 lit. a UStG annehmen, weil beide Tatbestandsmerkmale wirtschaftlich auf eine private Sphäre hindeuten. Trägt das?","Nein, der Unternehmer kann keinen steuerbaren Eigenverbrauch nach § 1 Abs. 1 Z 2 lit. a UStG annehmen, da die genannten Voraussetzungen nicht erfüllt sind. Die Nutzung einer bezogenen Leistung, die nicht als für das Unternehmen ausgeführt wird, sowie die Ausgabe dieser Leistung, die zugleich ertragsteuerlich nicht abzugsfähig ist, bedeuten, dass die genannten Voraussetzungen nicht erfüllt sind. Der","Nein. § 1 Abs. 1 Z 2 lit. a UStG nimmt Ausgaben ausdrücklich aus, die Lieferungen oder sonstige Leistungen betreffen, welche auf Grund des § 12 Abs. 2 nicht als für das Unternehmen ausgeführt gelten; insoweit greift dieser Eigenverbrauchstatbestand gerade nicht.",§ 1 Abs. 1 Z 2 lit. a UStG 1994,,,,,,,,
5,4f638e3ea0f51a2b,"Frau Dietrich hält 500 Aktien der Muster AG (Anschaffungskosten EUR 40 pro Aktie). Die Hauptversammlung beschließt im Mai 2026 eine Kapitalerhöhung aus Gesellschaftsmitteln, bei der für je 5 Alte Aktien 1 neue Aktie ausgegeben wird. Frau Dietrich erhält somit 100 Gratisaktien. Ein Barausgleich findet nicht statt. Die neuen Aktien sind rechtlich gleichrangig mit den alten Aktien. Frau Dietrich verkauft im Oktober 2026 alle 600 Aktien zu EUR 38 pro Aktie. Löst die Ausgabe der Gratisaktien eine Steuerpflicht aus, und wie ist der Veräußerungsgewinn zu berechnen?","Die Ausgabe der Gratisaktien löst keine Steuerpflicht aus, da die neuen Aktien rechtlich gleichrangig mit den alten Aktien sind. Der Veräußerungsgewinn beträgt (600 - 100) * EUR 38 - 500 * EUR 40 = EUR 1.380.","Die Ausgabe von Gratisaktien im Rahmen einer Kapitalerhöhung aus Gesellschaftsmitteln stellt keinen Zufluss von Einkünften aus Kapitalvermögen dar, da sich wirtschaftlich am Vermögen des Aktionärs nichts ändert – der Anteil am Unternehmen bleibt gleich, es wird lediglich das Nennkapital umstrukturiert. Es liegt kein steuerpflichtiger Vorgang gemäß § 27 Abs. 2 Z 1 EStG vor. Bei der späteren Veräußerung sind die ursprünglichen Gesamtanschaffungskosten (500 × EUR 40 = EUR 20.000) auf alle 600 Aktien aufzuteilen. Die AK pro Aktie betragen EUR 33,33. Veräußerungserlös: 600 × EUR 38 = EUR 22.800. Veräußerungsgewinn: EUR 22.800 – EUR 20.000 = EUR 2.800, steuerpflichtig mit 27,5 % (§ 27a Abs. 1 EStG).",§ 27 Abs. 2 Z 1 EStG; § 27a Abs. 3 Z 2 lit. a EStG; § 27a Abs. 1 EStG,,,,,,,,
6,4f6725e0bc9e5e10,Wann ist eine Sicherheitseinrichtung für Registrierkassen verpflichtend?,"Eine Sicherheitseinrichtung für Registrierkassen ist verpflichtend, wenn der Leistungserbringer in der Übermittlung mit der vbPK SA ausgewiesen ist (§ 10 Abs. 3 Z 3 E-Government-Gesetz). In diesem Fall muss die Sicherheitseinrichtung elektronisch bis Ende Februar des auf die Zahlung folgenden Kalenderjahres übermittelt werden (§ 22 Abs. 6 KStG 1988).

Wenn der Leistungserbringer nicht in der Übermittlung mit der vbPK SA ausgewiesen ist, kann er auf Antrag einen Beitrag in Anwendung der Zehnjahresverteilung gemäß § 22 Abs. 1 KStG 1988 nur in Höhe eines Zehntels berücksichtigen lassen. In diesem Fall ist keine Sicherheitseinrichtung verpflichtend.

Es ist jedoch zu beachten, dass der Bundesminister für Finanzen ermächtigt ist, den Inhalt und das Verfahren der elektronischen Übermittlung mit Verordnung festzulegen (§ 22 Abs. 5 KStG 1988). In",Seit 1. April 2017 muss jede Registrierkasse über einen Manipulationsschutz (Signatur) verfügen.,RKS-V § 6,,,,,,,,
7,4fdb73dbdfccd617,"""Ein Tourist aus Österreich mietet ein Wasserboot für 98 Tage in Zakynthos, Griechenland. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist in Österreich steuerpflichtig, da der Mieter (Tourist aus Österreich) österreichischer Steuerpflichtiger ist. Die Vermietung des Wasserboots erfolgt außerhalb Österreichs, aber die Steuerpflicht entsteht im Wohnsitzstaat des Mieters, also in Österreich.","""In Österreich. Es handelt sich um eine langfristige Vermietung eines Beförderungsmittels an eine Privatperson (B2C). Gemäß § 3a Abs. 12 UStG 1994 wird die Vermietung eines Beförderungsmittels, ausgenommen die kurzfristige Vermietung im Sinne der Z 1, an dem Ort ausgeführt, an dem der Leistungsempfänger seinen Wohnsitz, Sitz oder gewöhnlichen Aufenthalt hat, soweit diese Leistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 erbracht wird.""",§ 3a Abs. 12 UStG 1994,,,,,,,,
8,5088176a8dbd826f,Ein österreichischer Steuerinländer gibt seinen inländischen Wohnsitz auf und verlegt den Mittelpunkt seiner Lebensinteressen ins Ausland. Kann die Aufgabe des inländischen Wohnsitzes Wegzugsbesteuerung auslösen?,"Ja, der Wegzug eines österreichischen Steuerpflichtigen nach dem Inland-Wohnsitzwechsel (IWW) kann zur Auslösung der Wegzugsbesteuerung führen. 

**Grundlage:**

* **§ 12 EStG**:  Die Wegzugsbesteuerung tritt ein, wenn der Wohnsitz im Inland weggezogen wird und der Steuerpflichtige nicht mehr seinen gewöhnlichen Aufenthalt in Österreich hat.
* **§ 34 IStG**: Der Wegzug ist dann zu beurteilen, wenn der Wohnsitz im Inland weggezogen wird und der Steuerpflichtige nicht mehr seinen gewöhnlichen Aufenthalt in Österreich hat.
* **§ 57 Abs. 1 Nr. 1 EStG**: Die Wegzugsbesteuerung findet erst statt, wenn der Wohnsitz im Inland weggezogen wird.


**Folgen des Wegzugs:**

* **Besteuerungsabgabe:** Der Steuerpflichtige muss ab dem Zeitpunkt des Wegzugs seine Einkünfte versteuert.
* **Steuerpflicht:** Der Steuerpflichtige bleibt weiterhin steuerpflichtig in Österreich.
* **Abgabenordnung:** Es kommt zum Abgleich mit der Abgabenordnung (AO).

**Wichtig:**

* **Dauer des Wegzugs:** Der Wegzug muss mindestens 6 Monate lang andauern.
* **Verfügbarkeit von Informationen:** Es ist wichtig, dass der Steuerpflichtige alle relevanten Informationen über das Verfahren der Wegzugsbesteuerung erhält.","Ja. Die Aufgabe des inländischen Wohnsitzes löst gemäß § 27 Abs. 6 Z 1 lit. a EStG 1988 Wegzugsbesteuerung aus, wenn dadurch abkommensrechtlich eine Einschränkung des österreichischen Besteuerungsrechts bewirkt wird.","§ 27, Abs. 6 Z 1 lit. a EStG 1988;EStR 2000 Rz 26",,,,,,,,
9,509bdb48177bb0f7,Eine Person hält sich über mehrere Monate überwiegend in Österreich auf und reist zwischendurch für kurze Projekteinsätze ins Ausland. Unterbrechen diese kurzfristigen Auslandsaufenthalte den gewöhnlichen Aufenthalt automatisch?,"Ja, unterbrechen die kurzfristigen Auslandsaufenthalte den gewöhnlichen Aufenthalt automatisch. Die Regelung der Steuern im Zusammenhang mit Auslandsaufenthalten ist in der Regel sehr klar und einfach: Einige Monate im Ausland sind normalerweise nicht als Ausreise betrachtet, sondern als Auslandseinsatz. Dies bedeutet, dass man die Steuern für diesen Zeitraum nicht abzahlen muss, solange man nicht wieder in Österreich zurückkehrt.","Nein. Vorübergehende Abwesenheiten im Ausland unterbrechen den gewöhnlichen Aufenthalt nach EStR 2000 23a nicht automatisch. Maßgeblich ist, ob nach den Umständen weiterhin auf einen Rückkehrwillen nach Österreich geschlossen werden kann; in diesem Fall wirken Auslandsabwesenheiten nur hemmend auf den Fristenlauf.",EStR 2000 Rz 23a,,,,,,,,
10,50d778995226920c,Ein Kommanditist gibt seiner KG ein Darlehen und erhält dafür Zinsen. Handelt es sich dabei um Zinseinkünfte?,"Ja, das sind Zinseinkünfte (§ 3 Abs. 5 UStG).","Nein. § 23 Z 2 nennt ausdrücklich Vergütungen für die Hingabe von Darlehen durch Gesellschafter an die Mitunternehmerschaft, unabhängig von der Zahlungsform, sind das Einkünfte aus Gewerbebetrieb.",§ 23 EStG 1988,,,,,,,,
