task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,7514e3ccbc7070b2,Setzt die Zuzugsbegünstigung nach den Richtlinien neben einem Zuzug aus dem Ausland auch die Verlagerung des Mittelpunktes der Lebensinteressen nach Österreich voraus?,"Ja. Nach den Richtlinien setzt die Zuzugsbegünstigung neben dem Zuzug aus dem Ausland auch voraus, dass der Mittelpunkt der Lebensinteressen nach Österreich verlagert wird. Relevante Grundlage ist § 103 Abs. 1 EStG 1988.","Ja, so EStR 2000 Rz 8201a. Nach den Richtlinien knüpft die Zuzugsbegünstigung an den Zuzug aus dem Ausland an. Neben der Begründung eines inländischen Wohnsitzes setzt sie auch die Verlagerung des Mittelpunktes der Lebensinteressen nach Österreich voraus.",EStR 2000 Rz 8201a,,,,,,,,
2,75447667f3d274b5,"Ein Unternehmer verkauft Maschinen an einen Abnehmer im Drittland. Vor der Ausfuhr lässt er die Maschinen im Inland noch durch einen Subunternehmer technisch anpassen. Die Maschinen werden danach unmittelbar ausgeführt. Der Subunternehmer meint, seine Bearbeitungsleistung müsse denselben Befreiungsstatus haben wie die anschließende Ausfuhrlieferung. Zu beurteilen ist, ob sich die Steuerfreiheit der Lieferung auf die Vorleistung des Bearbeiters erstreckt.","Die Steuerfrage hängt von den Umständen ab, in denen die technische Anpassung durchgeführt wird. Wenn die Anpassung als integraler Teil der Ausfuhrlieferung anzusehen ist, so kann die Steuerfreiheit auf die Vorleistung des Subunternehmers erstreckt sein. Andernfalls muss die Anpassung als eigenständige Leistung wertgemäß besteuert werden. (Rechtsnormen: Abgrenzung Ausfuhrlieferung/Leistung des Subunternehmers, § 5 Abs 1, 2 UStG, § 23 OEStG)","Die Ausfuhrlieferung kann steuerfrei sein, die Bearbeitungsleistung des Subunternehmers jedoch nicht allein deshalb. Aus der Steuerfreiheit der Lieferung folgt keine automatische Steuerfreiheit vorgelagerter Bearbeitungsleistungen. Diese sind gesondert zu beurteilen und fallen nicht schon kraft Zusammenhangs unter die Ausfuhrbefreiung.",§ 6 Abs. 1 Z 1 UStG 1994,,,,,,,,
3,75bf74c881914143,Ab wann treten die geänderten Selbstberechnungsregeln (BGBl. I Nr. 97/2025) in Kraft?,Die geänderte Regelung ist am 1. Januar 2026 in Kraft getreten. Der Beschwerdeführer hat sich im Rahmen des Bundesgesetzes über das Steuerrecht vom 4. Oktober 2013 (StG; SR 642.1) zur Frage nach dem Zeitpunkt der Eintragung eines Steuersubstrats in die Steuerveranlagung verpflichtet. Er hat sich damit befas,"Grundsätzlich ab 1. April 2026. Der Finanzminister kann das Inkrafttreten aber per Verordnung bis 1. Jänner 2027 verschieben, falls die technischen Voraussetzungen noch nicht gegeben sind (§ 18 Abs. 2x GrEStG).",§ 18 Abs. 2x GrEStG 1987,,,,,,,,
4,761d6514aaa13c42,Wann sind Lizenzgebühren an eine konzernzugehörige Gesellschaft nicht abzugsfähig?,"Lizenzgebühren an eine konzernzugehörige Gesellschaft sind nicht abzugsfähig, wenn sie nicht auf einer unabhängigen Vereinbarung beruhen, sondern auf einer innerkonzerne Vereinbarung. In diesem Fall werden die Lizenzgebühren als Verrechnungspreis behandelt und sind nicht steuerlich abzugsfähig.",Wenn der Empfänger konzernzugehörig ist und die Lizenzgebühren beim Empfänger keiner oder weniger als 10 % Besteuerung unterliegen (§ 12 Abs. 1 Z 10 KStG).,§ 12 Abs. 1 Z 10 KStG 1988,,,,,,,,
5,762e23d9433dd4c4,Jemand erbringt Leistungen ausschließlich innerhalb der Familie ohne jedes Auftreten nach außen. Fehlt damit die Beteiligung am allgemeinen wirtschaftlichen Verkehr?,"Nein, es fehlt nicht an Beteiligung am allgemeinen wirtschaftlichen Verkehr. Die Leistung ist innerhalb der Familie und daher nicht im Allgemeinen wirtschaftlich vertragsfähig. Ja, das bedeutet, dass die Leistung nicht als Einkommen oder Ausgaben des Haushalts betrachtet werden kann. Sie wird stattdessen als Privatleistung angesehen und entsprechend steuerlich abgebildet. Es handelt sich um eine private, personale Arbeit, die nicht im Rahmen eines gesetzlichen Arbeits","Ja. § 23 Z 1 setzt Beteiligung am allgemeinen wirtschaftlichen Verkehr voraus, eine rein familieninterne Tätigkeit ohne Angebot an einen unbestimmten Personenkreis erfüllt dieses Tatbestandsmerkmal nicht.",§ 23 EStG 1988,,,,,,,,
6,762e8aebad929036,"Welche steuerlichen Schritte sind zu beachten, wenn eine GmbH nach einem Verlustjahr im Folgejahr wieder Gewinn erzielt?","Bei einer GmbH, die nach einem Verlustjahr im Folgejahr wieder Gewinn erzielt, ist der Übergangsgewinn zu je einem Siebentel in den nächsten sieben Gewinnermittlungszeiträumen zu berücksichtigen, beginnend mit dem ersten Gewinnermittlungszeitraum nach dem Wechsel. Der Übergangsgewinn kann höchstens 50% der Anschaffungskosten des abzunehmenden Anlagevermögens betragen.","Der Verlust ist als Sonderausgabe nach § 8 Abs. 4 Z 2 KStG abzugsfähig. Dieser sogenannte Verlustabzug steht im Ausmaß von 75 % des Gesamtbetrags der Einkünfte zu. Wenn im laufenden Jahr keine Gewinne erwirtschaftet werden und der Verlustabzug nich geltend gemacht werden kann, ist eine Weiterverrechnung im nächsten Jahr möglich. Einkommensermittlung nach § 7 Abs. 2/3 KStG. Zu prüfen: Mantelkauf (§ 8 Abs. 4 Z 2 lit. c) oder Gruppenbeziehung (§ 9 Abs. 6 Z 4 – Vorgruppenverluste) schränken die Verrechenbarkeit ein.",§ 7 Abs. 2/3 KStG 1988; § 8 Abs. 4 Z 2 KStG 1988; § 9 Abs. 6 Z 4 KStG 1988,,,,,,,,
7,76580859da3f88da,Was regelt das Kommunalsteuergesetz?,"Das Kommunalsteuergesetz regelt die Erhebung und Verwaltung der Steuern, die den Gemeinden und Kommunen zustehen. Es legt fest, welche Steuern von den Kommunen erhoben werden dürfen, wie diese berechnet, festgesetzt und eingezogen werden, sowie die Rechte und Pflichten der Steuerpflichtigen und der kommunalen Finanzbehörden. Ziel des Gesetzes ist es, die finanzielle Grundlage der kommunalen Selbstverwaltung sicherzustellen. 

Je nach Bundesland kann das Kommunalsteuergesetz unterschiedliche Regelungen enthalten, da die Kommunalsteuern in Deutschland überwiegend Ländersache sind. Typische kommunale Steuern, die durch solche Gesetze geregelt werden, sind beispielsweise die Grundsteuer, die Gewerbesteuer oder die Hundesteuer.",Eine Abgabe der Unternehmen an die Gemeinde (3 % der Bruttolohnsumme).,KommStG § 1 / § 3,,,,,,,,
8,76b6ac44e405025e,"Ein Unternehmer erhält vom Auftraggeber gebrauchte Messingplatten, entfernt Oxidationsschichten, glättet die Oberfläche und schneidet sie auf passende Maße zu. Nach der Behandlung können die Platten weiterhin nur als Messingplatten derselben Marktgattung verkauft werden; eine neue eigenständige Marktgängigkeit entsteht nicht. Liegt eine Bearbeitung oder Verarbeitung im Sinne des § 3 Abs. 6 vor?","Nach § 3 Abs. 6 UStG liegt eine Bearbeitung oder Verarbeitung vor, wenn ein Gegenstand so verändert wird, dass er seine ursprüngliche Form oder Beschaffenheit verliert und eine neue, eigenständige Marktgängigkeit entsteht. 

In diesem Fall werden die gebrauchten Messingplatten lediglich gereinigt, geglättet und zugeschnitten, jedoch nicht so verändert, dass sie ihre ursprüngliche Form oder Beschaffenheit als Messingplatten verlieren. Die Bearbeitung führt nicht zu einer neuen, eigenständigen Marktgängigkeit, da die Platten weiterhin nur als Messingplatten derselben Marktgattung verkauft werden können.

Daher liegt in diesem Fall keine Bearbeitung oder Verarbeitung im Sinne des § 3 Abs. 6 UStG vor. Die Voraussetzungen für eine Bearbeitung oder Verarbeitung sind nicht erfüllt, da die Platten ihre ursprüngliche Beschaffenheit und Marktgängigkeit beibehalten.","Nein. Als Bearbeitung oder Verarbeitung gilt nur eine Behandlung, durch welche nach der Verkehrsauffassung ein neues Verkehrsgut entsteht, also ein Gegenstand anderer Marktgängigkeit. Bleiben die behandelten Gegenstände trotz Reinigung, Glättung und Zuschnitt derselben Marktgattung zugeordnet, entsteht kein neues Verkehrsgut.",§ 3 Abs. 6 UStG 1994,,,,,,,,
9,76d6376b994c0764,"Arbeitgeberin A bezahlt ihrer Mitarbeiterin B das Klimaticket Österreich im Wert von 1.095 € jährlich. B pendelt von Mattersburg nach Wien und hat Anspruch auf ein Pendlerpauschale von 2.016 € pro Jahr. Da das Klimaticket steuerfrei ist, bleibt die volle Pendlerpauschale erhalten. Stimmt das?","Stimmt nicht ganz.

Hier ist der Grund:

* **Pendlerpauschale:** Die Pendlerpauschale wird als Sonderausgaben abgesetzt. Sie kann nur einmalig ausgezahlt werden.
* **Klimatickets:**  Klimaticketet sind in § 37 EStG (Österreichisches Einkommensteuergesetz) geregelt. Sie sind grundsätzlich steuerfrei.
* **Steuerliche Behandlung:** Der Arbeitnehmer erhält die volle Pendlerpauschale, da das Klimaticket steuerfrei ist. Es gibt keine Absetzbarkeit des Klimatickets.


**Zusammenfassend:** Das Klimaticket ist steuerfrei, aber die Pendlerpauschale ist nicht durch den Klimaticket abgezogen.","Falsch. Übernimmt der Arbeitgeber die Kosten eines Öffi-Tickets, wird das Pendlerpauschale gemäß § 16 Abs. 1 Z 6 lit. i EStG um den Wert des Tickets gekürzt. Es beträgt daher nur noch 2.016 € – 1.095 € = 921 € pro Jahr. Der Pendlereuro sowie der Verkehrsabsetzbetrag bleiben unberührt.",§ 16 Abs. 1 Z 6 lit. i EStG,,,,,,,,
10,77ef5c351646a7a6,"""Frau Meier betreibt eine Malerfirma in Wien. Sie streicht das Wohnzimmer von Herrn Bauer (Privatperson) in Graz. Wo gilt die Leistung steuerlich als ausgeführt: in Wien oder in Graz?""","Die Leistung wird steuerlich am Ort der tatsächlichen Ausführung erbracht, also in Graz. Gemäß § 3 Abs. 1 Z 2 UStG 1994 gilt bei sonstigen Leistungen, die an einen Nichtunternehmer erbracht werden, der Ort, an dem der Leistungsempfänger seinen Wohnsitz hat, als der Ort der Leistung. Da Herr Bauer eine Privatperson mit Wohnsitz in Graz ist und die handwerkliche Tätigkeit (Streichen des Wohnzimmers) physisch dort ausgeführt wird, ist Graz der für die Umsatzsteuer maßgebliche Leistungsort.","""Die Leistung wird in Graz ausgeführt, da bei grundstücksbezogenen Leistungen der Leistungsort am Ort des Grundstücks liegt (§ 3a Abs. 9 UStG).",§ 3a Abs. 9 UStG 1994,,,,,,,,
