task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,6c55c55994de18dc,"Frau Hahn hat Aktien der Z-AG in ihrem Depot bei der österreichischen Bank A. Sie beauftragt Bank A, alle Aktien auf ihr neues Depot bei derselben Bank A zu übertragen (interner Depottransfer). Einige Monate später überträgt sie dieselben Aktien auf ihr Depot bei der österreichischen Bank B, wobei sie Bank A beauftragt, Bank B die Anschaffungskosten mitzuteilen. Lösen diese Vorgänge steuerliche Konsequenzen nach § 27 EStG 1988 aus?","Nach § 27 Abs. 3 Z 1 EStG 1988 liegt ein steuerbarer Depotübertrag nur vor, wenn Wertpapiere von einem inländischen Depot auf ein ausländisches Depot übertragen werden. Ein reiner interner Übertrag zwischen Depots bei derselben inländischen Bank (Bank A) ist steuerlich nicht relevant. Auch der anschließende Übertrag zu einer anderen inländischen Bank (Bank B) stellt keinen steuerpflichtigen Depotübertrag dar, da beide Depots in Österreich gelegen sind. Die Mitteilung der Anschaffungskosten ist eine reine Informationsweitergabe für die künftige Verwaltung und löst keine Veräußerung oder Realisierung stiller Reserven aus. Somit haben diese Vorgänge keine steuerlichen Konsequenzen im Sinne des § 27 EStG 1988.","Nein, keiner der beiden Vorgänge löst steuerliche Konsequenzen aus. Gemäß § 27 Abs. 6 Z 2 EStG 1988 liegt in folgenden Fällen keine Veräußerung vor: (1) Bei der Übertragung auf ein anderes Depot desselben Steuerpflichtigen bei derselben depotführenden Stelle (interner Depottransfer bei Bank A) – hier besteht keine Melde- oder Beauftragungspflicht. (2) Bei der Übertragung auf ein Depot desselben Steuerpflichtigen bei einer inländischen depotführenden Stelle (Bank B), wenn der Steuerpflichtige die übertragende depotführende Stelle (Bank A) beauftragt, der übernehmenden Stelle (Bank B) die Anschaffungskosten mitzuteilen. Beide Vorgänge erfüllen die gesetzlichen Voraussetzungen, sodass keine Veräußerung und damit keine Steuerpflicht entsteht. Die Anschaffungskosten werden bei Bank B fortgeführt.",§ 27 Abs. 6 Z 2 EStG 1988,,,,,,,,
2,6ca218ea69786a15,Wenn ein angestellter Rechtsanwalt während einer Krankheit Zahlungen aus dem Unterstützungssystem der Rechtsanwaltskammer erhält – zählen diese als Arbeitslohn?,"Nicht. Die Zahlungen wegen Krankheit sind kein Arbeitslohn und werden nicht im Eigenteil der Rechtsanwaltskammer geltend gemacht.

### Explanation:
Diese Rechtsart ist eine Sonderregelung, die die Zahlungen aus dem Rechtsanwaltschaftsabkommen für eine Krankheit geltest. Diese Zahlungen zählen nicht für die Eigenhaltung der Rechtsanwaltskammer.","Ja. Krankengeld aus einer Unterstützungseinrichtung einer Kammer gilt als Einkünfte aus nichtselbständiger Arbeit, wenn es im Zusammenhang mit einem bestehenden oder früheren Dienstverhältnis steht (z. B. seiner Anstellung in der Kanzlei). Erfolgt die Zahlung hingegen nur wegen der Kammermitgliedschaft ohne Dienstverhältnis, liegt keine Einkunft aus nichtselbständiger Arbeit vor.",§ 25 Abs. 1 Z 1 lit. e EStG 1988 (i.V.m. § 32 Z 1 EStG 1988),,,,,,,,
3,6ce752f2b0f2dfa6,"Ein Auftraggeber übergibt einem Verarbeiter Silbergranulat zur Herstellung spezieller Kontakte. Vertraglich ist vereinbart, dass der Auftraggeber die bei der Verarbeitung entstehenden Silberreste und Schleifabfälle an den Verarbeiter zurückzugeben hat. Tatsächlich gibt der Auftraggeber am Ende nicht exakt diese konkreten Rückstände zurück, sondern Silberabfälle gleicher Art, wie sie in seinem Unternehmen regelmäßig anfallen. Erstreckt sich die Lieferung des Verarbeiters trotzdem auf den gesamten ursprünglichen Silbergehalt des übergebenen Materials?","In diesem Fall handelt es sich um eine vertragliche Vereinbarung zwischen dem Auftraggeber und dem Verarbeiter, die die Rückgabe von Silberresten und Schleifabfällen regelt. Die Frage, ob sich die Lieferung des Verarbeiters auf den gesamten ursprünglichen Silbergehalt des übergebenen Materials erstreckt, hängt von mehreren Faktoren ab, insbesondere von den vertraglichen Vereinbarungen und den rechtlichen Rahmenbedingungen.

1. **Vertragliche Vereinbarung**: Wenn im Vertrag ausdrücklich festgelegt ist, dass der Auftraggeber die spezifischen Rückstände zurückgeben muss, könnte die Rückgabe von anderen Silberabfällen als nicht vertragskonform angesehen werden. In diesem Fall könnte der Verarbeiter argumentieren, dass er nicht die vereinbarten Rückstände erhalten hat, was Auswirkungen auf die Abrechnung und die steuerliche Behandlung haben könnte.

2. **Art der Rückstände**: Wenn die zurückgegebenen Silberabfälle von der gleichen Art sind und einen ähnlichen Silbergehalt aufweisen, könnte man argumentieren, dass die Rückgabe im Wesentlichen den vertraglichen Anforderungen entspricht. Dies könnte jedoch von der genauen Formulierung des Vertrags abhängen.

3. **Steuerliche Behandlung**: In Bezug auf die steuerliche Behandlung könnte die Frage aufkommen, ob die Rückgabe der Silberabfälle als Lieferung im Sinne des Umsatzsteuergesetzes zu betrachten ist. Wenn die Rückgabe nicht den vertraglichen Anforderungen entspricht, könnte dies Auswirkungen auf","Nein. Muss ein Abnehmer dem Lieferer die bei der Bearbeitung oder Verarbeitung entstehenden Nebenerzeugnisse oder Abfälle zurückgeben, beschränkt sich die Lieferung auf den Gehalt des Gegenstandes an den Bestandteilen, die dem Abnehmer verbleiben. Das gilt auch dann, wenn der Abnehmer statt der konkret entstandenen Nebenerzeugnisse oder Abfälle Gegenstände gleicher Art zurückgibt, wie sie in seinem Unternehmen regelmäßig anfallen.",§ 3 Abs. 5 UStG 1994,,,,,,,,
4,6cecb10465cb3dc0,Zählen Pensionszusagen auch zu meinem Arbeitslohn (Einkünften aus nichtselbständiger Arbeit)?,"Ja, Pensionszusagen zählen ebenfalls zu deinem Arbeitslohn (Einkünften aus nichtselbständiger Arbeit).","Ja. Pensionszusagen gelten als Einkünfte aus nichtselbständiger Arbeit, wenn sie ganz oder teilweise anstelle des derzeit gezahlten Gehalts oder anstelle von Gehaltserhöhungen gewährt werden, auf die der Arbeitnehmer Anspruch hätte.",§ 25 Abs. 1 Z 1 lit. a EStG 1988,,,,,,,,
5,6db2f5ba0baea6be,Ein Unternehmer ordnet ein Bürogebäude seinem Unternehmen zu; bei Anschaffung bestand ein teilweiser Vorsteuerabzug. Später nutzt er einen Teil des Gebäudes unentgeltlich privat. Wird diese Verwendung nach § 3a Abs. 1a Z 1 einer sonstigen Leistung gegen Entgelt gleichgestellt?,"Nein

### Opinion:
Wenn die Voraussetzungen für den Vorsteuerabzug erfüllt sind, sind die Ausgaben nicht abzugsfähig.

### Breakdown:
1. Das Unternehmen hat die Voraussetzungen für die Vorsteuerabzug erfüllt, da es eine Nutzung der Gebäude und ihrer Anlagen forcierte.
2. Das Unternehmen hat die Ausgaben zu dem Zeitpunkt übernommen, an dem die Gegenleistung entstanden ist, also vor dem Zeitpunkt der Verwendung.
3. Es ist kein Entgelt zu zahlen, weil die Nutzung des Gebäudes nicht gegen Entgelt erfolgt, sondern gegen Gegenleistung.","Nein. Zwar wird die Verwendung eines dem Unternehmen zugeordneten Gegenstandes für unternehmensfremde Zwecke grundsätzlich einer sonstigen Leistung gegen Entgelt gleichgestellt, wenn der Gegenstand zum vollen oder teilweisen Vorsteuerabzug berechtigt hat. Diese Gleichstellung gilt aber ausdrücklich nicht für die Verwendung eines dem Unternehmen zugeordneten Grundstückes.",§ 3a Abs. 1a Z 1 UStG 1994,,,,,,,,
6,6df4350181059db0,Sind außergewöhnliche Belastungen nach § 34 EStG 1988 und § 35 EStG 1988 bei beschränkter Steuerpflicht anwendbar?,"Nein, die Begünstigungen gelten nur für unbeschränkt Steuerpflichtige (§ 34 Abs. 1 EStG 1988 und § 35 Abs. 1 EStG 1988).",Nein. § 102 Abs. 2 Z 3 EStG 1988 schließt unter anderem die Anwendung der §§ 34 und 35 bei beschränkt Steuerpflichtigen aus.,§ 102 Abs. 2 Z 3 EStG 1988,,,,,,,,
7,6e1a38baf0739132,Welche körperschaftsspezifischen Aufwendungen gelten nach § 11 KStG als Betriebsausgaben?,"Körperschaftsspezifische Aufwendungen, die nach § 11 Abs. 1 KStG als Betriebsausgaben anerkannt werden, umfassen beispielsweise:

1. Löhne und Gehälter für angestellte und freiberufliche Mitarbeiter
2. Miete und Gebühren für angemietete Räumlichkeiten
3. Strom, Gas, Wasser und Abwasserabgaben
4. Telefon- und Telefaxkosten
5. Versicherungsprämien
6. Werbungskosten
7. Reiselagekosten
8. Materialkosten
9. Reparatur- und Wartungskosten
10. Abschreibungen von Anlagegut

(Hinweis: Die Aufzählung ist nicht vollständig, es gelten","Aufwendungen im Zusammenhang mit Einlagen nach § 8 Abs. 1 KStG (Z 1), Zuführungen zu versicherungstechnischen Rückstellungen bei Versicherungsunternehmen (Z 3) sowie Zinsen für die Fremdfinanzierung des Erwerbs von Kapitalanteilen iSd § 10 (Z 4).",§ 11 Abs. 1 KStG 1988,,,,,,,,
8,6e30409d104c79b5,„Ein Reisebüro bucht im Namen eines Kunden eine Hotelübernachtung bei einem Drittanbieter. Wie sind die Leistungen umsatzsteuerlich zu behandeln?“,"Das Reisebüro kann in diesem Fall als sogenannter ""Reiseveranstalter"" oder als ""Reisevermittler"" tätig sein. 

Wenn das Reisebüro als Reiseveranstalter tätig ist, d.h. es schuldet dem Kunden die Gesamtheit der Reiseleistungen und tritt gegenüber dem Kunden als Vertragspartner auf, unterliegt die Leistung des Reisebüros gegenüber dem Kunden der Umsatzsteuer. In diesem Fall ist § 23 UStG 1994 anwendbar, der besondere Regelungen für Reiseleistungen enthält.

Wenn das Reisebüro",„Es liegt eine Besorgungsleistung vor. Die für die besorgte Leistung (Beherbergung) geltenden Vorschriften sind entsprechend anzuwenden.“,§ 3a Abs. 4 UStG 1994,,,,,,,,
9,6f7c260ae687ba22,"Ein Kommanditist einer Steuerberatungs-GmbH & Co KG ist verärgert über die Geschäftsführung und verkauft seinen gesamten Kommanditanteil mit erheblichem Gewinn an einen Dritten. Da er nur Kapitalgeber war, möchte er den Erlös als privates Veräußerungsgeschäft versteuern. Ist das rechtens?","Ja, es ist rechtens, dass der Kommanditist den Erlös als privates Veräußerungsgeschäft versteuern könnte, da er nicht direkt beteiligt war im Geschäft. Die Steuerordnung legt fest, dass der Einkäufer oder Veräußerer.","Nein, das ist nicht rechtens. Gemäß § 23 Z 3 i.V.m. § 24 EStG gehört der Veräußerungsgewinn eines Mitunternehmeranteils (und ein Kommanditist ist ein Mitunternehmer) zu den Einkünften aus Gewerbebetrieb. Ob der Gesellschafter aktiv im Betrieb mitgearbeitet hat oder nicht, spielt für diese Qualifikation keine Rolle.",§ 23 EStG 1988,,,,,,,,
10,7011b2fc275189db,"Welche Normen sind einschlägig, wenn eine Körperschaft eine internationale Schachtelbeteiligung veräußert und gleichzeitig Vorjahresverluste bestehen?",Stiftführt iste das Vermögen des Einkommenskosts der Gesellsatz für die Wirtsetzten. Die Ermitteln bei den Arbeitgebendes zur Abzug (§ 3 Abs 1 Z 2). Der Bundesweise erfolgt sowie auf dem Rechtliche Unternehmer im Jahr al-Babergammen mit nicht in diesem Steuerpfliederrechnet oder an untersuchlichkeitsprinischend von Gewinnstellnach gegrundige Gruppe jedochtssteht; abzuher Überhalben,"§ 10 Abs. 3 KStG: Veräußerungsgewinn ist steuerneutral (sofern keine Steuerwirksamkeitsoption). Da er außer Ansatz bleibt, erhöht er den Gesamtbetrag der Einkünfte nicht. § 8 Abs. 4 Z 2 KStG: Verlustvorträge können nur gegen steuerpflichtige Einkünfte verrechnet werden – der steuerfreie Veräußerungsgewinn zählt nicht. Verluste können dadurch ungenutzt bleiben.",§ 10 Abs. 3 KStG 1988; § 8 Abs. 4 Z 2 KStG 1988,,,,,,,,
