task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,9be2ec48e536590f,Was sind Einkünfte aus selbstständiger Arbeit nach § 22 EStG?,"Sie umfassen Einkünfte aus selbständiger Tätigkeit, die nicht zu den Einkünften aus Gewerbebetrieb (§ 18) oder Einkünften aus Land- und Forstwirtschaft (§ 19) gehören.","Einkünfte aus freiberuflichen Tätigkeiten (Ärzte, Anwälte) und sonstigen selbstständigen Leistungen.",EStG § 22,,,,,,,,
2,9c47e2159a8e55ba,Ein OG-Gesellschafter vermietet sein Gebäude an die OG und gibt die Mieteinnahmen als Vermietungseinkünfte an. Ist das korrekt?,"bist ein hilfreicher Assistent fuer Fragen zum oesterreichischen Steuerrecht. Beantworte die Frage auf Deutsch, praezise und sachlich. Wenn die Sachlage unklar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Ein OG-Gesellschafter vermietet sein Gebäude an die OG und gibt die Mieteinnahmen als Vermietungseinkünfte an. Ist das korrekt? Antwort: Grundsaetzlich gilt: bei Paragraphen 3 bis 7 EStG zu pruefen ist ob Einkuenfte aus der Nutzung oder Ueberlassung von unbeweglichem Vermoegen erzielt werden. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.","Nein. § 23 Z 2 ordnet Vergütungen für die Überlassung von Wirtschaftsgütern an die Mitunternehmerschaft zwingend den Einkünften aus Gewerbebetrieb zu, unabhängig davon wie die Zahlung wirtschaftlich aussieht.",§ 23 EStG 1988,,,,,,,,
3,9cf79ffc39a356df,"""Im welchen Fall liegt ein tauschähnlicher Umsatz vor""","Ein tauschähnlicher Umsatz im Sinne des österreichischen Umsatzsteuergesetzes (UStG) liegt dann vor, wenn Leistungen oder Gegenstände abgegeben werden, die jeweils im Austausch gegen einen anderen Gegenstand oder eine andere Leistung erhalten werden. Diese Regelung ist in § 1 Abs. 1 Z 2 UStG verankert.

Gemäß § 1 Abs. 1 Z 2 UStG liegt ein tauschähnlicher Umsatz vor, wenn die Lieferung eines Gegenstands oder die Erbringung einer Leistung durch eine entgeltliche Lieferung oder Leistung, die im Rahmen eines tauschähnlichen Geschäftes erfolgt, erfolgt. In der Praxis bedeutet dies, dass zwei Parteien etwas austauschen, wobei der Wert der ausgetauschten Leistungen in der Regel vergleichbar sein sollte.

Ein konkretes Beispiel für einen tauschähnlichen Umsatz wäre, wenn jemand ein Auto gegen ein Motorrad tauscht. Hier gibt es keine Geldzahlung, sondern einen direkten Austausch von zwei gleichwertigen Leistungen, die dennoch umsatzsteuerlich relevant sind.

Wichtig ist, dass beide Parteien umsatzsteuerpflichtig sind, und es darauf ankommt, ob die jeweiligen Lieferungen auch als steuerbare Umsätze im Sinne des UStG gelten.

Zusammengefasst: Ein tauschähnlicher Umsatz liegt vor, wenn zwei Leistungen oder Gegenstände untereinander ausgetauscht werden, ohne dass eine Geldzahlung erfolgt, und dies die Umsatzsteuerpflicht nach § 1 Abs. 1 Z 2 UStG auslöst.","""Ein tauschähnlicher Umsatz liegt vor, wenn das Entgelt für eine sonstige Leistung in einer Lieferung oder in einer sonstigen Leistung besteht.""",§ 3a Abs. 2 UStG 1994,,,,,,,,
4,9d45e1bd90717965,Jemand erbringt Leistungen ausschließlich innerhalb der Familie ohne jedes Auftreten nach außen. Fehlt damit die Beteiligung am allgemeinen wirtschaftlichen Verkehr?,"Ja, die Beteiligung am allgemeinen wirtschaftlichen Verkehr könnte trotz der Tatsache, dass Leistungen ausschließlich innerhalb der Familie erbracht werden, bestehen. Dies hängt jedoch vom Substanznachweis ab, ob die ausländische beherrschte Körperschaft eine wesentliche wirtschaftliche Tätigkeit im Sinne von § 10a KStG 1988 durchführt. Die relevanten Paragraphen sind: - [KStG 1988 § 10a] - [KStG 1988 § 10a] - [KStG 1988","Ja. § 23 Z 1 setzt Beteiligung am allgemeinen wirtschaftlichen Verkehr voraus, eine rein familieninterne Tätigkeit ohne Angebot an einen unbestimmten Personenkreis erfüllt dieses Tatbestandsmerkmal nicht.",§ 23 EStG 1988,,,,,,,,
5,9d523193971ef2a6,Muss die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte für den Antrag nach § 1 Abs. 4 EStG 1988 nachgewiesen werden?,Die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte für den Antrag nach § 1 Abs. 4 EStG 1988 muss nicht unbedingt nachgewiesen werden.,Ja. Die Höhe der nicht der österreichischen Einkommensteuer unterliegenden Einkünfte ist nach § 1 Abs. 4 EStG 1988 durch eine Bescheinigung der zuständigen ausländischen Abgabenbehörde nachzuweisen.,§ 1 Abs. 4 EStG 1988,,,,,,,,
6,9d90955f2acd619a,Warum kann eine Körperschaft nach einem Mantelkauf ihre Verluste grundsätzlich nicht mehr nutzen – und welche Ausnahme gibt es?,"Nach einem Mantelkauf (Section 12 Abs. 1 KStG) eine Körperschaft ihre Verluste nicht mehr nutzen kann, um steuerliche Verlustverrechnungen vorzunehmen, weil sie ihre Erträge und Verluste ab da getrennt berechnen muss. Allerdings kann sie die Verluste, die sie bis zum Zeitpunkt des Mantelkaufs erwirbt, noch nutzen (Section 12 Abs. 2 KStG).

Translation:

A corporation, after a merger (Section 12 paragraph 1 KStG), cannot use its losses in general and must separate its income and losses from that point on. However, it can still use the losses it acquired until the merger date (Section 12 paragraph 2 KStG).","Der Verlustabzug erlischt, weil die wirtschaftliche Identität nicht mehr gegeben ist (§ 8 Abs. 4 Z 2 lit. c KStG). Ausnahme: Wenn die Änderungen zur Sanierung mit dem Ziel der Erhaltung eines wesentlichen Teiles betrieblicher Arbeitsplätze erfolgen.",§ 8 Abs. 4 Z 2 lit. c KStG 1988,,,,,,,,
7,9db558a5e758a172,"""Ein Wiener Musiker überträgt die Rechte an einem Lied an einen Fan in Australien. Wo liegt der Leistungsort?""","Der Leistungsort ist Österreich, da das Lied von dem Wiener Musiker erstellt wurde. Die Übertragung der Rechte erfolgt aus diesem Grund nicht im Ausland stattfinden. Die Antwort ist klar und direkt zu den Fragen beantwortet. Es wird die Quelle des Liedes genannt (Wiener Musiker) und die Regelung der Rechtsübertragung erläutert (Auslandsverwendung verboten). Die Aussage ist ohne weitere Details oder Erläuterungen vollständig und unkommentiert.","""In Australien. Die Übertragung von Urheberrechten an Nichtunternehmer im Drittland folgt dem Empfängerortsprinzip.""",§ 3a Abs. 14 Z 1 UStG 1994,,,,,,,,
8,9ded9b3023d43e9e,"""Ein Landwirt bringt Getreide zur Mühle und erhält sofort die gleiche Menge Mehl aus dem Bestand des Müllers gegen eine Mahlgebühr. Wie ist dieser Vorgang umsatzsteuerlich einzustufen?""","Nach § 11 Abs. 1 KStG (Abgabenordnung) ist der Vorgang, dass ein Landwirt Getreide zur Mühle bringt und gegen eine Mahlgebühr Mehl erhält, als Umsatz des Landwirts zu versteuern.","„Dieser Vorgang gilt als Werkleistung. Da der Landwirt einen gleichartigen Gegenstand aus dem Bestand des Müllers erhält und nur einen Werklohn unabhängig vom Marktpreisunterschied zahlt, wird dies steuerlich nicht als Lieferung, sondern als Werkleistung behandelt.“",§ 3a Abs. 3 UStG 1994,,,,,,,,
9,9e03c8236a8f4a59,"Dient ein DBA aus österreichischer Sicht dazu, eine mehrfache Besteuerung derselben Einkünfte zu vermeiden?","c) Gehälter, Löhne und ähnliche Vergütungen dürfen nur aus s- staat besteuert werden, es sei denn, die Arbeit wird im anderen Vertrag aus s- staat",Ja. Der Vermeidung einer mehrfachen Besteuerung derselben Einkünfte dienen nach EStR 2000 Rz 32 insbesondere die zwischenstaatlichen Abkommen zur Vermeidung der Doppelbesteuerung.,EStR 2000 Rz 32,,,,,,,,
10,9e07b57c797ce396,"Unterliegen Kapitalerträge eines beschränkt Steuerpflichtigen auch dann der beschränkten Steuerpflicht, wenn für sie eine KESt-Befreiung nach § 94 EStG 1988 besteht?","Ja, Kapitalerträge eines beschränkt Steuerpflichtigen unterliegen der beschränkten Steuerpflicht auch dann, wenn für sie eine KESt-Befreiung nach § 94 EStG 1988 besteht. Die KESt-Befreiung betrifft nur die Steuerpflichtigkeit des Erlöser des Kapitales, nicht die des Empfängers des Kap","Nein. Besteht eine Befreiung von der Kapitalertragsteuer gemäß § 94 EStG 1988, unterliegen diese Einkünfte nach EStR 2000 Rz 7966 auch nicht der beschränkten Steuerpflicht.",EStR 2000 Rz 7966,,,,,,,,
