task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,7c4940a270ff3c17,Sind Trinkgelder für Arbeitnehmer steuerpflichtig?,"Ja, Trinkgelder sind für Arbeitnehmer in Österreich steuerpflichtig. Sie werden als Einkommen versteuert und unterliegen der Einkommensteuer sowie der Sozialversicherung.","Trinkgelder, die einem Arbeitnehmer von Dritten freiwillig gegeben werden, sind einkommensteuerfrei (§ 3 Abs. 1 Z 16a EStG).",EStG § 3 Abs. 1 Z 16a,,,,,,,,
2,7c5b854920de4749,"""Ein französischer Streaming-Anbieter verkauft ein Monatsabo für Filme an eine Privatperson, die in Wien lebt. Wo ist der Ort der Leistung für die Umsatzsteuer und warum?""","lich. Wenn die Sachlage unklar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: ""Ein französischer Streaming-Anbieter verkauft ein Monatsabo für Filme an eine Privatperson, die in Wien lebt. Wo ist der Ort der Leistung für die Umsatzsteuer und warum?"" Antwort: Grundsaetzlich gilt: bei Paragraphen 3 bis 7 Einkommen aus Koerperschaften das steuerliche Einkommen nach den Grundsaetzen der Paragraphen 1 bis 3 Einkuenfte aus Unternehmerschaften regelt. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.","Der Ort der Leistung liegt in Wien, da bei elektronischen Dienstleistungen an Nichtunternehmer der Leistungsort dort ist, wo der Leistungsempfänger seinen Wohnsitz oder gewöhnlichen Aufenthalt hat.",§ 3a Abs. 13 UStG 1994,,,,,,,,
3,7c656b2cea92aa57,"Unterliegen Kapitalerträge eines beschränkt Steuerpflichtigen auch dann der beschränkten Steuerpflicht, wenn für sie eine KESt-Befreiung nach § 94 EStG 1988 besteht?","Nun gut, das ist eine interessante Frage zur österreichischen Steuerrechtlichkeit. Hier ist die Antwort:

""Die Kapitalertragsteuer für die von ihnen bezogenen Einkünfte gemäß § 27 Abs. 2 Z 1 a, b und c des Einkommensteuergesetzes 1988 auf Antrag","Nein. Besteht eine Befreiung von der Kapitalertragsteuer gemäß § 94 EStG 1988, unterliegen diese Einkünfte nach EStR 2000 Rz 7966 auch nicht der beschränkten Steuerpflicht.",EStR 2000 Rz 7966,,,,,,,,
4,7c8a21b780ca41a2,"Ein Händler vertreibt Damenbinden, Tampons, Menstruationstassen, Kondome, hormonfreie Diaphragmen sowie ein intimbezogenes Lifestyleprodukt ohne Verhütungsfunktion. Der Händler ordnet alle Produkte dem Bereich der Intimgesundheit zu und begehrt für sämtliche Lieferungen dieselbe umsatzsteuerliche Behandlung. Zu bestimmen ist, welche Produktgruppen von der speziellen Befreiung tatsächlich erfasst sind.","Die Befreiung von der Umsatzsteuer betrifft nur die Lieferungen von Damenbinden, Tampons, Menstruationstassen und Kondomen.","Steuerfrei sind nur die Lieferungen von Waren der monatlichen Damenhygiene sowie von chemischen, hormonellen und mechanischen Verhütungsmitteln. Das bloße Lifestyle oder Intimprodukt ohne entsprechende Funktion fällt nicht darunter.",§ 6 Abs. 1 Z 5b UStG 1994,,,,,,,,
5,7cba96ca9fe741d9,"Arbeitgeberin A bezahlt ihrer Mitarbeiterin B das Klimaticket Österreich im Wert von 1.095 € jährlich. B pendelt von Mattersburg nach Wien und hat Anspruch auf ein Pendlerpauschale von 2.016 € pro Jahr. Da das Klimaticket steuerfrei ist, bleibt die volle Pendlerpauschale erhalten. Stimmt das?","Ja, das ist korrekt. 

Das Klimaticket Österreich, das der Arbeitgeber der Mitarbeiterin unentgeltlich oder verbilligt zur Verfügung stellt, ist gemäß § 3 Abs. 1 Z 11 lit. a EStG 1988 steuerfrei, wenn es sich um eine Jahreskarte für den öffentlichen Verkehr handelt.

Die Pendlerpauschale ist eine Werbungskostenpauschale, die unabhängig von der tatsächlichen Kostenübernahme durch den Arbeitgeber gewährt wird (§ 16 Abs. 1 Z 6 EStG 1988). Da das Klimaticket steuerfrei ist und keine lohnsteuerpflichtige Sachzuwendung darstellt, mindert es die Pendlerpauschale nicht.

Folglich bleibt der volle Anspruch auf das Pendlerpauschale von 2.016 € pro Jahr erhalten.","Falsch. Übernimmt der Arbeitgeber die Kosten eines Öffi-Tickets, wird das Pendlerpauschale gemäß § 16 Abs. 1 Z 6 lit. i EStG um den Wert des Tickets gekürzt. Es beträgt daher nur noch 2.016 € – 1.095 € = 921 € pro Jahr. Der Pendlereuro sowie der Verkehrsabsetzbetrag bleiben unberührt.",§ 16 Abs. 1 Z 6 lit. i EStG,,,,,,,,
6,7da7fba309b365db,"Beginnt die beschränkte Steuerpflicht bereits mit der Aufgabe des österreichischen Wohnsitzes, wenn weiterhin österreichische Inlandseinkünfte erzielt werden?","Nein. Die beschränkte Steuerpflicht beginnt nicht automatisch mit dem Verlust des österreichischen Wohnsitzes. Sie setzt voraus, dass der Steuerpflichtige seinen Wohnsitz nicht mehr in Österreich hat und nur noch ausländische Einkünfte erzielt. Österreichische Inlandseinkünfte unterliegen weiterhin der österreichischen Einkommensteuer, unabhängig davon, ob ein Wohnsitz besteht oder nicht.","Ja. Die beschränkte Steuerpflicht beginnt nach EStR 2000 Rz 27 nicht nur mit dem Erzielen inländischer Einkünfte, sondern auch mit der Aufgabe des inländischen Wohnsitzes oder gewöhnlichen Aufenthalts bei weiterem Erzielen von Inlandseinkünften.",EStR 2000 Rz 27,,,,,,,,
7,7e2b70b2538dc143,Wie hoch ist der Eingangssteuersatz der Lohnsteuer seit 2020?,"Der Eingangssteuersatz der Lohnsteuer seit 2020 ist **14,50 Prozent**. Falls weitere Details oder Rechtsfragen im Spektrum des Steuerrechts notwendig sind, können Sie gerne nachgefragt werden.",Er wurde in einer ersten Stufe von 25 % auf 20 % gesenkt.,EStG § 33 Abs. 1,,,,,,,,
8,7f4986f6be034659,"Ein Träger der Sozialversicherung verrechnet Leistungen an Versicherte, an mitversicherte Angehörige, an zum Ersatz von Fürsorgekosten Verpflichtete und an externe Unternehmen, die für eigene Projekte Gesundheitschecks einkaufen. Der Träger vertritt die Ansicht, seine öffentlich rechtliche Stellung erfasse alle diese Umsätze. Zu prüfen ist, welche Leistungsempfänger von der Befreiung gedeckt sind.","Um die Frage zur Umsatzsteuerbefreiung der Leistungen eines Trägers der Sozialversicherung zu analysieren, sind die relevanten Bestimmungen des Umsatzsteuergesetzes (UStG) heranzuziehen, insbesondere § 6 UStG, der verschiedene Befreiungen von der Umsatzsteuer regelt.

### 1. Prüfungsrelevante Bestimmungen

#### a) § 6 UStG - Steuerbefreiungen
Gemäß § 6 Abs. 1 Z 6 UStG sind Leistungen, die von Körperschaften öffentlichen Rechts (darunter fallen auch Träger der Sozialversicherung) zur Erfüllung ihrer hoheitsrechtlichen Aufgaben erbracht werden, von der Umsatzsteuer befreit. 

### 2. Leistungsempfänger
Im konkreten Fall sind die Leistungen an folgende Leistungsempfänger gerichtet:

- **Versicherte**
- **Mitversicherte Angehörige**
- **Verpflichtete zum Ersatz von Fürsorgekosten**
- **Externe Unternehmen**

#### a) Leistungen an Versicherte und mitversicherte Angehörige
Die Leistungen an Versicherte und deren mitversicherte Angehörige fallen durchaus unter die Steuerbefreiung, da sie in direktem Zusammenhang mit den hoheitlichen Aufgaben der Sozialversicherung stehen (§ 6 Abs. 1 Z 6 UStG).

#### b) Verpflichtete zum Ersatz von Fürsorgekosten
Diese Zahlungen könnten ebenfalls unter die Steuerbefreiung fallen, wenn sie im Rahmen der hoheitlichen Aufgaben erbracht werden. Es muss jedoch geprüft werden, ob die Sozialeinrichtung in diesem Fall handelt, um Fürsorgekosten im Sinne der Gesetze zu ersetzen, oder ob die Leistungen eine rein vertragsrechtliche Natur haben.

#### c) Leistungen an externe Unternehmen
Leistungen an externe Unternehmen, die Gesundheitschecks für eigene Projekte einkaufen, sind jedoch problematisch. Hier besteht in der Regel keine Steuerbefreiung, weil diese Leistungen nicht im Kontext der Erfüllung hoheitlicher Aufgaben liegen. Solche Geschäfte werden in der Regel als umsatzsteuerpflichtige Lieferungen oder Dienstleistungen angesehen, gemäß § 1 UStG, und unterliegen somit der Umsatzsteuer.

### 3. Fazit
- **Versicherte und mitversicherte Angehörige:** Steuerbefreiung gemäß § 6 Abs. 1 Z 6 UStG.
- **Verpflichtete zum Ersatz von Fürsorgekosten:** Mögliche Steuerbefreiung, je nach Einzelfallprüfung.
- **Externe Unternehmen:** Keine Steuerbefreiung, Umsatzsteuerpflicht gemäß § 1 UStG.

Insgesamt ist eine differenzierte Betrachtung der Leistungsempfänger notwendig, insbesondere im Hinblick auf die gesetzlich festgelegten Aufgaben und den Charakter der Dienstleistungen.","Steuerfrei sind nur die gesetzlich genannten Umsätze an die privilegierten Personengruppen sowie die Umsätze untereinander. Leistungen an sonstige außenstehende Dritte, wie hier die externen Unternehmen, sind nicht steuerfrei.",§ 6 Abs. 1 Z 7 UStG 1994,,,,,,,,
9,7faf10a124015d42,Wie funktioniert die degressive Abschreibung (AfA)?,"Die degressive Abschreibung (AfA) ist eine Abschreibungsmethode, bei der der Wert eines Wirtschaftsgutes im Laufe der Zeit linear abnimmt. Sie wird in Österreich nach § 7 EStG verwendet und ermöglicht es, den Wert eines Wirtschaftsgutes in den ersten Jahren der Nutzung stärker abzuschreiben als in den späteren Jahren. Die Höhe der degressiven Abschreibung wird durch die vom Gesetzgeber festgelegte Abschreibungssatztabelle bestimmt.",Es können im ersten Jahr bis zu 30 % des Restbuchwertes steuerlich abgeschrieben werden.,EStG § 7 Abs. 1a,,,,,,,,
10,7fdbf06c665de934,Wann entsteht die Steuerschuld nach der BAO?,"Die Steuerschuld entsteht in Österreich gemäß der Bundesabgabenordnung (BAO) in verschiedenen Fällen, die sich nach der konkreten Steuerart und dem jeweiligen Steuerzeitraum richten.

Gemäß **§ 201 BAO** entsteht die Steuerschuld für Abgaben, soweit in den Gesetzen über die betreffenden Abgaben nichts anderes bestimmt ist, im Zeitpunkt der Entstehung des Abgabenanspruchs. Für die Einkommensteuer entsteht die Steuerschuld jedoch zum Zeitpunkt der Erklärung der Steuerpflichtigen im Rahmen der Abgabenerklärung.

Für die Umsatzsteuer gilt speziell **§ 19 UStG**, wo die Steuerschuld mit Ablauf des Steuerzeitraumes, für den sie geschuldet wird, entsteht.

Zusammenfassend lässt sich sagen, dass die spezifischen Regelungen zur Entstehung der Steuerschuld je nach Steuerkategorie variieren, eine zentrale Grundlage bildet jedoch die BAO mit **§ 201** für allgemeine Steuerschuldfragen. 

Bitte beachten Sie, dass spezielle Regelungen je nach Art der Steuer existieren können und es wichtig ist, die entsprechenden Gesetzestexte zu konsultieren.","Sobald der Tatbestand verwirklicht ist, an den das Gesetz die Steuerpflicht knüpft (§ 21 BAO).",BAO § 21,,,,,,,,
11,7fe98fa6e7d17089,"""Was ist eine Werkleistung?""",Eine Werkleistung ist die Herstellung oder Veränderung einer Sache gegen Entgelt (§ 3 Abs. 1 UStG).,"""Überläßt ein Unternehmer einem Auftraggeber, der ihm einen Stoff zur Herstellung eines Gegenstandes übergeben hat, an Stelle des herzustellenden Gegenstandes einen gleichartigen Gegenstand, wie er ihn in seinem Unternehmen aus solchem Stoff herzustellen pflegt, so gilt die Leistung des Unternehmers als sonstige Leistung (Werkleistung), wenn das Entgelt für die Leistung nach Art eines Werklohnes unabhängig vom Unterschied zwischen dem Marktpreis des empfangenen Stoffes und dem des überlassenen Gegenstandes berechnet wird.""",§ 3a Abs. 3 UStG 1994,,,,,,,,
12,7ff0bb47814115f2,Ein französischer Consultant hält sich ohne feste Wohnung sieben Monate durchgehend in Österreich auf. Entsteht dadurch eine unbeschränkte Steuerpflicht?,"Ja, durch den siebenmonatigen durchgehenden Aufenthalt in Österreich entsteht grundsätzlich eine unbeschränkte Steuerpflicht.

Gemäß § 1 Abs. 2 EStG 1988 wird eine unbeschränkte Einkommensteuerpflicht begründet, wenn eine natürliche Person einen Wohnsitz (§ 26 EStG 1988) oder ihren gewöhnlichen Aufenthalt (§ 25 Abs. 1 EStG 1988) in Österreich hat. Der gewöhnliche Aufenthalt ist dort, wo sich eine Person unter Umständen aufhält, die erkennen lassen, dass der Aufenthalt nicht nur vorübergehend ist. Ein Aufenthalt von mehr als sechs Monaten (183 Tage) gilt als gewöhnlicher Aufenthalt.

Da der Consultant sich sieben Monate (mehr als 183 Tage) ununterbrochen in Österreich aufhält, liegt ein gewöhnlicher Aufenthalt vor, wodurch die unbeschränkte Steuerpflicht gemäß § 1 Abs. 2 EStG 1988 eintritt.

Ausnahmen können sich aus Doppel","Ja. Laut § 1 Abs. 2 EStG kann auch ohne Wohnsitz kann ein gewöhnlicher Aufenthalt vorliegen. Dauert der Aufenthalt im Inland länger als sechs Monate, tritt die unbeschränkte Steuerpflicht rückwirkend nach EStR 2000 Rz 23 ein.",§ 1 Abs. 2 EStG 1988;EStR 2000 Rz 23,,,,,,,,
13,800be1cad3c16f80,"Eine Modeexpertin kauft gezielt limitierte Designertaschen renommierter Luxusmarken auf, von denen bekannt ist, dass sie im Wert steigen. Sie bewahrt die Taschen unbenutzt in ihrem klimatisierten Lager auf und verkauft sie nach einer Haltefrist von 18 bis 24 Monaten mit erheblichem Aufschlag über spezialisierte Auktionshäuser weiter. Sie führt jährlich ca. 12 solcher Transaktionen durch und nutzt den Gewinn zur Finanzierung neuer Ankäufe. Liegt hier ein Gewerbebetrieb gemäß § 23 EStG vor?","Ja, gemäß § 23 Absatz 1 Einkommensteuergesetz (EStG) liegt ein Gewerbebetrieb vor, da die Tätigkeit im Sinne des § 23 EStG als gewerblicher Betrieb gewertet werden kann.<end_of_turn>","Ja, es liegt ein Gewerbebetrieb gemäß § 23 EStG vor. Die Tätigkeit wird selbstständig, nachhaltig (monatlicher Rhythmus) und mit einer klaren Gewinnerzielungsabsicht ausgeübt. Da die Expertin die Taschen systematisch als Handelsware nutzt und am allgemeinen wirtschaftlichen Verkehr (Verkauf über Auktionshäuser) teilnimmt, überschreitet dies die bloße private Vermögensverwaltung. Die planmäßige Ausnutzung von Marktschwankungen zur Gewinnerzielung steht hier im Vordergrund.",§ 23 EStG 1988,,,,,,,,
14,8055b77ef733a08d,"Eine freiberufliche Dozentin unterrichtet persönlich an einer privaten Einrichtung, die berufsbildende Lehrgänge anbietet und nach ihrer Zielsetzung mit öffentlichen Schulen vergleichbar ist. Sie stellt ihre Honorare nicht den einzelnen Kursteilnehmern, sondern unmittelbar der Einrichtung in Rechnung. Umstritten ist, ob die persönliche Unterrichtserteilung als Privatlehrerin auch dann begünstigt ist, wenn die Abrechnung institutionell und nicht gegenüber den Schülern erfolgt.","Die Frage, ob die persönliche Unterrichtserteilung einer freiberuflichen Dozentin auch bei institutioneller Abrechnung als Privatlehrerin im Sinne des Umsatzsteuergesetzes (UStG) begünstigt ist, ist bejahend zu beantworten. Gemäß § 6 Abs. 1 Z 12 UStG sind Lehrleistungen von Privatlehrern sowie von Einrichtungen, die eine vergleichbare Funktion wie öffentliche Schulen erfüllen, von der Umsatzsteuer befreit. Maßgeblich für die Inanspruchnahme dieser Steuerbefreiung ist die Art der erbrachten Leistung – nämlich die Vermittlung von Wissen und Fertigkeiten im Rahmen eines Bildungsprozesses – und nicht die Modalität der Honorarabrechnung oder die Identität des Rechnungsempfängers. Die Tatsache, dass die Dozentin ihre Honorare nicht direkt an die Kursteilnehmer, sondern an die private Einrichtung in Rechnung stellt, ändert nichts an der Qualifikation der Leistung als steuerbefreite Lehrleistung, sofern die Einrichtung selbst den Voraussetzungen einer anerkannten Bildungseinrichtung entspricht oder die Lehrgänge mit öffentlichen Schulen vergleichbar sind. Die institutionelle Abrechnung ist in der Praxis weit verbreitet und führt nicht zum Verlust der Befreiung, da die Dozentin in diesem Fall als Erbringerin einer befreiten Dienstleistung auftritt, die durch die Einrichtung an die Endnutzer (Schüler) weitergegeben wird. Somit bleibt die Begünstigung gemäß § 6 Abs. 1 Z 12 UStG unabhängig davon bestehen, ob die Abrechnung individuell oder institutionell erfolgt, solange der Kern der Tätigkeit die persönliche Unterrichtserteilung in einem berufsqualifizierenden oder vergleichbaren Rahmen ist, wobei die steuerliche Einordnung der Einkünfte als selbstständige Arbeit gemäß § 2 Abs. 1 Z 1 EStG unberührt bleibt.","Die Umsätze sind steuerfrei. Maßgeblich ist, dass die Leistungen von einer Privatlehrerin an einer Einrichtung erbracht werden, die unter die begünstigten Schulen fällt. Die unmittelbare Abrechnung mit der Einrichtung steht der Befreiung nicht entgegen.",§ 6 Abs. 1 Z 11 lit. b UStG 1994,,,,,,,,
15,80ec980da0e7f545,"Welche Körperschaften sind verpflichtet, sämtliche Einkünfte den Einkünften aus Gewerbebetrieb zuzurechnen?","Gemäß § 4 Abs. 3 Z 3 des österreichischen Einkommensteuergesetzes gelten als gewerbliche Einkünfte stets und in vollem Umfang Einkünfte aus der Tätigkeit von offenen Gesellschaften, Kommanditgesellschaften und anderen Gesellschaften, bei denen die Gesellschafter als Mitunternehmer eines Gewerbebetriebes anzusehen sind.","Steuerpflichtige, die aufgrund ihrer Rechtsform nach unternehmensrechtlichen Vorschriften zur Rechnungslegung verpflichtet sind, rechnungslegungspflichtige Erwerbs- und Wirtschaftsgenossenschaften sowie vergleichbare ausländische Körperschaften (§ 7 Abs. 3 KStG).",§ 7 Abs. 3 KStG 1988,,,,,,,,
16,815cdcbf78720a7e,Ein Gesellschafter einer Bau-Offenen-Gesellschaft (OG) arbeitet zusätzlich stundenweise als Bauleiter auf den Baustellen der OG und erhält dafür einen tariflichen Stundenlohn ausbezahlt. Kann er diese Einkünfte als Einkünfte aus nichtselbstständiger Arbeit (Lohnsteuer) geltend machen?,"lohn ausbezahlt. Kann er diese Einkünfte als Einkünfte aus nichtselbstständiger Arbeit (Lohnsteuer) geltend machen? Antwort: Grundsaetzlich gilt: Paragraph 32a EStG sowohl die tarifliche Einkommensteuer als auch zentrale Steuerabsetzbetrage regelt. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.","Nein. Gemäß § 23 Z 2 EStG zählen Vergütungen, die ein Mitunternehmer von der Gesellschaft für seine Tätigkeit im Dienste der Gesellschaft bezieht, ausnahmslos zu den Einkünften aus Gewerbebetrieb. Ein steuerrechtliches Dienstverhältnis zur eigenen Mitunternehmerschaft ist nicht möglich.",§ 23 EStG 1988,,,,,,,,
17,81b1d33d7c108edf,"Herr Berg verleiht Wertpapiere an eine Bank (Wertpapierleihe). Während der Leihperiode schüttet die Aktiengesellschaft eine Dividende aus. Die Bank zahlt Herrn Berg eine Ausgleichszahlung in Höhe der Dividende. Herr Berg erhält außerdem eine Leihgebühr. In der Zwischenzeit ist der Kurs der Aktien gesunken. Nach Rückgabe der Aktien veräußert er diese mit einem Verlust von 2.000 Euro. Wie sind Ausgleichszahlung, Leihgebühr und Veräußerungsverlust steuerlich zu behandeln, und ist ein Verlustausgleich möglich?",Ausgleichszahlung: Die Leihperiode ist eine Ausgleichszahlung. Sie wird von der Bank abgezogen. Sie kann nur in Höhe der Dividende berücksichtigt werden. Dividendenauszahlung: Die Dividendenauszahlung ist eine Auszahlung der Aktiengesellschaft. Sie wird von der Bank abgezogen.,"Ausgleichszahlung und Leihgebühr stellen gemäß § 27 Abs. 5 Z 4 EStG 1988 Einkünfte aus der Überlassung von Kapital dar und sind als Einkünfte aus Kapitalvermögen nach § 27 Abs. 1 EStG 1988 steuerpflichtig. Der Veräußerungsverlust von 2.000 Euro nach Rückerhalt der Aktien stellt einen Verlust aus realisierten Wertsteigerungen gemäß § 27 Abs. 3 EStG 1988 dar. Da Ausgleichszahlung und Leihgebühr nicht unter die Ausnahmen des § 27 Abs. 8 Z 1 EStG 1988 fallen (diese betrifft nur Zinserträge aus Geldeinlagen bei Kreditinstituten), ist ein Verlustausgleich zwischen dem Veräußerungsverlust (§ 27 Abs. 3) und diesen Erträgen (§ 27 Abs. 5 Z 4) zulässig, sofern alle Positionen dem besonderen Steuersatz nach § 27a Abs. 1 EStG 1988 unterliegen (§ 27 Abs. 8 Z 3 EStG 1988).",§ 27 Abs. 3 EStG 1988; § 27 Abs. 5 Z 4 EStG 1988; § 27 Abs. 8 Z 1 EStG 1988; § 27 Abs. 8 Z 3 EStG 1988,,,,,,,,
