task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,002b42f4f8e0bad0,Was zählt zu den Einkünften aus nichtselbstständiger Arbeit (§ 25 EStG)?,"Basierend auf den bereitgestellten Gesetzestexten kann ich sagen, dass Einkünfte aus nichtselbstständiger Arbeit (§ 25 EStG) in diesem Kontext keine speziellen Einkünfte sind, sondern Teil der allgemeinen Kategorie ""Einkünfte aus nichtselbständiger Arbeit"" (Ziffer 4 in Absatz 3 von § 2 EStG). Die relevanten Paragraphen sind: [EStG 1988 § 2] (3) Absatz 3, Der Einkommensteuer unterliegen nur: 4. Ziffer 4 Einkünfte aus nichtselbständiger Arbeit (","Bezüge aus einem bestehenden oder früheren Dienstverhältnis (Löhne, Gehälter, Pensionen).",EStG § 25,,,,,,,,
2,0110040656a1c688,"""Frau Becker mietet einen PKW für 25 Tage in München. Wo gilt die Vermietung steuerlich als ausgeführt?""","Die steuerliche Behandlung der Vermietung eines PKW richtet sich nach den umsatzsteuerlichen Vorschriften, insbesondere nach dem Ort der sonstigen Leistung gemäß § 3a UStG (Umsatzsteuergesetz).

**Sachverhalt:**  
Frau Becker mietet einen PKW für 25 Tage in München.

**Frage:**  
Wo gilt die Vermietung steuerlich als ausgeführt?

---

### Relevante Rechtsgrundlagen

- **§ 3a Abs. 3 Nr. 1 UStG** regelt den Ort der sonstigen Leistung bei der Vermietung von Beförderungsmitteln (z.B. PKW).
- Danach gilt bei der Vermietung von Beförderungsmitteln der Ort der tatsächlichen Überlassung als Leistungsort.

---

### Anwendung auf den Fall

- Der PKW wird in München übergeben und dort auch genutzt.
- Die Vermietung erfolgt somit am Ort der tatsächlichen Überlassung, also in München.

---

### Ergebnis

Die Vermietung des PKW gilt **steuerlich als in München ausgeführt**.

---

### Ergänzende Hinweise

- Dies gilt unabhängig davon, ob der Mieter im Inland oder Ausland ansässig ist","""Die Vermietung gilt in München als ausgeführt. Der Ort der kurzfristigen Vermietung ist der Ort, wo das Auto übergeben wird.""",§ 3a Abs. 12 UStG 1994,,,,,,,,
3,012bb750d042f789,Muss die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte für den Antrag nach § 1 Abs. 4 EStG 1988 nachgewiesen werden?,"Ja, die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte muss für den Antrag nach § 1 Abs. 4 EStG 1988 nachgewiesen werden. Dieser Antrag bezieht sich auf die Befreiung von der unbeschränkten Steuerpflicht in Österreich für bestimmte Personen, die ihre Einkünfte überwiegend im Ausland erzielen.

Laut § 1 Abs. 4 EStG 1988 kann eine Person, die nicht in Österreich ansässig ist, aber hier eine Wohnung oder ihren gewöhnlichen Aufenthalt hat, unter bestimmten Umständen von der unbeschränkten Steuerpflicht befreit werden, wenn sie nachweist, dass ihre Einkünfte überwiegend im Ausland erzielt werden.

Der Nachweis der Höhe der Auslandseinkünfte ist erforderlich, um die Voraussetzungen für diese Befreiung zu prüfen. Die Finanzbehörde kann in diesem Zusammenhang auch § 138 BAO anwenden, um die erforderlichen Nachweise und Unterlagen zu verlangen. Es ist daher ratsam, alle relevanten Dokumente und Belege über die Auslandseinkünfte bereitzuhalten, um den Antrag erfolgreich zu stellen.",Ja. Die Höhe der nicht der österreichischen Einkommensteuer unterliegenden Einkünfte ist nach § 1 Abs. 4 EStG 1988 durch eine Bescheinigung der zuständigen ausländischen Abgabenbehörde nachzuweisen.,§ 1 Abs. 4 EStG 1988,,,,,,,,
4,02fc565fe60c983e,"Eine österreichische Vermittlerin vermittelt für eine Privatperson aus Italien den Kauf einer Maschine, die sich zum Zeitpunkt der Verschaffung der Verfügungsmacht in Belgien befindet und nicht befördert oder versendet wird. Wo liegt der Ort der Vermittlungsleistung?","Der Ort der Vermittlungsleistung bestimmt sich nach § 3a Abs. 7 UStG 1994. Danach gilt bei Vermittlungsleistungen, die sich auf die Lieferung von Gegenständen beziehen, der Ort der Lieferung als Ort der sonstigen Leistung.

Da die Maschine sich zum Zeitpunkt der Verschaffung der Verfügungsmacht in Belgien befindet und nicht befördert oder versendet wird, liegt der Ort der Lieferung in Belgien.

Folglich ist der Ort der Vermittlungsleistung ebenfalls in Belgien zu verorten.

Zusammenfassung:  
Der Ort der Vermittlungsleistung liegt im Staat, in dem sich die Maschine zum Zeitpunkt der Verschaffung der Verfügungsmacht befindet, also in Belgien (§ 3a Abs. 7 UStG 1994).","Der Ort der Vermittlungsleistung liegt in Belgien. Eine Vermittlungsleistung an einen Nichtunternehmer wird dort erbracht, an dem der vermittelte Umsatz ausgeführt wird. Da die vermittelte Lieferung mangels Beförderung oder Versendung dort ausgeführt wird, wo sich der Gegenstand zur Zeit der Verschaffung der Verfügungsmacht befindet, liegt auch der Ort der Vermittlungsleistung in Belgien.",§ 3a Abs. 8 UStG 1994; § 3 Abs. 7 UStG 1994,,,,,,,,
5,034b62bf50eae2e0,"Ein pensionierter Bäcker verkauft seine komplett eingerichtete Bäckerei samt Kundenstock an einen Nachfolger. Der Kaufpreis von 300.000 Euro wird vereinbarungsgemäß in monatlichen Raten über 10 Jahre abbezahlt. Stellen diese Zahlungen Einkünfte aus Gewerbebetrieb dar, obwohl der Bäcker nicht mehr arbeitet?","bebetrieb dar, obwohl der Bäcker nicht mehr arbeitet? Antwort: Grundsaetzlich gilt: bei Paragraphen 7 bis 12 Einkommen als solchen zu wuerdigen sind Einkuenfte aus Gewerbebetrieb insbesondere Selbstaendigkeit Nachhaltigkeit Gewinnabsicht und Beteiligung am allgemeinen wirtschaftlichen Verkehr. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.","Ja. Gemäß § 23 Z 3 EStG gehören Veräußerungsgewinne im Sinne des § 24 ausdrücklich zu den Einkünften aus Gewerbebetrieb. Der Verkauf des gesamten Betriebs stellt eine solche Veräußerung dar, und auch die ratierliche Zuflussform ändert nichts an der Einkunftsart der daraus resultierenden Beträge.",§ 23 EStG 1988,,,,,,,,
6,05f3fe0571c40f47,Sind Steuerumlagen zwischen Gruppenträgern und Gruppenmitgliedern steuerpflichtig?,"Ja, Steuerpflicht besteht für Steuerausgaben zwischen Gruppenträgern und Gruppenmitgliedern.",Nein. Steuerumlagen zum Ausgleich der Wirkungen aus der Ergebniszurechnung sind gemäß § 9 Abs. 6 Z 5 KStG steuerneutral.,§ 9 Abs. 6 Z 5 KStG 1988,,,,,,,,
7,061e7f94e31cae52,Was regelt das Erbschafts- und Schenkungssteuergesetz (alt)?,"Das Erbschafts- und Schenkungssteuergesetz (alt) regelt die Steuerregelung für Erbverträge, abgeschlossene Eheleute und andere geschäftliche Interessen.",Es regelte die Besteuerung von Vermögensübergängen (2008 für verfassungswidrig erklärt und aufgehoben).,ErbStG (außer Kraft),,,,,,,,
8,065a7fa136a73d82,"Herr Adler ist Begünstigter einer Privatstiftung. Im laufenden Geschäftsjahr beträgt der Bilanzgewinn der Stiftung zu Jahresbeginn 50.000 Euro, die Gewinnrücklagen betragen 30.000 Euro, und das Evidenzkonto weist einen Stand von 200.000 Euro aus. Die Stiftung schüttet 90.000 Euro an Herrn Adler aus. In welchem Ausmaß handelt es sich um steuerpflichtige Einkünfte aus Kapitalvermögen?","Die steuerpflichtigen Einkünfte aus Kapitalvermögen betragen 20.000 Euro, da der Bilanzgewinn der Stiftung 50.000 Euro beträgt und die Gewinnrücklagen 30.000 Euro betragen. Die Schüttung von 90.000 Euro an Herrn Adler ist nicht steuerpflichtig, da sie aus den Gewinnrücklagen stammt.","Gemäß § 27 Abs. 5 Z 8 EStG 1988 gelten Zuwendungen insoweit als Substanzauszahlung (und damit nicht als steuerpflichtige Einkünfte), als sie den maßgeblichen Wert übersteigen und im Evidenzkonto Deckung finden. Der maßgebliche Wert gemäß § 27 Abs. 5 Z 8 lit. b EStG 1988 beträgt: Bilanzgewinn (50.000 Euro) + Gewinnrücklagen (30.000 Euro) = 80.000 Euro. Bis zu dieser Höhe (80.000 Euro) stellt die Zuwendung steuerpflichtige Einkünfte aus Kapitalvermögen gemäß § 27 Abs. 5 Z 7 EStG 1988 dar. Der überschießende Betrag von 10.000 Euro (90.000 − 80.000) gilt als Substanzauszahlung, sofern das Evidenzkonto mit 200.000 Euro ausreichend Deckung bietet (was hier der Fall ist). Diese 10.000 Euro sind nicht steuerpflichtig und mindern das Evidenzkonto.",§ 27 Abs. 5 Z 7 EStG 1988; § 27 Abs. 5 Z 8 EStG 1988; § 27 Abs. 5 Z 8 lit. b EStG 1988; § 27 Abs. 5 Z 8 lit. c EStG 1988,,,,,,,,
9,0666b45d3f4a93dd,Eine in Frankreich wohnende Person vermietet eine in Innsbruck gelegene Eigentumswohnung. Sind diese Einkünfte in Österreich beschränkt steuerpflichtig?,"Einkünfte in Österreich beschränkt steuerpflichtig? Antwort: Ja. A.- Die Schweizerische Eidgenossenschaft (SE) erklärte am 10. Dezember 1974 den Auszug aus dem ""Einführungsgesetz über die Steuern der Kantone und Gemeinden"" vom 23. Juni 1865 (StG), das sie mit dem ""Bundesgesetz über die Steuern des Bundes"" vom 20. März 1974 (StGB) vertritt. Sie hat die Bestimmungen dieses Gesetzes anwendbar erklärt, soweit sie nicht von der Verfassungs- oder Gesetzesvorschrift abweichen. Diese sind im vorliegenden Fall nicht massgebend, da die Steuer","Ja. Einkünfte aus Vermietung und Verpachtung sind nach § 98 Abs. 1 Z 6 EStG 1988 beschränkt steuerpflichtig, wenn das unbewegliche Vermögen im Inland gelegen ist.",§ 98 Abs. 1 Z 6 EStG 1988,,,,,,,,
10,06c161413b426051,"Was ist die ""Investitionsprämie"" im Zuge der COVID-Gesetze?","Die ""Investitionsprämie"" ist eine steuerliche Fördermaßnahme, die im Rahmen der COVID-19-Hilfsmaßnahmen in Österreich eingeführt wurde, um Unternehmen zu unterstützen und Investitionen anzuregen. Sie wurde im Jahr 2020 als Teil des Konjunkturpakets der österreichischen Bundesregierung ins Leben gerufen.

Die Investitionsprämie richtet sich an Unternehmen, die in bestimmte Wirtschaftsgüter investieren, und bietet eine Prämie in Form eines prozentualen Zuschusses auf die getätigten Investitionen. Die Höhe der Prämie beträgt in der Regel 7 % für allgemeine Investitionen und 14 % für Investitionen in bestimmte förderfähige Bereiche, wie beispielsweise Digitalisierung oder ökologische Maßnahmen.

Die Prämie kann für Investitionen in neue, bewegliche Wirtschaftsgüter, wie Maschinen, Anlagen oder Software, beantragt werden. Die Antragstellung erfolgt in der Regel online und muss innerhalb eines bestimmten Zeitraums nach der Investition erfolgen.

Die Investitionsprämie soll dazu beitragen, die wirtschaftlichen Auswirkungen der Pandemie abzumildern, Arbeitsplätze zu sichern und die Wettbewerbsfähigkeit der Unternehmen zu stärken. Es ist wichtig, die genauen Bedingungen und Fristen zu beachten, da diese sich im Laufe der Zeit ändern können.",Ein Zuschuss von 7 % bzw. 14 % für Neuinvestitionen in Unternehmen.,InvPrG,,,,,,,,
