task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,b95280ec8d7ae04e,Was gilt bei einem Forderungsverzicht eines Gesellschafters steuerlich für die Körperschaft?,"## Forderungsverzicht eines Gesellschafters im österreichischen Steuerrecht

Bei einem Forderungsverzicht eines Gesellschafters (z.B. durch Insolvenz) aus dem Sicht des österreichischen Steuerrechts ergeben sich folgende Punkte:

**1. Grundsätzlich:** Der Forderungsverzicht einer Gesellschafterin ist grundsätzlich **steuerpflichtig**. 
   * Die Körperschaft muss den Betrag, der vom Gesellschafter verzichtet wird, als Gewinn oder Verlust auf das Einkommenbuch führen.
   * Es kann jedoch eine Abgrenzung zwischen ""Verzicht"" und ""Gewinn/Verlust"" erfolgen, wenn es sich um einen Teil von Vermögenswerten handelt, der nicht direkt mit der Geschäftstätigkeit der Gesellschaft verbunden ist.

**2. Besteuerung:**
   * **Zins- und Zinsenverzug**: Bei Verfall von Forderungen aufgrund eines Zins- oder Zinsenverzugs sind die verbleibenden Beträge zu versteuern.
   * **Sonderausgaben**: Sonderausgaben wie z. B. Abschreibungen werden in der Regel nicht berücksichtigt.
   * **Absetzung**: In einigen Fällen können Absetzungen vorgenommen werden, z. B. bei der Absetzung von Steuern.


**3. Besonderheiten:**
   * **Forderungsausgleich**: Im Falle eines Auszahlungsauftrags an die Gesellschafter nach einem Forderungsverzicht müssen diese zunächst ihre eigenen Ansprüche geltend machen.
   * **Steuerliche Folgen**: Der Forderungsver",Der werthaltige Teil gilt als Einlage (§ 8 Abs. 1 KStG – außer Ansatz). Der nicht mehr werthaltige Teil ist steuerwirksam und erhöht das Einkommen der Körperschaft.,§ 8 Abs. 1 KStG 1988,,,,,,,,
2,b9753b4f84ff3aef,"Ein Investor kauft drei separate Grundstücke, die jeweils im Grundbuch auf drei verschiedene Einlagezahlen eingetragen sind. Die drei Grundstücke liegen direkt nebeneinander und bilden zusammen ein geschlossenes Hotelgelände. Das Hotel wird als Einheit betrieben. Der Verkäufer verlangt, dass für jedes Grundstück ein separater Kaufvertrag zu unterschiedlichen Zeitpunkten abgeschlossen wird, um die Grunderwerbsteuer auf drei verschiedene Erwerbsvorgänge aufzuteilen. Ist diese Aufteilung steuerlich zulässig?","In Österreich wird die Grunderwerbsteuer durch das Grunderwerbsteuergesetz (GrEStG) geregelt. Gemäß § 1 Abs. 1 GrEStG unterliegt der Erwerb von Grundstücken grundsätzlich der Grunderwerbsteuer. Der entscheidende Punkt in Ihrer Frage ist, ob die Aufteilung der Grundstücke und die separaten Kaufverträge steuerlich zulässig sind und zu einer Steuerersparnis führen können.

Laut § 5 Abs. 3 GrEStG wird bei mehreren Grundstückserwerben, die „in einem engen Zusammenhang“ stehen, eine einheitliche Bemessungsgrundlage für die Grunderwerbsteuer angesetzt, auch wenn diese in mehreren Verträgen abgewickelt werden. Der Gesetzgeber zielt darauf ab, steuerliche Gestaltungen zu verhindern, die durch die Aufspaltung von Erwerbsvorgängen in mehrere Einheiten eine Ersparnis der Grunderwerbsteuer erreichen wollen.

Da in Ihrem Fall alle Grundstücke zusammen ein geschlossenes Hotelgelände bilden und als solche eine Einheit betrieben werden, wird man hier einen engen Zusammenhang annehmen können. Dies bedeutet, dass die separate Ausweisung und Dokumentation durch verschiedene Kaufverträge nicht genügen wird, um die Grunderwerbsteuer auf mehrere Vorgänge aufzuteilen, da dies als steuerliche Gestaltung angesehen wird.

Zusammenfassend lässt sich sagen, dass die getrennte Aufteilung in drei Kaufverträge nicht dazu führt, dass die Grunderwerbsteuer auf drei verschiedene Erwerbsvorgänge aufgeteilt wird. Vielmehr wird in einem solchen Fall eine einheitliche Grunderwerbsteuer auf Grundlage des gesamten Kaufpreises für die Gruppen von Grundstücken gemäß § 5 Abs. 3 GrEStG fällig.","Nein. Gemäß § 2 Abs. 3 GrEStG werden Grundstücke, die zu einer wirtschaftlichen Einheit gehören, als ein Grundstück behandelt, wenn sich ein Rechtsvorgang auf mehrere Grundstücke bezieht. Die drei Grundstücke bilden zusammen ein zusammengehöriges Hotelgelände und stellen somit eine wirtschaftliche Einheit dar. Auch wenn formell drei separate Kaufverträge abgeschlossen werden, handelt es sich steuerlich um einen einheitlichen Erwerbsvorgang für ein Grundstück.",§ 2 Abs. 3 GrEStG 1987,,,,,,,,
3,b9b5737edaccadca,"Ein Autoliebhaber vermietet seine zwei privaten Oldtimer gelegentlich für Hochzeiten oder Filmaufnahmen. Die Einnahmen decken jedoch bei weitem nicht die hohen laufenden Kosten für Wartung, Versicherung und Garagenmiete. Da er die Fahrzeuge primär für sein eigenes Hobby besitzt und die Vermietung nur zur minimalen Kostensenkung nutzt, ist eine Gewinnerzielung objektiv nicht möglich. Liegt hier ein Gewerbebetrieb gemäß § 23 EStG vor?","Nein, es liegt kein Gewerbebetrieb gemäß § 23 EStG vor, da die Vermietung der Oldtimer nicht als Hauptzweck, sondern nur als Nebenaktivität zur Kostensenkung durchgeführt wird und keine Gewinnerzielung angestrebt wird.","Nein, es liegt kein Gewerbebetrieb vor. Ein wesentliches Merkmal des Gewerbebetriebs gemäß § 23 EStG ist die Absicht, einen Gesamtgewinn zu erzielen. Da die Tätigkeit objektiv nicht geeignet ist, einen Überschuss zu erwirtschaften, und sie aus persönlichen Neigungen (Hobby) betrieben wird, ist sie als steuerlich unbeachtliche Liebhaberei einzustufen.",§ 23 EStG 1988,,,,,,,,
4,b9c3d07292d2eb8c,"Ein in Italien wohnender Investor hat in Österreich weder Wohnsitz noch gewöhnlichen Aufenthalt, erzielt aber Mieteinkünfte aus einer Wohnung in Salzburg. Ist er in Österreich nur beschränkt steuerpflichtig?","chränkt steuerpflichtig? Antwort: Ja. A.- Die Schweizerische Eidgenossenschaft (SE) verfügt über eine Steuergesetzgebung, welche die Steuerpflicht für den Ausland nicht ausschliesst. Sie kann sich daher auch im Sinne von Art. 1 Abs. 2 lit. a des Bundesgesetzes vom 6. Oktober 1970 über die Ausländerinnen und Ausländer (AuG; SR 142.20), der nach dem Inkrafttreten dieses Gesetzes am 1. Januar 1983 in Kraft getreten war, anordnen lassen. Diese Bestimmung enthält folgende Vorschrift: ""Die Steuerpflicht wird durch die Verträge mit anderen","Ja. Fehlen Wohnsitz und gewöhnlicher Aufenthalt im Inland, kommt nur eine beschränkte Steuerpflicht nach § 1 Abs. 3 EStG 1988 in Betracht. Nach § 98 Abs. 1 Z 6 EStG 1988 sind die Mieteinkünfte in Österreich zu versteuern, da sich die Wohnung im österreichischen Inland, genauer Salzburg, befindet.",§ 1 Abs. 3 EStG 1988;§ 98 Abs. 1 Z 6 EStG 1988,,,,,,,,
5,ba863e8c1ec58699,Was ist die 'Option zur Steuerwirksamkeit' und wie wird sie ausgeübt?,"Die ""Option zur Steuerwirksamkeit"" (Regelbesteuerungsoption) ist ein Steuerrechtstermin aus dem österreichischen Abgabenrecht, wonach ein Steuerpflichtiger auf Antrag die allgemeine Steuertarif anstelle des progressiven Steuertarifs für bestimmte Einkünfte anwenden kann. Diese Option ist nur für Einkünfte anwendbar, für die","Der Steuerpflichtige erklärt in der KSt-Erklärung für das Anschaffungsjahr, dass Gewinne, Verluste und Wertänderungen steuerwirksam sein sollen. Die Option kann innerhalb eines Monats ab Abgabe der Erklärung nachgeholt oder widerrufen werden (§ 10 Abs. 3 Z 1–2 KStG).",§ 10 Abs. 3 Z 1–2 KStG 1988,,,,,,,,
6,baaa912ea6d68378,"Eine Parfümeriekette verkauft während eines Fluges von Wien nach Madrid noch vor der Landung Parfum an Bord des Flugzeugs an einen Passagier. Der Flug verläuft ohne Zwischenaufenthalt außerhalb des Gemeinschaftsgebiets. Gilt der Ort der Lieferung als in Spanien gelegen, weil dort der Kunde das Flugzeug verlässt?","Es gibt keine eindeutige Rechtsnorm zur Beantwortung dieser Frage im österreichischen Steuerrecht. In der Praxis wird unterschieden zwischen der Abfertigung des Gutes in der Zollunion und der tatsächlichen Lieferung. In diesem Fall, bei einem Flug ohne Zwischenlandung außerhalb der Zollunion, gilt die Abfertigung als in Österreich stattgegeben, da das Flugzeug noch im österreichischen Luftraum ist. Die tatsächliche Lieferung an den Kunden erfolgt erst in Spanien. Daher ist die Frage umstritten und kann je nach Ansicht der Steuerbehörde unterschiedlich beurteilt werden. Es empfehle, Beratung durch ein Steuerberater-Unternehmen in Österreich und in Spanien einzuholen.","Nein. Wird ein Gegenstand an Bord eines Luftfahrzeugs während einer Beförderung innerhalb der Gemeinschaft geliefert, gilt der Abgangsort des Personenbeförderungsmittels im Gemeinschaftsgebiet als Ort der Lieferung. Da der Flug in Wien im Gemeinschaftsgebiet beginnt und kein Zwischenaufenthalt außerhalb des Gemeinschaftsgebiets vorliegt, liegt der Ort der Lieferung in Österreich.",§ 3 Abs. 11 UStG 1994; § 3 Abs. 12 UStG 1994,,,,,,,,
7,bb34758d1218db92,"Ein Angestellter baut in seiner Freizeit leidenschaftlich gerne detailgetreue Modellflugzeuge. Gelegentlich verkauft er eines an Bekannte, allerdings decken die Verkaufserlöse bei Weitem nicht die teuren Materialkosten. Er macht das rein aus Freude am Basteln. Liegt ein Gewerbebetrieb nach § 23 EStG vor?",Bei einem Forderungsverzicht auf Seiten des Gesellschafters ist der nicht mehr werthaltige Teil der Forderung steuerwirksam.,"Nein, es liegt kein Gewerbebetrieb vor. Nach § 23 Z 1 EStG ist eine Gewinnerzielungsabsicht konstitutiv für einen Gewerbebetrieb. Da der Angestellte objektiv dauerhaft Verluste erzielt und die Tätigkeit aus reiner persönlicher Neigung ausübt, handelt es sich um steuerlich unbeachtliche Liebhaberei.",§ 23 EStG 1988,,,,,,,,
8,bbf65ae806ac0b23,"Was passiert steuerlich, wenn ein ausländisches Gruppenmitglied die Unternehmensgruppe verlässt und zuvor zugerechnete Verluste im Ausland noch nicht verrechnet wurden?","Wenn ein ausländisches Gruppenmitglied die Unternehmensgruppe verlässt und zuvor zugerechnete Verluste im Ausland noch nicht verrechnet wurden, können diese Verluste nicht mehr im Inland verrechnet werden. Eine Ausnahme besteht, wenn die Verluste im Ausland innerhalb von 5 Jahren nach dem Ausscheiden verrechnet werden können.","Im Jahr des Ausscheidens ist ein Betrag im Ausmaß aller zugerechneten im Ausland  noch nicht verrechneten ausländischen Verluste beim Gruppenträger als Gewinn zuzurechnen (Nachversteuerung, § 9 Abs. 6 Z 7 KStG).",§ 9 Abs. 6 Z 7 KStG 1988,,,,,,,,
9,bc26f68024d04885,Jemand erbringt Leistungen ausschließlich innerhalb der Familie ohne jedes Auftreten nach außen. Fehlt damit die Beteiligung am allgemeinen wirtschaftlichen Verkehr?,"Ja, wenn eine Person nur innerfamiliär tätig ist, fehlt es an der Beteiligung am allgemeinen wirtschaftlichen Verkehr. Die Tätigkeit ist dann nicht steuerpflichtig (§ 1 Abs. 4 Z 2 EStG).","Ja. § 23 Z 1 setzt Beteiligung am allgemeinen wirtschaftlichen Verkehr voraus, eine rein familieninterne Tätigkeit ohne Angebot an einen unbestimmten Personenkreis erfüllt dieses Tatbestandsmerkmal nicht.",§ 23 EStG 1988,,,,,,,,
10,bd25939df4835ce0,Ein Grundstückseigentümer räumt einem Dritten ein Baurecht für 50 Jahre ein. Der Baurechtberechtigte zahlt dafür einen monatlichen Bauzins. Wie wird die Grunderwerbsteuer für die Einräumung dieses Baurechtes bemessen?,"Die Grunderwerbsteuer für die Einräumung eines Baurechtes bemisst sich nach dem Wert des Baurechtes, der für die gesamte Dauer des Vertrages geschätzt wird. Die monatlichen Bauzinszahlungen stellen dabei einen wesentlichen Faktor für diese Wertermittlung dar.","Da das Baurecht gemäß § 2 Abs. 2 Z 1 GrEStG einem Grundstück gleichsteht, ist die Einräumung steuerpflichtig. Als Gegenleistung gilt gemäß § 5 Abs. 1 GrEStG der Wert der Bauzinse für die gesamte Dauer des Baurechtes. Dieser Wert wird nach den Regeln des Bewertungsgesetzes (kapitalisierter Wert der wiederkehrenden Leistungen) ermittelt.","§ 2 Abs. 2 Z 1 GrEStG 1987, § 5 Abs. 1 GrEStG 1987",,,,,,,,
