task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,52e7b01200851788,"""Ein Tourist aus Österreich mietet ein Auto für 7 Tage in Zakynthos, Griechenland. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Griechenland, da der Tourist aus Österreich dort seinen Wohnsitz hat und die Leistung dort erbracht wird.","""In Griechenland. Es handelt sich um eine kurzfristige Vermietung eines Beförderungsmittels an eine Privatperson (B2C). Gemäß § 3a Abs. 12 UStG 1994 wird die kurzfristige Vermietung eines Beförderungsmittels an dem Ort ausgeführt, an dem dieses Beförderungsmittel dem Leistungsempfänger tatsächlich zur Verfügung gestellt wird. Als kurzfristig gilt eine Vermietung während eines ununterbrochenen Zeitraumes a) von nicht mehr als 90 Tagen bei Wasserfahrzeugen, b) von nicht mehr als 30 Tagen bei allen anderen Beförderungsmitteln.""",§ 3a Abs. 12 UStG 1994,,,,,,,,
2,53056e40aa800496,"Ein Produzent übergibt Waren an einen Kommissionär, der sie im eigenen Namen, aber für Rechnung des Produzenten verkaufen soll. Die Waren befinden sich bereits im Lager des Kommissionärs, wurden aber noch nicht an den Endkunden verkauft. Gilt die Lieferung des Produzenten an den Kommissionär bereits als ausgeführt?",Bei einem Forderungsverzicht auf Seiten des Gesellschafters ist der nicht mehr werthaltige Teil der Forderung steuerwirksam.,"Nein. Beim Kommissionsgeschäft liegt zwar zwischen Kommittenten und Kommissionär eine Lieferung vor. Bei der Verkaufskommission gilt die Lieferung des Kommittenten aber erst mit der Lieferung durch den Kommissionär als ausgeführt. Solange der Kommissionär noch nicht an den Endkunden geliefert hat, gilt die Lieferung des Produzenten noch nicht als ausgeführt.",§ 3 Abs. 3 UStG 1994,,,,,,,,
3,53a21c12e2771043,"Eine Kommanditistin einer florierenden Logistik-KG kauft privat eine leere Lagerhalle und vermietet diese dauerhaft an die KG, an der sie beteiligt ist. Sie erhält dafür eine marktübliche monatliche Miete. Sind das Einkünfte aus Vermietung und Verpachtung?","Nein

### Explanation:
Zuständig ist die Bestimmung der Miete nach § 7:60a Abs. 2. in Verbindung mit § 6:4 Abs. 2a Ziffer 5.

### Conclusion:
Die Kommanditistin muss die Miete auf die Jahre, die die Lagerhalle vermietet hat, berechnet.

### Legal basis:
* § 43 BGB
* § 6:4 Abs. 2a Ziffer 5","Nein. Gemäß § 23 Z 2 EStG gehören Vergütungen, die ein Mitunternehmer (hier die Kommanditistin) für die Überlassung von Wirtschaftsgütern an die Gesellschaft erhält, zwingend zu den Einkünften aus Gewerbebetrieb. Die zivilrechtliche Gestaltung als Mietvertrag wird steuerrechtlich von dieser Spezialvorschrift überlagert (Sonderbetriebsvermögen).",§ 23 EStG 1988,,,,,,,,
4,53d374e7e8616974,Was zählt zu den Einkünften aus nichtselbstständiger Arbeit (§ 25 EStG)?,"Zu den Einkünften aus nichtselbstständiger Arbeit gemäß § 25 des Einkommensteuergesetzes (EStG) zählen alle Einkünfte, die eine Person aus einem Arbeitsverhältnis bezieht. Dazu gehören insbesondere:

1. **Gehälter und Löhne**: Die regelmäßigen Zahlungen, die ein Arbeitnehmer für seine Arbeit erhält.
2. **Zulagen und Prämien**: Zusätzliche Zahlungen, die über das Grundgehalt hinausgehen, wie z.B. Weihnachtsgeld, Urlaubsgeld oder Leistungsprämien.
3. **Sachbezüge**: Leistungen, die in Form von Sachwerten gewährt werden, z.B. Dienstwagen, kostenlose oder verbilligte Mahlzeiten.
4. **Abfindungen**: Zahlungen, die im Rahmen einer Beendigung des Arbeitsverhältnisses geleistet werden.
5. **Vergütungen für Überstunden**: Zusätzliche Zahlungen für geleistete Überstunden.
6. **Sonstige Vergütungen**: Alle anderen Zahlungen, die im Rahmen des Arbeitsverhältnisses geleistet werden, wie z.B. Provisionen.

Es ist wichtig zu beachten, dass auch bestimmte steuerfreie oder pauschal versteuerte Vergütungen, wie z.B. bestimmte Reisekostenvergütungen oder Aufwandsentschädigungen, in die Berechnung der Einkünfte aus nichtselbstständiger Arbeit einfließen können, jedoch","Bezüge aus einem bestehenden oder früheren Dienstverhältnis (Löhne, Gehälter, Pensionen).",EStG § 25,,,,,,,,
5,53f6d6c16c07ea3e,Ein Geschäftsführer hält 15 % der Firmenanteile und hat selbst Beiträge in die Pensionskasse der Firma eingezahlt. Wie werden die Auszahlungen versteuert?,"In Österreich unterliegen die Auszahlungen aus einer Pensionskasse grundsätzlich der Einkommensteuer. Die Besteuerung hängt jedoch von verschiedenen Faktoren ab, insbesondere von der Art der Auszahlung und der Höhe der Einzahlungen.

1. **Einmalige Auszahlung**: Wenn der Geschäftsführer eine einmalige Auszahlung aus der Pensionskasse erhält, wird diese in der Regel als außerordentliche Einkünfte behandelt. Hierbei kann die Steuerprogression durch die Anwendung der sogenannten „Fünftelregelung“ gemildert werden. Das bedeutet, dass die Auszahlung so behandelt wird, als ob sie über fünf Jahre verteilt wäre, was zu einer geringeren Steuerlast führen kann.

2. **Monatliche Rentenzahlungen**: Erhält der Geschäftsführer stattdessen monatliche Rentenzahlungen, werden diese als laufende Einkünfte betrachtet und unterliegen der regulären Einkommensteuer.

3. **Betriebliche Altersvorsorge**: Da der Geschäftsführer 15 % der Firmenanteile hält, könnte es auch relevant sein, ob die Pensionskasse als Teil einer betrieblichen Altersvorsorge betrachtet wird. In diesem Fall könnten besondere Regelungen zur Anwendung kommen.

4. **Sozialversicherungsbeiträge**: Es ist auch zu beachten, dass auf die Auszahlungen gegebenenfalls Sozialversicherungsbeiträge anfallen können, abhängig von der Art der Auszahlung und der individuellen Situation des Geschäftsführers.

Es ist ratsam, einen Steuerberater zu konsultieren,","Da der Geschäftsführer mit 15 % nicht wesentlich beteiligt ist (§ 22 Z 2 EStG – unter 25 %), wird der Teil der Auszahlung, der auf seine eigenen Beiträge entfällt, mit 25 % versteuert – wie bei gewöhnlichen Arbeitnehmern.",§ 25 Abs. 1 Z 2 lit. a EStG 1988 i.V.m. § 22 Z 2 EStG 1988,,,,,,,,
6,543aa81a3870df7d,Ein Unternehmer ordnet ein Bürogebäude seinem Unternehmen zu; bei Anschaffung bestand ein teilweiser Vorsteuerabzug. Später nutzt er einen Teil des Gebäudes unentgeltlich privat. Wird diese Verwendung nach § 3a Abs. 1a Z 1 einer sonstigen Leistung gegen Entgelt gleichgestellt?,"Die teilweise private Nutzung des Bürogebäudes ohne Entgelt kann nicht direkt nach § 3a Abs. 1a Z 1 einer sonstigen Leistung gegen Entgelt gleichgestellt werden, da diese Vorschrift auf Leistungen gegen Entgelt angewendet werden soll.

Allerdings kann diese Nutzung unter § 4 Abs. 4 EStG fallen, der eine Verminderung der Steuerersparnis infolge uneigentlicher Verwendung des Wirtschaftsgutes vorsieht. Der Unternehmer muss dann entsprechend den tatsächlichen Verhältnissen das Gemeinschaftsverhältnis zwischen der gewerblichen und nicht-gewerblichen Nutzung herstellen und die Einkünfte entsprechend korrigieren.

Es ist jedoch zu beachten, dass die steuerliche Behandlung des Bürogebäudes im Rahmen der Unternehmensveranlagung zu beachten ist.","Nein. Zwar wird die Verwendung eines dem Unternehmen zugeordneten Gegenstandes für unternehmensfremde Zwecke grundsätzlich einer sonstigen Leistung gegen Entgelt gleichgestellt, wenn der Gegenstand zum vollen oder teilweisen Vorsteuerabzug berechtigt hat. Diese Gleichstellung gilt aber ausdrücklich nicht für die Verwendung eines dem Unternehmen zugeordneten Grundstückes.",§ 3a Abs. 1a Z 1 UStG 1994,,,,,,,,
7,545c14e8b782da87,"Ein ehemaliger Geschäftsführer erhält nach seiner Pensionierung eine einmalige „Dankeszahlung“ aus dem Pensionsfonds der Firma, ohne vertraglichen Anspruch. Zählt diese Zahlung trotzdem als Arbeitslohn?","Nein, eine einmalige Dankeszahlung, die nach Pensionierung von einem ehemaligen Geschäftsführer erhalten wird und ohne vertraglichen Anspruch ist, zählt nicht als Arbeitslohn. (Paragraphenreferenz: § 11 Abs. 1 Nr. 1 KStG für Arbeitslohn)","Ja. Auch ohne Rechtsanspruch gilt jede Zahlung, die im Zusammenhang mit einem früheren Dienstverhältnis steht, als Einkünfte aus nichtselbständiger Arbeit (§ 25 Abs. 2 EStG 1988).",§ 25 Abs. 1 Z 2 lit. a und § 25 Abs. 2 EStG 1988,,,,,,,,
8,550150ae87f27c3f,Ein in Deutschland ansässiger beschränkt steuerpflichtiger Arbeitnehmer erzielt Bezüge aus einer Tätigkeit im Sinne des § 99 Abs. 1 Z 1 EStG 1988 und teilt dem Arbeitgeber unmittelbar zusammenhängende Werbungskosten vor Auszahlung mit. Kann der Arbeitgeber diese Werbungskosten bereits beim Lohnsteuerabzug abziehen?,"Nein, der Arbeitgeber kann diese Werbungskosten beim Lohnsteuerabzug nicht abziehen. Die relevanten Paragraphen sind: [KStG 1988 § 8] (4) Absatz 4, Folgende Ausgaben sind bei der Ermittlung des Einkommens als Sonderausgaben abzuziehen, soweit sie nicht Betriebsausgaben oder Werbungskosten darstellen: 1. Ziffer eins Ausgaben im Sinne des § 18 Abs. 1 Z 1 und 6 bis 9 des Einkommensteuergesetzes 1988. Ausgaben im Sinne des Paragraph","Ja, nach § 70 Abs. 2 Z 2 EStG 1988. Bei solchen Bezügen können unmittelbar zusammenhängende Werbungskosten abgezogen werden, wenn sie ein in einem EU- oder EWR-Staat ansässiger beschränkt steuerpflichtiger Arbeitnehmer dem Arbeitgeber vor Zufließen der Bezüge schriftlich mitteilt. Die Lohnsteuer beträgt dann 20% der zugeflossenen Einkünfte bis 20.000 Euro und 25% für den übersteigenden Teil.",§ 70 Abs. 2 Z 2 EStG 1988,,,,,,,,
9,55f091e0f1f5117c,"Begründet ein DBA für sich allein eine österreichische Steuerpflicht, wenn das innerstaatliche Recht keine Steuerpflicht vorsieht?","Beantworte die steuerrechtliche Frage. Nutze den bereitgestellten Gesetzestext als Hauptinformationsquelle, ziehe aber bei Bedarf auch dein allgemeines Wissen hinzu.

Frage:
Begründet ein DBA für sich allein eine österreichische Steuerpflicht, wenn das innerstaatliche Recht keine Steuerpflicht vorsieht?

Gesetzestext:
nützen um später wieder auf die neuste Version eines Gesetzestexts zu gelangen. § 1 KStG 1988 Unbeschränkte und beschränkte Steuerpflicht 1 . (1) Körperschaftsteuerpflichtig sind nur Körperschaften. 2 . (2) Unbeschränkt steuerpflichtig sind Körperschaften, die im Inland ihre Geschäftsleitung oder ihren Sitz ( § 27 der Bundesabgabenordnung) haben. Als Körperschaften gelten: 1 . 1. Inländische juristische Personen des privaten Rechts und diesen vergleichbare ausländische Rechtsgebilde. 2 . 2. Betriebe gewerblicher Art von Körperschaften des öffentlichen Rechts ( § 2 ). 3 . 3. Nichtrechtsfähige P

Antwort:","Nein. Nach der in EStR 2000 33 Prüfungsreihenfolge ist zunächst das innerstaatliche Recht maßgeblich. Erst wenn danach eine Steuerpflicht besteht, ist zu prüfen, ob ein DBA das Besteuerungsrecht einschränkt.",EStR 2000 Rz 33,,,,,,,,
10,56a60a0536bf28fd,"""Ein Österreicher vermietet seinen PKW für zwei Wochen an einen Schweizer Touristen. Ist das eine Katalogleistung nach Umsatzsteuerrecht?""","**Fragestellung:**  
Ein Österreicher vermietet seinen PKW für zwei Wochen an einen Schweizer Touristen. Handelt es sich dabei um eine Katalogleistung nach österreichischem Umsatzsteuerrecht?

---

**Relevante Rechtsgrundlagen und Begriffe:**  

1. **Katalogleistungen im Umsatzsteuerrecht:**  
   Im österreichischen Umsatzsteuergesetz (UStG) sind bestimmte Leistungen in Katalogen aufgelistet, die besondere umsatzsteuerliche Behandlung erfahren. Dazu zählen z.B. Beförderungsleistungen, Vermietung von Beförderungsmitteln, Telekommunikationsdienstleistungen, elektronische Dienstleistungen etc.

2. **Vermietung von Beförderungsmitteln:**  
   Nach § 3 Abs 11 UStG (bzw. § 3a UStG) gilt die Vermietung von Beförderungsmitteln (z.B. PKW, Flugzeuge, Schiffe) als eine sonstige Leistung, die an dem Ort ausgeführt wird, wo der Empfänger seinen Sitz hat, wenn der Empfänger Unternehmer ist. Für Nichtunternehmer gilt der Ort der tatsächlichen Nutzung.

3. **Katalogleistung:**  
   Die Vermietung","""Nein. Beförderungsmittel sind ausdrücklich ausgenommen. Es gelten die Sonderregeln für Beförderungsmittel.""",§ 3a Abs. 14 UStG 1994,,,,,,,,
