task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,18ca1e92198781db,"Ein Maschinenhändler verkauft eine CNC-Anlage an einen Kunden. Zivilrechtlich soll das Eigentum erst nach vollständiger Kaufpreiszahlung übergehen. Der Händler übergibt die Anlage aber sofort, der Kunde darf sie bereits uneingeschränkt in seinem Betrieb einsetzen, weitervermieten und im eigenen Namen darüber verfügen. Liegt bereits eine Lieferung vor, obwohl das Eigentum noch nicht übergegangen ist?","Ja, bereits eine Lieferung vorliegt. Nach § 3 Abs. 1 UStG (Umsatzsteuergesetz) ist eine Lieferung die Übertragung der Befähigung, über einen Gegenstand wirtschaftlich zu verfügen. Da der Kunde die CNC-Anlage bereits uneingeschränkt in seinem Betrieb einsetzen, weitervermieten und darüber verfügen darf, liegt eine solche Übertragung der wirtschaftlichen Verfügungsmacht vor, auch wenn das Eigentum noch nicht übergegangen ist.","Ja. Eine Lieferung liegt vor, wenn der Unternehmer den Abnehmer befähigt, im eigenen Namen über einen Gegenstand zu verfügen. Maßgeblich ist die Verschaffung der Verfügungsmacht, nicht der zivilrechtliche Eigentumsübergang. Wenn der Kunde die Anlage bereits im eigenen Namen wirtschaftlich beherrschen kann, liegt eine Lieferung vor.",§ 3 Abs. 1 UStG 1994,5,5,5,4,4,0,"§ 3.
(1)Lieferungen sind Leistungen, durch die ein Unternehmer den Abnehmer oder in dessen Auftrag einen Dritten befähigt, im eigenen Namen über einen Gegenstand zu verfügen. Die Verfügungsmacht über den Gegenstand kann von dem Unternehmer selbst oder in dessen Auftrag durch einen Dritten verschafft werden.","The answer correctly states that a supply already exists once the customer obtains economic control over the asset, even without transfer of legal ownership. This follows § 3 Abs. 1 UStG. The explanation is accurate but slightly longer than necessary."
2,18e7a733c1745989,Ein in der Schweiz wohnender Privatanleger verkauft ein in Wien gelegenes Grundstück aus seinem Privatvermögen. Unterliegt der Veräußerungsgewinn in Österreich der beschränkten Steuerpflicht?,"Nein, da der Steuerpflichtsgrund nicht gegeben ist, ist der Veräußerungsgewinn steuerfrei (§ 6 Abs. 1 Z 1 EStG).","Ja. Einkünfte aus privaten Grundstücksveräußerungen sind nach § 98 Abs. 1 Z 7 EStG 1988 beschränkt steuerpflichtig, soweit es sich um inländische Grundstücke handelt.",§ 98 Abs. 1 Z 7 EStG 1988,1,1,1,1,5,1,"7.
Einkünfte aus privaten Grundstücksveräußerungen im Sinne des § 30, soweit es sich um inländische Grundstücke handelt.","The answer incorrectly states that the gain is tax-free and cites the wrong legal provision. According to § 98 Abs. 1 Z 7 EStG, income from Austrian real estate is subject to limited tax liability. The conclusion is therefore incorrect."
3,18f708ba4b017506,Eine Gemeinde setzt Maßnahmen zur besseren Gestaltung von Bauland und überträgt in diesem Rahmen ein Grundstück an einen Privaten. Ist dieser Erwerb steuerfrei?,"Aber auch wenn das Grundstück im Sinne des Steuergesetzes steuerfrei ist, kann es sich nur um eine ""Bewilligung"" handeln, die dem Grundeigentümer gegenüber erfolgt. Das Grundstück wird daher nicht als solches erworben (vgl. Art. 1 Abs. 2 lit. a und c EStG). Es ist vielmehr ein Grundstück, dessen Erwerbs- oder Ver",Ja. Nach § 3 Abs. 1 Z 5 GrEStG 1987 ist der Erwerb eines Grundstückes bei behördlichen Maßnahmen zur besseren Gestaltung von Bauland nach den dafür geltenden Vorschriften von der Besteuerung ausgenommen.,§ 3 Abs. 1 Z 5 GrEStG 1987,1,1,0,0,2,1,"5.
bei behördlichen Maßnahmen zur besseren Gestaltung von Bauland der Erwerb eines Grundstückes nach den für die bessere Gestaltung von Bauland geltenden Vorschriften,",The answer refers to an incorrect legal provision and does not identify the exemption under § 3 Abs. 1 Z 5 GrEStG. It does not explain the statutory requirements and therefore does not correctly answer the question.
4,1906733d42f2cb35,"""Herr Schmidt betreibt eine Werbeagentur in Wien. Eine IT-Firma aus Salzburg installiert neue Software für sein Unternehmen. Wo gilt die Leistung steuerlich als ausgeführt: Wien oder Salzburg?""","Die Leistung gilt steuerlich in Wien als ausgeführt, da dort der Auftraggeber (Herr Schmidt) ansässig ist.","""Die sonstige Leistung gilt in Wien als ausgeführt, weil sie an einen Unternehmer erbracht wird. Laut Gesetz wird der Ort der Unternehmensniederlassung des Empfängers maßgeblich.""",§ 3a Abs. 6 UStG 1994,4,1,2,2,5,1,"(6)Eine sonstige Leistung, die an einen Unternehmer im Sinne des Abs. 5 Z 1 und 2 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Empfänger sein Unternehmen betreibt. Wird die sonstige Leistung an die Betriebsstätte eines Unternehmers ausgeführt, ist stattdessen der Ort der Betriebsstätte maßgebend.",The answer gives the correct result but cites the wrong legal provision (§ 3a Abs. 5 instead of § 3a Abs. 6 UStG). It does not explain that services to entrepreneurs are taxed at the recipient’s place of business.
5,19d7894f3752ecba,"In der Firma XY will der Chef seinen Mitarbeitern einen wöchentlichen Yogakurs mit einer zertifizierten Yogalehrerin im Büro organisieren. Er hat aber Bedenken, dass Yoga eine alternativmedizinische Methode ist und keine steuerfreie Gesundheitsförderung vorliegt. Was kann er machen?","Der Arbeitgeber kann den Yogakurs als steuerfreien Sachbezug nach § 3 Abs. 45 EStG anbieten, sofern er primär der Gesundheitsförderung dient und nicht der Freizeitgestaltung. Entscheidend ist, dass der Kurs während der Arbeitszeit oder in unmittelbarer Verbindung damit stattfindet, freiwillig ist und für alle Mitarbeiter zugänglich gemacht wird. Die Qualifikation der Yogalehrerin spricht für den gesundheitspräventiven Charakter. Zur rechtlichen Absicherung sollte er die konkrete Ausgestaltung (z.B. regelmäßige Termine, gesundheitlicher Fokus) klar dokumentieren und im Zweifel eine verbindliche Auskunft beim zuständigen Finanzamt einholen, um eine spätere Steuerpflicht zu vermeiden.","Yoga fällt gemäß § 3 Abs. 1 Z 13 EStG i.V.m. LStR Rz 77a grundsätzlich unter das Handlungsfeld Bewegung. Wichtig ist, dass die Gesundheitsförderung zielgerichtet, wirkungsorientiert, die wissenschaftliche Wirksamkeit belegt , vom Leistungsangebot der GKV erfasst, von einem qualifizierten Anbieter erbracht wird und das Gruppenkriterium erfüllt ist. Wenn diese Voraussetzungen erfüllt sind, ist der wöchentliche Yogakurs als Gesundheitsförderung steuerbefreit möglich.","§ 3 Abs. 1 Z 13 EStG
LStR Rz 77a",2,2,2,2,4,1,"Zielgerichtete, wirkungsorientierte Gesundheitsförderungen und präventive Maßnahmen sind nur dann steuerfreie Vorteile, soweit diese Maßnahmen vom Leistungsangebot der gesetzlichen Krankenversicherung umfasst sind.",The answer refers partly to the correct topic but applies additional requirements not supported by § 3 Abs. 1 Z 13 EStG. It also introduces external criteria and therefore is not fully supported by the provided provision.
6,1a8699b343c98648,"Welche voraussetzungen bezüglich Alter oder Gesundheit muss ein Übergeber erfüllen, damit die Freibetragsregelung (bis zu 900.000 Euro) bei der unentgeltlichen Übergabe eines Betriebes unter Lebenden zur Anwendung kommt?","Um die Freibetragsregelung bei der unentgeltlichen Übergabe eines Betriebes unter Lebenden zu nutzen, muss der Übergeber mindestens 55 Jahre alt sein oder an einer schweren, dauerhaften und unheilbaren Krankheit leiden, die zu einer erheblichen Beeinträchtigung der körperlichen oder geistigen Leistungsfähigkeit führt.","Gemäß § 3 Abs. 1 Z 2 lit. b GrEStG muss der Übergeber das 55. Lebensjahr vollendet haben oder wegen körperlicher, psychischer, sinnesbedingter oder kognitiver Funktionseinschränkungen erwerbsunfähig sein (nachzuweisen durch ein medizinisches Gutachten).",§ 3 Abs. 1 Z 2 lit. b GrEStG 1987,4,5,5,4,5,1,"b)
Der Übergeber hat im Falle einer Zuwendung unter Lebenden
–
das 55. Lebensjahr vollendet oder
–
ist wegen körperlicher, psychischer, sinnesbedingter oder kognitiver Funktionseinschränkungen in einem Ausmaß erwerbsunfähig, dass er nicht in der Lage ist, seinen Betrieb fortzuführen oder die mit seiner Stellung als Gesellschafter verbundenen Aufgaben oder Verpflichtungen zu erfüllen. Das Vorliegen der Erwerbsunfähigkeit ist auf Grundlage eines vom Steuerpflichtigen beizubringenden medizinischen Gutachtens eines allgemein beeideten und gerichtlich zertifizierten Sachverständigen zu beurteilen, es sei denn, es liegt eine medizinische Beurteilung durch den für den Steuerpflichtigen zuständigen Sozialversicherungsträger vor.",The answer correctly states that the transferor must be at least 55 years old or incapable of work due to health limitations. It accurately reflects § 3 Abs. 1 Z 2 lit. b GrEStG but omits the requirement of medical certification.
7,1ac33e9f5178e2fa,"Ein Unternehmen vermietet ein Wasserfahrzeug, das ausschließlich für touristische Ausflugsfahrten auf Binnengewässern und gelegentliche Eventcharter eingesetzt wird. Der Unternehmer beruft sich auf die Steuerbefreiung für Umsätze für die Seeschiffahrt. Fällt die Vercharterung unter § 9?","Nein, die Vercharterung fällt nicht unter § 9 UStG.  

**Erklärung:**

* **§ 9 UStG** regelt die umsatzsteuervon Seeschiffen. Es betrifft nur ""Lieferungen, sonstige Leistungen oder Einfuhren"" im Zusammenhang mit der Seeschifffahrt. 
* Das Wasserfahrzeug dient primär für touristische Ausflüge und Eventcharter. Diese Art von Nutzung liegt nicht im Bereich der Seeschifffahrt gemäß § 9 UStG.


**Wichtige Punkte:**

* **§ 9 UStG** bezieht sich auf die Seeschifffahrt.
* **§ 12 UStG** regelt den Vorsteuerabzug für den Transport von Gütern. 
* **§ 8 UStG** enthält Regelungen für die Besteuerung von Leistungen im Zusammenhang mit Beförderungsmitteln.



Letztendlich muss geprüft werden, ob die Tätigkeit des Unternehmens tatsächlich in den Anwendungsbereich von § 9 UStG fällt.","Nein, weil das Wasserfahrzeug nicht für die Seeschiffahrt oder die Rettung Schiffbrüchiger bestimmt ist.",§ 9 Abs. 1 Z 1 UStG 1994; § 9 Abs. 3 UStG 1994,4,3,5,3,4,0,"§ 9.
(1)Umsätze für die Seeschiffahrt (§ 6 Abs. 1 Z 2) sind:
1.
die Lieferungen, Umbauten, Instandsetzungen, Wartungen, Vercharterungen und Vermietungen von Wasserfahrzeugen für die Seeschiffahrt, die dem Erwerb durch die Seeschiffahrt oder der Rettung Schiffbrüchiger zu dienen bestimmt sind;","The answer correctly concludes that the exemption does not apply because the vessel is not used for sea navigation. However, it adds irrelevant legal provisions and omits the rescue-ship criterion in § 9 UStG."
8,1ae29a81c8694be0,"Ein Unternehmer veräußert ein Fahrzeug, für dessen Erwerb ihm seinerzeit kein Vorsteuerabzug zustand. Während der Nutzungsdauer wurde das Fahrzeug überwiegend für steuerfreie Umsätze verwendet, fallweise jedoch auch für einzelne steuerpflichtige Fahrten im Unternehmensbereich eingesetzt. Der Unternehmer beruft sich darauf, dass die steuerpflichtige Nutzung nur untergeordnet gewesen sei. Zu entscheiden ist, ob eine überwiegende Verwendung genügt.","Nach ständiger Rechtsprechung des EuGH und der österreichischen Finanzrechtsprechung (vgl. z.B. EuGH C-465/03, Kretztechnik) ist für die Beurteilung der Vorsteuerberichtigung bei einem gemischt verwendeten Wirtschaftsgut auf die tatsächliche Verwendung im jeweiligen Besteuerungszeitraum abzustellen. Eine nur überwiegende, aber nicht ausschließliche Verwendung für steuerfreie Umsätze reicht nicht aus, um den gesamten Vorsteuerausschluss beim Erwerb aufrechtzuerhalten. Da das Fahrzeug auch für steuerpflichtige Umsätze eingesetzt wurde, liegt eine gemischte Verwendung vor. Dies führt zu einer Aufteilung der ursprünglich nicht abziehbaren Vorsteuer und gegebenenfalls zu einer anteiligen Vorsteuerberichtigung gemäß § 12 Abs. 9 UStG für die Dauer der Nutzung. Die Behauptung einer nur untergeordneten steuerpflichtigen Nutzung ist für die grundsätzliche Systematik der Vorsteueraufteilung unbeachtlich.",Die Lieferung ist nicht steuerfrei. Die Befreiung verlangt eine ausschließliche Verwendung für die begünstigten steuerfreien Zwecke. Eine bloß überwiegende oder nahezu ausschließliche Verwendung reicht nicht aus. Schon die teilweise Verwendung für steuerpflichtige Umsätze schließt die Befreiung aus.,§ 6 Abs. 1 Z 26 UStG 1994,3,1,2,3,5,1,"26.
die Lieferungen von Gegenständen, wenn der Unternehmer für diese Gegenstände keinen Vorsteuerabzug vornehmen konnte und die gelieferten Gegenstände ausschließlich für eine nach den Z 7 bis 25 steuerfreie Tätigkeit verwendet hat;","The answer reaches the correct conclusion but applies the wrong legal framework. According to § 6 Abs. 1 Z 26 UStG, exclusive use is required. The answer instead relies on input VAT adjustment rules."
9,1b142f9e8eae715b,"""Ein französisches Unternehmen bucht für seine Mitarbeiter Catering, die direkt mit dem Messeeintritt in Wien verbunden ist. Ort der Leistung?""",Ort der Leistung ist Österreich (§ 3a (5)).,"""In Wien. Mit der Eintrittsberechtigung zusammenhängende Leistungen werden dort besteuert, wo die Messe stattfindet.""",§ 3a Abs. 11a UStG 1994,4,1,2,2,5,1,"(11a)Sonstige Leistungen betreffend die Eintrittsberechtigung sowie die damit zusammenhängenden sonstigen Leistungen für kulturelle, künstlerische, wissenschaftliche, unterrichtende, sportliche, unterhaltende oder ähnliche Veranstaltungen, wie Messen und Ausstellungen, werden dort ausgeführt, wo diese Veranstaltungen tatsächlich stattfinden, soweit diese Leistungen an einen Unternehmer im Sinne des Abs. 5 Z 1 und 2 erbracht werden.",The answer gives the correct location but cites the wrong provision (§ 3a Abs. 5 instead of § 3a Abs. 11a UStG). It does not explain that services related to admission to events are taxed at the event location.
10,1b5af38bcd3d7411,"""Wann gilt die Verwendung eines dem Unternehmen zugeordneten Gegenstandes für private Zwecke oder für den Bedarf des Personals als sonstige Leistung?""","Wenn der Betrieb in einem Geschäftsbereich tätig ist, dann kann eine andere
Leistungsweise nicht entstehen. Wenn aber das Geschäftsgeschäftsgebiet von einer anderen,
nicht vom Unternehmensgeschäft ausgewiesenem Bereich abgegrenzt wird (z.B. wenn es sich um einen
Gartenbau handelt), so können auch solche Dienste im Rahmen dieses Abkommens nachdrücklich
beziehbar gemacht werden.


Es gibt keine spezielle Regelung dafür - je nach Art der Vergabe bzw. Ausstattungen sind diese
differenzierter zu betrachten","""Die Verwendung eines dem Unternehmen zugeordneten Gegenstandes, der zum vollen oder teilweisen Vorsteuerabzug berechtigt hat, durch den Unternehmer
–
für Zwecke, die außerhalb des Unternehmens liegen,
–
für den Bedarf seines Personals, sofern keine Aufmerksamkeiten vorliegen.""",§ 3a Abs. 1a UStG 1994,1,1,0,0,2,1,"(1a)Einer sonstigen Leistung gegen Entgelt werden gleichgestellt:
1.
Die Verwendung eines dem Unternehmen zugeordneten Gegenstandes, der zum vollen oder teilweisen Vorsteuerabzug berechtigt hat, durch den Unternehmer
–
für Zwecke, die außerhalb des Unternehmens liegen,
–
für den Bedarf seines Personals, sofern keine Aufmerksamkeiten vorliegen;",The answer incorrectly claims that no specific legal rule exists. § 3a Abs. 1a UStG clearly defines when such private use is treated as a supply of services.
