task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
1,58f7ba556eb8de76,Jemand erbringt Leistungen ausschließlich innerhalb der Familie ohne jedes Auftreten nach außen. Fehlt damit die Beteiligung am allgemeinen wirtschaftlichen Verkehr?,"Ja, wenn jemand Leistungen ausschließlich innerhalb der Familie erbringt und diese Leistungen nicht nach außen treten, fehlt in der Regel die Beteiligung am allgemeinen wirtschaftlichen Verkehr.

**Begründung:**

Im deutschen Steuer- und Wirtschaftsrecht ist die Beteiligung am allgemeinen wirtschaftlichen Verkehr eine wichtige Voraussetzung, um bestimmte Rechtsfolgen auszulösen, etwa im Umsatzsteuerrecht oder bei der Gewerbesteuer. Der allgemeine wirtschaftliche Verkehr setzt voraus, dass Leistungen oder Tätigkeiten nach außen gerichtet sind, also gegenüber Dritten erbracht werden oder zumindest potenziell Dritten angeboten werden.

Wenn Leistungen ausschließlich innerhalb der Familie erbracht werden und kein Auftreten nach außen erfolgt, handelt es sich meist um eine rein private, nichtwirtschaftliche Tätigkeit. Diese ist nicht am allgemeinen wirtschaftlichen Verkehr beteiligt, da kein Austausch mit dem Markt oder der Öffentlichkeit stattfindet.

**Praxisbeispiel:**

- Ein Elternteil betreut die eigenen Kinder oder pflegt einen Angehörigen ohne Vergütung und ohne Angebot an Dritte.
- Ein Familienmitglied repariert kostenlos das Fahrrad eines anderen Familienmitglieds.

In solchen Fällen liegt keine Teilnahme am allgemeinen wirtschaftlichen Verkehr vor.

**Fazit:**

Leistungen, die ausschließlich innerhalb der Familie erbracht werden und","Ja. § 23 Z 1 setzt Beteiligung am allgemeinen wirtschaftlichen Verkehr voraus, eine rein familieninterne Tätigkeit ohne Angebot an einen unbestimmten Personenkreis erfüllt dieses Tatbestandsmerkmal nicht.",§ 23 EStG 1988,,,,,,,,
2,5a3c68a5df58b6c2,"""An welchem Ort ist eine Vermittlungsleistung an einen Nichtunternehmer erbracht?""","Eine Vermittlungsleistung an einen Nichtunternehmer erbracht an dem Ort, an dem die Vermittlung stattfindet.","""Eine Vermittlungsleistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 wird an dem Ort erbracht, an dem der vermittelte Umsatz ausgeführt wird.""",§ 3a Abs. 8 UStG 1994,,,,,,,,
3,5a8d772ba442d6cf,Ein österreichischer Steuerinländer gibt seinen inländischen Wohnsitz auf und verlegt den Mittelpunkt seiner Lebensinteressen ins Ausland. Kann die Aufgabe des inländischen Wohnsitzes Wegzugsbesteuerung auslösen?,"Ja, die Aufgabe des inländischen Wohnsitzes kann Wegzugsbesteuerung auslösen. Gemäß § 27 Abs. 1 EStG 1988 wird bei einem unbeschränkt steuerpflichtigen Steuerinländer, der seinen Wohnsitz oder seinen gewöhnlichen Aufenthalt im Inland aufgibt, der Steuerpflichtige so behandelt, als ob er seine gesamten inländischen Vermögenswerte zu dem Zeitpunkt, in dem er seinen Wohnsitz oder gewöhnlichen Aufenthalt im Inland aufgibt, veräußert hätte.

Dies gilt jedoch nur, wenn der Steuerpflichtige seinen Mittelpunkt der Lebensinteressen ins Ausland verlegt. Der Mittelpunkt der Lebensinteressen bestimmt sich nach § 26 Abs. 1 BAO und umfasst die persönlichen und wirtschaftlichen Beziehungen des Steuerpflichtigen.

Die Wegzugsbesteuerung ist in § 27 EStG 1988 geregelt und dient dazu, die Steuerpflicht für die im Inland erzielten Einkünfte und das im Inland vorhandene Vermögen abzuschließen, wenn der Steuerpflichtige seinen Wohnsitz oder gewöhnlichen Aufenthalt ins Ausland verlegt.","Ja. Die Aufgabe des inländischen Wohnsitzes löst gemäß § 27 Abs. 6 Z 1 lit. a EStG 1988 Wegzugsbesteuerung aus, wenn dadurch abkommensrechtlich eine Einschränkung des österreichischen Besteuerungsrechts bewirkt wird.","§ 27, Abs. 6 Z 1 lit. a EStG 1988;EStR 2000 Rz 26",,,,,,,,
4,5ad41bb8b284f360,"Eine Tätigkeit ist selbständig, nachhaltig, gewinnorientiert und am Markt angeboten. Ist die Tätigkeit dadurch automatisch ein Gewerbebetrieb nach § 23 Z 1?","Nein, die Tätigkeit ist nicht automatisch ein Gewerbebetrieb nach § 23 Z 1, da Gewerbebetriebe in der Regel durch den Betrieb von Unternehmen mit mehreren Personen oder mehreren Geschäftsführern bestimmt sind.","Nein. § 23 Z 1 schließt ausdrücklich Land- und Forstwirtschaft sowie selbständige Arbeit aus, nur wenn die Tätigkeit unter keine dieser Einkunftsarten fällt greift § 23.",§ 23 EStG 1988,,,,,,,,
5,5b50d618694b7d0e,Was regelt das Gemeinnützigkeitsreformgesetz 2023 hinsichtlich Spenden?,"Das Gemeinnützigkeitsreformgesetz 2023 regelt hinsichtlich Spenden, dass die Spende eines Spenders, die nach dem 1. Jänner 2024 erfolgt, nur dann als Spende anerkannt wird, wenn der Spender im Zusammenhang mit der Spende eine Spendeneinwilligung in Form einer schriftlichen Erklärung vorlegt. Diese Regelung trifft gemäß § 2 Absatz 1 des Gesetzes zum Gemeinnützigen Recht (GemeinnützG) ab dem 1. Jänner 2024 zu Anwendung.",Es erweitert den Kreis der spendenbegünstigten Einrichtungen erheblich (z.B. auf Bildung).,EStG § 4a,,,,,,,,
6,5b9d9f69bf846610,Wenn ein angestellter Rechtsanwalt während einer Krankheit Zahlungen aus dem Unterstützungssystem der Rechtsanwaltskammer erhält – zählen diese als Arbeitslohn?,"Basierend auf dem Gesetzestext des Einkommensteuergesetzes (EStG) und insbesondere auf § 33, 62 bis 64 und 66, sowie § 34 Abs. 8, kann ich folgende Antwort geben:

Nein, Zahlungen aus dem Unterstützungssystem der Rechtsanwaltskammer, die ein angestellter Rechtsanwalt während einer Krankheit erhält, zählen nicht als Arbeitslohn. Dies liegt daran, dass diese Zahlungen nicht als ""Bezüge aus einer gesetzlichen Sozialversicherung"" im Sinne des § 34 Abs. 8 EStG gelten.

Gemäß § 34 Abs. 8 EStG ist der Pauschbetrag für ausschließlich körperlich tätige Arbeitnehmer höchstens 7,5% des vollen Betrages der Bezüge, während für andere Berufsgruppen, wie Rechtsanwälte, der Pauschbetrag höchstens 15% des vollen Betrages der Bezüge betragen darf. Da es sich bei den Zahlungen","Ja. Krankengeld aus einer Unterstützungseinrichtung einer Kammer gilt als Einkünfte aus nichtselbständiger Arbeit, wenn es im Zusammenhang mit einem bestehenden oder früheren Dienstverhältnis steht (z. B. seiner Anstellung in der Kanzlei). Erfolgt die Zahlung hingegen nur wegen der Kammermitgliedschaft ohne Dienstverhältnis, liegt keine Einkunft aus nichtselbständiger Arbeit vor.",§ 25 Abs. 1 Z 1 lit. e EStG 1988 (i.V.m. § 32 Z 1 EStG 1988),,,,,,,,
7,5be3d45d85d100ea,Ein beschränkt steuerpflichtiger Vortragender bezieht Arbeitnehmerbezüge aus einer Tätigkeit im Sinne des § 99 Abs. 1 Z 1 EStG 1988. Kann dafür im Lohnsteuerabzug ein 20%-Satz zur Anwendung kommen?,"Nach § 99 Abs. 1 Z 1 EStG 1988 sind für Vortragende Sonderfälle der beschränkten Steuerpflicht vorgesehen. Ob hierbei der 20%-Satz zur Anwendung kommt, hängt von den genauen Umständen der Tätigkeit und der Einkünfte ab, da es sich um eine spezielle Regelung handelt. Die allgemeine Anwendbarkeit des 20%-Satzes auf alle beschränkt steuerpflichtigen Einkünfte ist hierbei nicht pauschal gegeben.",Ja. Für solche Bezüge sieht § 70 Abs. 2 Z 2 EStG 1988 einen besonderen Lohnsteuersatz von 20% des vollen Betrages vor.,§ 70 Abs. 2 Z 2 EStG 1988,,,,,,,,
8,5d907d9776eca4f7,"""Was kann als ""sonstigen Leistung"" gelten, die nicht in einer Lieferung besteht?""","Ziff 5 Abs. 5, wenn die Reisevorleistungen im Drittlandsgebiet bewirkt werden.","""Eine sonstige Leistung kann auch in einem Unterlassen oder im Dulden einer Handlung oder eines Zustandes bestehen.""",§ 3a Abs. 1 UStG 1994,,,,,,,,
9,5dfb73fe848fda03,Welcher Wert ist bei der unentgeltlichen Übertragung eines land- und forstwirtschaftlichen Grundstücks als Wert des Grundstückes heranzuziehen?,"Die wichtigste Rechtsnorm für die Bestimmung des Werts eines land- und forstwirtschaftlichen Grundstücks bei unentgeltlicher Übertragung ist **§ 7 EStG**.  

**§ 7 EStG** regelt die Bewertung von land- und forstwirtschaftlichem Vermögen. Im Falle einer unentgeltlichen Übertragung eines solchen Grundstücks wird der **Firmenwert** als Grundlage für die Ermittlung des Verkehrswertes herangezogen. Der Firmenwert entspricht dem Gesamtwert des Grundstücks im Rahmen des Gesamtkaufpreises, der vom Erwerber für das gesamte Grundstück im Rahmen des gesamten Geschäftsbereichs angibt.


Es ist wichtig zu beachten, dass **§ 7 EStG** nur für **Land- und Forstwirte** und **Gewerbetreibende** gilt.","Gemäß § 6 Abs. 1 Z 1 GrEStG ist bei land- und forstwirtschaftlichen Grundstücken der Einheitswert anzusetzen, wobei jener Einheitswert maßgeblich ist, der auf den dem Erwerbsvorgang unmittelbar vorausgegangenen Feststellungszeitpunkt festgestellt ist.",§ 6 Abs. 1 Z 1 GrEStG 1987,,,,,,,,
10,5e2fbd74dbc73b5d,"Frau Ort erhält als Begünstigte einer Privatstiftung im Bilanzerstellungszeitraum (Februar des Folgejahres, vor Bestätigung durch den Abschlussprüfer) eine Zuwendung von 15.000 Euro, die die Stiftung als Substanzauszahlung behandelt. Der Abschluss des Vorjahres ist noch nicht vom Abschlussprüfer bestätigt. Kann diese Zuwendung tatsächlich als Substanzauszahlung behandelt werden?","Gemäß § 13 Abs. 1 Privatstiftungsgesetz (PSG) dürfen Substanzauszahlungen nur dann erfolgen, wenn der Abschluss des Vorjahres vom Abschlussprüfer bestätigt wurde. Da im vorliegenden Fall der Abschluss des Vorjahres noch nicht bestätigt wurde, kann die Zuwendung von 15.000 Euro nicht als Substanzauszahlung behandelt werden.

Die Privatstiftung muss daher diese Zuwendung als Gewinnausschüttung behandeln und entsprechend versteuern. Frau Ort als Begünstigte muss diese Zuwendung als Einkommen aus Kapitalvermögen versteuern, gemäß § 27 Abs. 1 Einkommensteuergesetz (EStG). Die Privatstiftung muss außerdem die entsprechenden Abzüge für die Kapitalertragsteuer vornehmen, gemäß § 93 Abs. 1 EStG.","Nein. Gemäß § 27 Abs. 5 Z 8 lit. b letzter Satz EStG 1988 gelten Zuwendungen im Bilanzerstellungszeitraum ausdrücklich nicht als Substanzauszahlung, solange der im Jahresabschluss ausgewiesene Bilanzgewinn nicht vom Abschlussprüfer bestätigt ist. Da der Abschluss des Vorjahres zum Zeitpunkt der Zuwendung im Februar noch nicht vom Abschlussprüfer bestätigt wurde, kann die Zuwendung von 15.000 Euro nicht als Substanzauszahlung qualifiziert werden. Sie stellt daher in vollem Umfang eine steuerpflichtige Zuwendung im Sinne des § 27 Abs. 5 Z 7 EStG 1988 dar und unterliegt als Einkünfte aus Kapitalvermögen der Besteuerung.",§ 27 Abs. 5 Z 7 EStG 1988; § 27 Abs. 5 Z 8 lit. b EStG 1988,,,,,,,,
